Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
CYSTHRNaEx,-0.4504599704628927,0,34.16091665465459,90.16457309512496,"Transport, extracellular"
CYTD,-0.4033028713364091,0,5.93394067671102,13.955347847271431,Pyrimidine catabolism
CYTDK2m,-1,0,NA,1.3821399699368988,Nucleotide interconversion
CYTDt,1,0,NA,-422.2226904338916,"Transport, extracellular"
CYTDtm,-1,0,NA,1.3821399699368988,"Transport, mitochondrial"
CYTK10,-1.5096898601762883,0,-555.9515512449852,112.90752411891353,Nucleotide interconversion
CYTK11,6.139721123249799,0,162.32046400116383,-116.85077094198166,Nucleotide interconversion
CYTK12,0.9790183287691797,0,445.143720983389,4.719440476302319,Nucleotide interconversion
CYTK12n,0.7528629260669308,0,259.0630243860245,36.5254332548812,Nucleotide interconversion
CYTK13,-0.7122726384301521,0,148.0744117379142,881.1944831632615,Nucleotide interconversion
CYTK13n,12.999116630275854,0,404.23029756507873,-471.60697370224295,Nucleotide interconversion
CYTK14,0.53120923958715,0,-96.23383124597669,-314.32814809519647,Nucleotide interconversion
CYTK14n,-3.5600182627047623,0,-408.07953354845046,229.09799880942106,Nucleotide interconversion
CYTK1m,-0.9767175483964295,0,0.01699881426626888,1.4432266427180032,Nucleotide interconversion
CYTK3n,0.9059040003966083,0,-4.534429526367647,-91.84436543792337,Nucleotide interconversion
CYTK4n,-1.6093331883988056,0,-105.46936568349321,451.64898527927994,Nucleotide interconversion
CYTK5,-0.4277462278172869,0,231.0473692187786,576.4523116920471,Nucleotide interconversion
CYTK5n,2.255973402957401,0,472.1968913556218,-182.14729148682355,Nucleotide interconversion
CYTK6,-0.5997535258784629,0,218.99580116714836,875.3089101875305,Nucleotide interconversion
CYTK7,0.78896495790069,0,775.9338356575013,91.53294420390203,Nucleotide interconversion
CYTK7n,-1.0002910534269347,0,-0.06024784320749003,414.05876242542564,Nucleotide interconversion
CYTK8,8.362904975953153,0,489.59879432675837,-622.5894538356781,Nucleotide interconversion
CYTK8n,-0.6256814930002853,0,153.93267957758903,668.5362964365005,Nucleotide interconversion
CYTK9n,0.9981289116202868,0,604.1031538110494,0.565694427757122,Nucleotide interconversion
DADA,-1,0,NA,33.32891300301761,Nucleotide interconversion
DADAe,-0.35069394567003503,0,12.869142451154387,26.77053860629201,Nucleotide interconversion
DAG_HSter,-0.8995855858857528,0,11.638156297213584,220.16434735474587,"Transport, endoplasmic reticular"
DAGK_hs,-0.9518234765694936,0,6.636270095627595,268.86181997308734,Glycerophospholipid metabolism
DAGt,-1,0,-177.53854615769387,NA,"Transport, extracellular"
