Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
CYTK14n,9.891926996472385,0,207.3795831403859,-254.02404687083663,Nucleotide interconversion
CYTK1m,-0.9974526407012986,0,0.013227243749464029,10.371836030368856,Nucleotide interconversion
CYTK2n,-0.8755223834108504,0,-512.8720064590455,-34.039095211017745,Nucleotide interconversion
CYTK3n,-1.0734010715614026,0,-196.77603316653222,6.966125314649653,Nucleotide interconversion
CYTK4n,1.2401120180358247,0,83.191917655644,-8.917134086036308,Nucleotide interconversion
CYTK5,1.2116651989193767,0,11.983634454585482,-125.21561132906488,Nucleotide interconversion
CYTK5n,2.9695390931781263,0,398.8999544898987,-197.9194652560577,Nucleotide interconversion
CYTK7n,1.8393442647160414,0,16.342435690804987,-4.831020260214805,Nucleotide interconversion
CYTK8,-0.5125943107118828,0,-589.8744361053467,-190.07618505986184,Nucleotide interconversion
CYTK8n,1.573084307461511,0,232.92975866851808,-51.878746859024695,Nucleotide interconversion
CYTK9n,-1.173233640703058,0,-43.28561426376253,543.0224331413269,Nucleotide interconversion
DADA,-1,-2.260387811634349,NA,72.93759146645272,Nucleotide interconversion
DADNt4,-0.44083748939567785,0,-170.52823617530763,-66.17886983819749,"Transport, extracellular"
DAGt,-1,-2.261954261954262,-97.57589657534416,NA,"Transport, extracellular"
DASCBR,-0.3401229135990769,0,9.489858390667568,19.272644767085033,Vitamin C metabolism
DCK1m,1,-2.263522884882108,NA,-70.82099696149193,Nucleotide interconversion
DCK1n,-1,-2.265093684941013,-426.2602452522278,NA,Nucleotide interconversion
DCSPTN1CRNt,6.807267902423022,0,628.190780554223,-467.2661681531906,Fatty acid oxidation
DESAT18_10,-0.5111960945345236,0,11.781511364346626,36.42396012478713,Fatty acid synthesis
DESAT18_4,-0.46939320339720497,0,7.7501274307465184,21.462191297044512,Fatty acid synthesis
DESAT18_8,-1,-2.2666666666666666,NA,15.033997725196626,Fatty acid synthesis
