Reaction,fc,pval,Clus,Disp,subSystem,rxnNames,geneRules,kegg,source
H2O2tn,-0.5418684450877188,0,-0.5520648937727572,-1.8580065708678375,"Transport, nuclear",Hydrogen Peroxide Nuclear Transport,NA,NA,PMID:2989289
H2O2tp,1,0,-128.6330132610686,NA,"Transport, peroxisomal",Hydrogen Peroxide Peroxisomal Transport via Diffusion,NA,NA,PMID:2989289
H2Otg,0.42736870062928967,0,52.78487398071289,131.57415088824033,"Transport, golgi apparatus","H2O Transport, Golgi Apparatus",NA,NA,NA
H2Otly,-0.690320734704459,0,34.82651019353867,6.380474349105358,"Transport, lysosomal","H2O Transport, Lysosomal",NA,NA,NA
H2Otm,1.1014420667436762,0,-10.14602020169174,0.48977474790802383,"Transport, mitochondrial","H2O Transport, Mitochondrial",343.1,NA,PMID:15749715
H2Otn,1.0179999268169182,0,-7.225406757083646,810.0516438385009,"Transport, nuclear","H2O Transport, Nuclear",NA,NA,NA
H3MTer_U,0.36295516528196153,0,1.8568675144473556,3.9727614637680353,Phosphatidylinositol phosphate metabolism,"H3 Mannosyltransferase, Endoplasmic Reticulum",9488.1,NA,PMID:8861954
H4ETer,0.5381775333726002,0,0.6009110673459757,2.00143555184002,Phosphatidylinositol phosphate metabolism,"H4 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",23556.1 or 23556.2,NA,PMID:10574991
H5MTer_U,0.763830356650104,0,0.8530492653356094,6.37098895766139,Phosphatidylinositol phosphate metabolism,"H5 Mannosyltransferase, Endoplasmic Reticulum",55650.1,NA,PMID:15623507
H6ET3er,0.5234854743878883,0,2.682430428771494,8.576115888681263,Phosphatidylinositol phosphate metabolism,"H6 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",(84720.2 and 5281.1) or (84720.1 and 5281.2) or (5281.1 and 84720.1) or (84720.2 and 5281.2),NA,"PMID:10781593,PMID:8463218"
