Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DCSPTN1CRNt,0.6214950885456945,0,472.17674641952516,110.22001784451781,Fatty acid oxidation
DCSPTN1t,-0.3984854225222221,0,4.239550438529806,9.856701247694472,"Transport, extracellular"
DCTPtn,1,-2.2766550522648084,32.90544512252286,NA,"Transport, nuclear"
DDPGAm,0.3952597026303332,0,46.581069154733186,20.18939524973417,Arginine and proline metabolism
DESAT16_2,-0.688376492352527,0,9.81524994371267,53.17903452353147,Fatty acid synthesis
DESAT18_8,-1,-2.278242677824268,NA,15.04872191754656,Fatty acid synthesis
DESAT22_2p,-0.8116903508610454,0,1.9499954391742935,18.760525217527512,Fatty acid synthesis
DGCHOLtx,0.8539117547931565,0,84.73036992259026,6.676753100958117,"Transport, peroxisomal"
DGK2m,1,-2.2798325191905096,19.093746695037748,NA,Nucleotide interconversion
DGNSKm,1,-2.2814245810055866,19.093746695037748,NA,Nucleotide interconversion
DGSNtm,1,-2.2830188679245285,19.093746695037748,NA,"Transport, mitochondrial"
DHAAt1r,-1,-2.2846153846153845,-5.6667148108633265,NA,"Transport, extracellular"
DHCR242r,0.3357633261278121,0,432.53484197711947,215.0871334382057,Cholesterol metabolism
DHFtl,-1,-2.286214135759272,-5.860519582930697,NA,"Transport, lysosomal"
DINt,-1.4028709491219689,0,-474.8560565322876,79.61547425648594,"Transport, extracellular"
D_LACtm,0.5023054995244919,0,-99.93422164422422,-301.6543896373749,"Transport, mitochondrial"
DLNLCGt,1.8402846357417935,0,2.253154197006649,-7.615989839044993,"Transport, extracellular"
DM_dttp_m_,-1,-2.28781512605042,NA,75.52991137423516,Exchange/demand reaction
DM_ethamp_r_,-1,-2.289418360196216,NA,353.2554091547012,Exchange/demand reaction
DM_kdn_c_,-0.37812411826178166,0,7.990875049524655,17.708385153939716,Exchange/demand reaction
DM_mem2emgacpail_prot_hs_r_,-0.4009061777750393,0,7.553929239586275,17.663921318551385,Exchange/demand reaction
DM_Ser_Gly_Ala_X_Gly_ly_,-0.8114877060382362,0,2.4594523674945523,23.633831161201,Exchange/demand reaction
DMATTx,1,-2.291023842917251,4.019267897017586,NA,Cholesterol metabolism
DMHPTCRNCPT2,0.36159100541076267,0,-3.1674556423035543,-6.755511199169431,Fatty acid oxidation
DMHPTCRNt,0.36159100541076267,0,-3.1674556423035543,-6.755511199169431,Fatty acid oxidation
DMHPTCRNte,-0.36159100541076267,0,3.1674556423035543,6.755511199169431,"Transport, extracellular"
