Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,subSystem
r0425,0.40854807860816394,0,-306.02274962329864,-128.49951379236057,Miscellaneous
r0426,-0.40129580427336803,0,554.4892149875641,236.90574001994133,Miscellaneous
r0451,-0.4032293807424447,0,14.114124058762476,6.0025072667514365,Miscellaneous
r0456,-0.7213879472916488,0,28.66344677096675,4.639269000994447,Nucleotide interconversion
r0480,-0.7561540976446053,0,-63.30517846237701,-455.91764095668793,Glycerophospholipid metabolism
r0483,-7.154170350272526,0,221.99827319774627,-294.1439112163349,Pyrimidine catabolism
r0488,-0.836961498849368,0,501.67957512015107,44.526293031568024,Cholesterol metabolism
r0511,-0.6045680816505349,0,35.87056046679313,8.839989215704566,Miscellaneous
r0514,0.35977587820109946,0,32.995340270952134,70.0790024396658,Folate metabolism
r0527,1,-3.605820105820106,NA,75.93278254871369,NAD metabolism
r0537,-0.37249835695703354,0,15.096656441842276,6.902140664644724,Glycerophospholipid metabolism
r0557,-0.4032293807424447,0,14.114124058762476,6.0025072667514365,Miscellaneous
r0560,-0.5976187099423188,0,89.74044251697771,22.60231105557871,"Valine, leucine, and isoleucine metabolism"
r0575,1,-3.6105960264900663,-359.1931759283781,NA,Cholesterol metabolism
r0595,0.50645048286815,0,7.652520126976539,23.35762115103507,Methionine and cysteine metabolism
r0603,-1,-3.6153846153846154,12.719098436120145,NA,"Valine, leucine, and isoleucine metabolism"
r0604,-0.761934092264338,0,23.80058945588991,3.215846130872293,Miscellaneous
r0615,0.38964795410096154,0,-626.3796232744216,-275.11434349021914,Arginine and proline metabolism
r0617,-0.38964795410096154,0,626.3796232744216,275.11434349021914,Arginine and proline metabolism
r0636,1,-3.6201859229747675,-160.8262214225203,NA,Fatty acid oxidation
r0642,-0.7048047286576083,0,-48.0075802953206,-277.25223892202376,Miscellaneous
r0643,-1.2287282512655433,0,63.97861950752735,-623.4077162940979,"Valine, leucine, and isoleucine metabolism"
r0652,-0.43355328879147664,0,203.31645491216182,80.3373952820824,Fatty acid oxidation
r0669,-0.4134215930409244,0,65.27088915668205,27.087809023744274,"Valine, leucine, and isoleucine metabolism"
r0670,-0.761934092264338,0,23.80058945588991,3.215846130872293,Miscellaneous
r0672,-1,-3.625,NA,-518.9249103315831,Bile acid synthesis
r0688,1.0288063368714013,0,-470.6227048997879,6.682213048279099,Bile acid synthesis
r0707,0.6654822562957488,0,-624.73521689682,-125.4801811180627,Miscellaneous
r0715,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r0717,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r0719,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r0720,-0.38455481229940974,0,213.43682184712887,94.87429729543808,Fatty acid oxidation
r0721,0.41509657239904474,0,9.04459433088142,21.882201116287707,Fatty acid oxidation
r0739,1.0288063368714013,0,-470.6227048997879,6.682213048279099,Bile acid synthesis
