Reaction,fc,pval,Clus,Disp,subSystem
ABO7g,0.905373396467597,0,0.03940130464337072,0.7933730563190526,Blood group synthesis
ABTArm,-0.439408893817851,0,-366.06579310035704,-939.9334960906982,Glutamate metabolism
ABUTt2rL,-0.8032254684762773,0,146.36840991283654,15.97225404918883,"Transport, lysosomal"
ACACT1x,0.7180203373770077,0,76.00444430345297,463.07304516124725,Cholesterol metabolism
ACACt2m,1.8542853493060116,0,-667.1356916940689,199.67318528679908,"Transport, mitochondrial"
ACACT8p,-0.5587265225191457,0,8.220872810646146,2.3273185389947533,Fatty acid oxidation
ACACtx,-0.8325721868881252,0,-52.84900939782383,-578.4560099481582,"Transport, peroxisomal"
ACCOAgt,-0.33246162977453997,0,232.5117088870883,116.48402005773782,"Transport, extracellular"
ACCOAtn,-1.0695522248312614,0,8.839911751760356,-263.03485010798425,"Transport, nuclear"
ACETONEt2,0.35292880580725616,0,9.254915020269529,19.350639061968774,"Transport, extracellular"
ACETONEt2m,0.4885084641248481,0,1.5645021719643022,4.552909602162009,"Transport, mitochondrial"
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.905373396467597,0,-0.03940130464337072,-0.7933730563190526,"Transport, extracellular"
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.905373396467597,0,0.03940130464337072,0.7933730563190526,"Transport, golgi apparatus"
ACGALK,-1,0,1.762809211200754,NA,Aminosugar metabolism
ACGALtlg,-0.831242961141896,0,-0.19758168681501811,-2.1440295212502147,"Transport, golgi apparatus"
ACGALtly,-0.8548505562715093,0,93.28217341029644,7.299701603727042,"Transport, lysosomal"
ACGAMK,-0.5881115079441526,0,21.887662065251916,5.676727407104475,Aminosugar metabolism
ACGAMPM,0.6779320775881416,0,14.227858834205755,74.1252980257392,Aminosugar metabolism
ACGBGBSIDEtg,-0.831242961141896,0,-0.19758168681501811,-2.1440295212502147,"Transport, golgi apparatus"
ACGBGBSIDEtl,0.831242961141896,0,0.19758168681501811,2.1440295212502147,"Transport, lysosomal"
ACGPID,0.46890680250892997,0,4.219976915666415,11.671685548104346,Phosphatidylinositol phosphate metabolism
ACHtn,-1.0695522248312614,0,8.839911751760356,-263.03485010798425,"Transport, nuclear"
ACITL,-0.5601601995377047,0,0.9259226944261835,0.2610357918889349,Citric acid cycle
ACN13ACNGALGBSIDEte,0.8731212397498106,0,0.05460842601845216,0.8061885412717551,"Transport, extracellular"
ACN13ACNGALGBSIDEtg,-0.8731212397498106,0,-0.05460842601845216,-0.8061885412717551,"Transport, golgi apparatus"
ACN23ACNGALGBSIDEte,0.3338823726580791,0,0.0457861402647106,0.09168549653137852,"Transport, extracellular"
ACN23ACNGALGBSIDEtg,-0.3338823726580791,0,-0.0457861402647106,-0.09168549653137852,"Transport, golgi apparatus"
ACNACNGAL14ACGLCGALGLUSIDEte,-0.5451493754850195,0,-0.11524678687242995,-0.3914988595486153,"Transport, extracellular"
ACNAM9PL2,-0.4074741795037364,0,1.2279559596210297,0.516951304047561,Aminosugar metabolism
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-0.5786942767428601,0,-0.08870836269686407,-0.3324032329921494,"Transport, extracellular"
ACNMLr,-1.9612284651635221,0,3.0510365715371446,-9.399239276953507,Aminosugar metabolism
ACOAD9m,-0.9798292625838361,0,297.3134346926689,3.029064846560033,"Valine, leucine, and isoleucine metabolism"
ACOAHi,0.3660432100466061,0,23.840957359137757,51.37223614854738,Pyruvate metabolism
ACONTm,-0.5221919667839278,0,183.87436318090522,57.7171931973526,Citric acid cycle
ACOX22x,-0.36939351019801425,0,5.455692736611655,2.512349606195654,Bile acid synthesis
ACOX2x,0.3848161806497136,0,0.32830636128374363,0.7390375803383802,Bile acid synthesis
ACRNtm,0.6534470157890212,0,-440.8746734261513,-92.40479572668019,"Transport, mitochondrial"
ACS2,0.4362477004574405,0,0.06916409453869128,0.1762064151508035,Propanoate metabolism
ACSm,0.5968482005061706,0,0.6760579364368022,2.6778049870853837,Glycolysis/gluconeogenesis
ACtg,-0.5810358941289347,0,-0.041634389262309966,-0.15711480513823758,"Transport, golgi apparatus"
ACTLMO,0.3977518117123504,0,9.44628657873054,21.923792277260123,Pyruvate metabolism
ADA,0.4560360562511579,0,5.247368974857218,14.04570746948896,Purine catabolism
ADAe,0.5876650637626452,0,12.82631559540357,49.38677608412504,Purine catabolism
ADCim,-1,0,7.690412850605801,NA,Propanoate metabolism
ADK1m,-4.147152039463985,0,329.5059225790024,-201.47165428747684,Nucleotide interconversion
ADK3,0.988023256722091,0,-259.82960592756274,-1.5653300210006944,Nucleotide interconversion
ADK3m,7.726103198583911,0,-270.7628516144782,208.70471513531805,Nucleotide interconversion
ADKd,1.3062047898455857,0,-358.48194941768645,47.59719972319901,Nucleotide interconversion
ADMDC,0.6470112964085073,0,3.5925221743606346,16.762362488000655,Arginine and proline metabolism
ADNCYC,-0.40819593709452573,0,4.516143427035399,1.897940448754467,Nucleotide interconversion
ADNK1m,-0.7179765040078511,0,53.22855641087293,8.738014478422166,Nucleotide interconversion
ADNt4,0.41243110665331106,0,67.34324809901715,161.88348211619854,"Transport, extracellular"
ADNtl,0.8657971619609781,0,3.5589388220004783,49.479266241377594,"Transport, lysosomal"
ADNtm,-1.134097892936396,0,51.168037641298774,-3.2151880455433592,"Transport, mitochondrial"
AFLATOXINte,0.85801382980035,0,1.133774077112734,14.836430281783752,"Transport, extracellular"
AGTix,0.47907131804510694,0,2.9098269978121154,8.261863479634375,Alanine and aspartate metabolism
AHEXASEly,-0.5429869301127952,8.601109412004922e-7,0.25283551847176333,0.0748866592569626,N-glycan degradation
ALADGLNexR,-2.6441586355958178,0,480.1273728073597,-216.62217403938175,"Transport, extracellular"
ALADGLYexR,2.0150233791216827,0,-114.51220491378717,340.14682037038204,"Transport, extracellular"
ALAGLNexR,-0.4549811253667837,0,320.71638864486215,120.13659982811659,"Transport, extracellular"
ALAGLYexR,-0.37602895865858527,0,-83.03440327702798,-183.1138560989853,"Transport, extracellular"
ALAt4,-0.9531767819806071,0,294.4915149190307,7.059801516753831,"Transport, extracellular"
ALCD2if,0.4404996465705201,0,64.03661139861941,164.86980843151807,Glycolysis/gluconeogenesis
ALDSTRNte,0.3816459096339652,0,0.7572588410412427,1.6920136804455426,"Transport, extracellular"
ALDSTRNtm,-0.3816459096339652,0,-0.7572588410412427,-1.6920136804455426,"Transport, mitochondrial"
ALOX5,-0.39107304771141777,0,13.645935851576832,5.973358583071321,Eicosanoid metabolism
AMACRp,0.3848161806497136,0,0.32830636128374363,0.7390375803383802,Bile acid synthesis
AMCOXO,-1,0,5.636130620423107,NA,Tryptophan metabolism
AMPDA,-1,0,966.4998087280273,NA,Nucleotide interconversion
ANDRSTRNGLCte,-0.6207592244775403,0,1.643565973452731,0.38457731721099186,"Transport, extracellular"
ANDRSTRNGLCtr,0.6207592244775403,0,-1.643565973452731,-0.38457731721099186,"Transport, endoplasmic reticular"
ANTIPYRENEte,0.5641412839463095,0,9.35315068108294,33.565117723721826,"Transport, extracellular"
ARACHCOAtx,-0.47596021509806996,0,31.227309535096026,11.08725858897923,"Transport, peroxisomal"
ARACHDCOAtx,0.35696365872032587,0,11.055922874434,23.33069624706749,"Transport, peroxisomal"
ARACHDtr,1,0,-136.93081953832993,NA,"Transport, endoplasmic reticular"
ARGDCm,0.5426084123433241,0,16.429450585094838,55.41030785588026,Arginine and proline metabolism
ARGLYSex,-0.6080273260582186,0,781.8093143907547,190.57380587277413,"Transport, extracellular"
ARGtm,-0.5710030098776336,0,562.2477556480408,153.53413924703597,"Transport, mitochondrial"
ASAH1,0.740182486292292,0,13.781180994360149,92.3023604705453,Sphingolipid metabolism
ASCBt,1,0,-283.36850601094363,NA,"Transport, extracellular"
ASNNm,0.4260668106619335,0,132.34382218239307,328.83815732650754,Alanine and aspartate metabolism
ASNS1,0.33428431928424734,0,0.5483309497533654,1.0990117992226551,Alanine and aspartate metabolism
ASNt4,0.7104233284835949,0,8.411791733429634,49.685372581500935,"Transport, extracellular"
ASNtm,0.4260668106619335,0,132.34382218239307,328.83815732650754,"Transport, mitochondrial"
ASNtN1,0.3581000841120403,0,-797.2401872680664,-376.8120001880914,"Transport, extracellular"
ASPCTr,1.0225213645117137,0,-0.7652576067030894,68.72362720771581,Pyrimidine synthesis
ASPTAm,0.5668053245432676,0,75.32654615977853,272.4457161855936,Alanine and aspartate metabolism
ATP1ter,0.46264134443098326,0,3.7772871652663684,10.281431815510244,"Transport, endoplasmic reticular"
ATPasel,-0.3819635734171229,0,0.47585172979431956,0.2128085778253684,"Transport, lysosomal"
ATPH1e,0.941858839647362,0,0.266201025427716,8.890858235624247,Nucleotide interconversion
ATPH2e,0.9756225456285691,0,0.38278805256596826,31.022300168177484,Nucleotide interconversion
B3GALT3g,0.6963370790884148,0,0.698748798598256,3.9033856766984796,Sphingolipid metabolism
B3GALT42g,0.495073629007943,0,0.042367179185401255,0.12544809693955175,Sphingolipid metabolism
B3GALT43g,0.8566583895108325,0,0.1226035801312144,1.5880452637434646,Sphingolipid metabolism
B3GALT5g,0.6153906477623796,0,0.39762251795904013,1.6700470051334706,Sphingolipid metabolism
B3GNT11g,0.38821245359940576,0,0.6704747265491169,1.5213800455651711,Blood group synthesis
B3GNT12g,0.36661012628976936,0,0.049619386250647095,0.10705942504764485,Blood group synthesis
B3GNT312g,0.38821245359940576,0,0.6704747265491169,1.5213800455651711,Blood group synthesis
B3GNT313g,0.905373396467597,0,0.03940130464337072,0.7933730563190526,Blood group synthesis
B3GNT315g,0.36661012628976936,0,0.049619386250647095,0.10705942504764485,Blood group synthesis
B3GNT31g,0.42395117570643376,0,0.05107962688580883,0.12626515616604447,Sphingolipid metabolism
B3GNT32g,0.42395117570643376,0,0.05107962688580883,0.12626515616604447,Sphingolipid metabolism
B3GNT33g,0.42395117570643376,0,0.05107962688580883,0.12626515616604447,Sphingolipid metabolism
B3GNT36g,0.831242961141896,0,0.19758168681501811,2.1440295212502147,Sphingolipid metabolism
BAAT2x,-0.9405686657861234,0,46.69977537391931,1.4302147648230907,Bile acid synthesis
BAAT4x,0.7560209963153551,0,25.34243310209608,182.4003047513008,Bile acid synthesis
BHMT,0.5604961309612697,0,32.315277428296206,114.7381603445053,"Glycine, serine, alanine, and threonine metabolism"
BILDGLCURt,-0.46615460962644534,0,-146.9775436166525,-403.65957442160936,"Transport, extracellular"
BILGLCURt,-0.39392975618057097,0,-85.19381004367702,-195.9412924051389,"Transport, extracellular"
BILGLCURtr,0.9255146024708988,0,0.28243341693867186,7.301158167662229,"Transport, endoplasmic reticular"
BILIRUBt2,2.29983883963562,0,-36.55311395792172,92.79564625241532,"Transport, extracellular"
BMTer_U,0.5302918826602139,0,2.363109396370663,7.698924062851816,Phosphatidylinositol phosphate metabolism
BTNDe,0.43864594877348284,0,20.18623696939014,51.73356809938848,Biotin metabolism
BTNt2m,0.4447085183582583,0,19.88443296033754,51.73356809938848,"Transport, mitochondrial"
BTNt3i,-0.4559820444944793,0,0.44089677738273386,0.1647381328139978,"Transport, extracellular"
BUP2,-0.9906525480106316,0,679.2248066256523,3.1894170965527047,Pyrimidine catabolism
BZtr,-0.4975281998576838,0,-122.18197130696774,-364.14172396254537,"Transport, endoplasmic reticular"
C160CPT1,6.633294880145815,0,-83.25255208500326,112.80987292699274,Fatty acid oxidation
C160CRNt,-0.6147974111179985,0,-130.62771850202984,-547.6009449197769,Fatty acid oxidation
C161CPT1,0.5496879938566461,0,82.79985430553788,284.94452370768823,Fatty acid oxidation
C161CPT12,0.6294436422053307,0,0.2686420069650165,1.1812967206488543,Fatty acid oxidation
C161CPT2,0.4079895500443538,0,93.26084233170805,221.80400944141596,Fatty acid oxidation
C161CRN2t,1.2090610395472037,0,-18.748419320941437,198.10674798464518,Fatty acid oxidation
C161CRNt,0.3362364850021342,0,110.1791566088086,221.80400944141596,Fatty acid oxidation
C180CRNt,0.9005021228462314,0,16.33458290322647,312.0057469709933,Fatty acid oxidation
C181CPT1,0.745658921518948,0,77.40932978666723,531.2955656157017,Fatty acid oxidation
C181CPT2,-2.090507267022208,0,35.45641912367344,-100.48380627807994,Fatty acid oxidation
C181CRNt,1.0216554241341549,0,-443.31917474822995,4.748714662929343,Fatty acid oxidation
C204CPT1,-0.5039035541894412,0,-8.910682249186944,-27.01250294770766,Fatty acid oxidation
C204CPT2,-0.657069499401846,0,0.8155350953472261,0.1687749720839959,Fatty acid oxidation
C3STDH1r,0.347201565149733,0,0.2373263812678546,0.48977824582056784,Cholesterol metabolism
C3STKR2r,0.6167920405248031,1.3686561558300788e-10,0.10335542767943552,0.43606670656318675,Cholesterol metabolism
C4STMO1r,0.8527840576974964,0,0.01845157324694937,0.23222200134505427,Cholesterol metabolism
C4STMO2Pr,0.8094995650182689,0,0.025056859244175028,0.23800667913124113,Cholesterol metabolism
C4STMO2r,0.433355285622983,0,0.07829856841733127,0.19806002606250822,Cholesterol metabolism
CBPPer,-0.4329634440996141,0,1.06995012766896,0.4233889132878743,Glycolysis/gluconeogenesis
CBPter,-0.4329634440996141,0,1.06995012766896,0.4233889132878743,"Transport, endoplasmic reticular"
CBR2,0.4884966583159892,0,144.98522673170567,421.9132269690037,Eicosanoid metabolism
CDPDAGtm,-0.8709732602259977,0,-0.47364962893228474,-6.868233608013939,"Transport, mitochondrial"
CDS,0.7421499128418078,0,0.10899416202695804,0.7364130529032394,Glycerophospholipid metabolism
CDSm,0.8671558700894335,0,0.4934610094876058,6.935711959160911,Glycerophospholipid metabolism
CEPTE,0.4278834076509798,0,0.32812201698463506,0.8189239571145183,Glycerophospholipid metabolism
CERK,-0.8036347942247632,0,2.4233739210005214,0.26383740222318447,Sphingolipid metabolism
CERT2rt,1.0254485976882337,0,-0.039741695222058664,3.163033257997148,"Transport, endoplasmic reticular"
CHAT,0.4151304949511956,0,111.4037395312354,269.5487244613584,Glycerophospholipid metabolism
CHATn,-1.0695522248312614,0,8.839911751760356,-263.03485010798425,Glycerophospholipid metabolism
CHLPCTD,0.648169931280902,0,0.45824345507372055,2.146670085954992,Glycerophospholipid metabolism
CHOLATEt,0.4570742649628956,0,36.100964974393136,96.8857867843016,"Transport, extracellular"
CHOLATEt2,0.3752130568295651,0,58.31558744157851,128.35792767914535,"Transport, extracellular"
CHOLATEt3,-0.4991133622648648,0,0.7096254387490247,0.2371014154188556,"Transport, extracellular"
CHOLK,0.7425363039320542,0,0.7273111029490261,4.92250371798857,Glycerophospholipid metabolism
CHOLPtg,-0.9568639098771075,0,-1.724085820148405,-78.21296064078808,"Transport, golgi apparatus"
CHOLt4,1.8304834853793426,0,-733.2827027049065,215.150230643066,"Transport, extracellular"
CHOLtn,-1.0695522248312614,0,8.839911751760356,-263.03485010798425,"Transport, nuclear"
CHOLtr,-0.4062225752091468,0,77.62503831873835,32.77716925098896,"Transport, endoplasmic reticular"
CHOLtu,0.9120673014176538,0,11.92726741853962,259.35446533460936,"Transport, extracellular"
CHSTEROLt1,-0.8298775791465205,0,77.86579161818028,7.239127427276224,"Transport, mitochondrial"
CHSTEROLt3,0.9825690495288794,0,-67.29545449012667,-0.5916685395788399,"Transport, mitochondrial"
CHTNASE,0.5370904037223634,0,0.20023230317929527,0.6648709687744929,Aminosugar metabolism
CITtam,-0.41038072854280394,0,-289.6541266558882,-692.8582866172791,"Transport, mitochondrial"
CK,0.8494533519057573,3.980564631650313e-13,1.3614274617905728,16.7250258604822,Urea cycle
CKc,-0.48291152350431943,0,2.8771783772788666,1.0032667223447536,Urea cycle
CLPNDCRNt,2.6742795558066943,0,-670.5174120206833,305.5384267058492,Fatty acid oxidation
CMPACNAtg,0.616057592090813,0,2.953920755439717,12.433390958969294,"Transport, golgi apparatus"
CMPACNAtn,0.3789823801394087,0,0.12908591790481042,0.2866379320361564,"Transport, nuclear"
CMPSAS,0.4996751376752748,0,7.537298615836538,22.59231989168674,Aminosugar metabolism
CMPSASn,0.3789823801394087,0,0.12908591790481042,0.2866379320361564,Aminosugar metabolism
COAtg,0.33246162977453997,0,-232.5117088870883,-116.48402005773782,"Transport, golgi apparatus"
COAtl,0.6320846408324909,2.4290736130664034e-12,1.270937584598891,5.6379209500090255,"Transport, lysosomal"
COAtm,0.6007179035519099,0,-376.7364924315214,-93.97292063315753,"Transport, mitochondrial"
COAtn,1.0695522248312614,0,-8.839911751760356,263.03485010798425,"Transport, nuclear"
COAtr,-1,0,118.16934804442823,NA,"Transport, endoplasmic reticular"
COKECBESr,0.4975281998576838,0,122.18197130696774,364.14172396254537,Alkaloid synthesis
COUMARINte,0.7067136135727299,7.246880283824649e-9,2.2859285905523268,13.30244302395626,"Transport, extracellular"
CREATt4_2_r,6.6901594133425615,0,-304.9590055714622,225.64751430579275,"Transport, extracellular"
CREATtmdiffir,0.8494533519057573,3.980564631650313e-13,1.3614274617905728,16.7250258604822,Urea cycle
CRNCARtp,0.8476919510391859,0,7.499626049051526,90.98008136261701,"Transport, peroxisomal"
CRNt,0.48059257846463604,0,162.9872906306129,464.60208862324475,"Transport, extracellular"
CRTSLtm,0.4950744338390046,0,-2.3114567027949264,-0.7806391159525606,"Transport, mitochondrial"
CSAPASEly,-0.8644554942121938,0,4.407952973873075,0.3204548508850159,Chondroitin sulfate degradation
CSBPASEly,-0.36610193752077114,0,3.092041040160321,1.4347676191873384,Chondroitin sulfate degradation
CSCPASEly,-0.9746635268023008,0,26.05097522815317,0.33425433076736516,Chondroitin sulfate degradation
CSDPASEly,-0.9455716154154016,0,11.151877552553266,0.3119796133236261,Chondroitin sulfate degradation
CSm,-0.34914820313634654,0,56.08889854406119,27.058228530150654,Citric acid cycle
CSNt,-0.7784618629748872,0,5.467155875850108,0.6810286758332557,"Transport, extracellular"
CSPG_At,-0.5603292739586211,0,0.2069691405858719,0.05831991607687014,"Transport, extracellular"
CSPG_Atly,-0.8644554942121938,0,4.407952973873075,0.3204548508850159,"Transport, lysosomal"
CSPG_Btly,-0.36610193752077114,0,3.092041040160321,1.4347676191873384,"Transport, lysosomal"
CSPG_Ct,0.4165472997513418,0,0.13275385995475228,0.3223091122387938,"Transport, extracellular"
CSPG_Ctly,-0.9746635268023008,0,26.05097522815317,0.33425433076736516,"Transport, lysosomal"
CSPG_Dtly,-0.9455716154154016,0,11.151877552553266,0.3119796133236261,"Transport, lysosomal"
CTPtn,0.3789823801392554,0,0.12908591790485663,0.2866379320361564,"Transport, nuclear"
CYANtm,-0.3582424696826469,0,14.13180178953437,6.67715111095366,"Transport, mitochondrial"
CYSGLUexR,-0.41847509625874907,0,122.10330581364705,50.0580611863045,"Transport, extracellular"
CYSt4,0.4467600509226348,0,181.4746371927619,474.5685046497822,"Transport, extracellular"
CYSTA,-0.4276937653727222,0,562.3483481708527,225.4233180086136,Methionine and cysteine metabolism
CYStec,-1.6693368143765501,0,105.5521897923395,-420.9455389260054,"Transport, extracellular"
CYTDK1,0.8704689150501761,0,1.154073968550109,16.665184922042197,Nucleotide interconversion
CYTDK2m,0.8709732602259977,0,0.47364962893228474,6.868233608013939,Nucleotide interconversion
CYTDt4,-0.6063724336718945,0,383.4220404045701,93.95422971497177,"Transport, extracellular"
CYTDtm,0.8709732602259977,0,0.47364962893228474,6.868233608013939,"Transport, mitochondrial"
CYTK10,-0.7389642715608785,0,-51.113990305338426,-340.5104866272066,Nucleotide interconversion
CYTK11,1.3225426007531529,0,-54.7634228507163,394.33669300381246,Nucleotide interconversion
CYTK11n,14.122695988999062,0,-299.142296756871,259.58026403803825,Nucleotide interconversion
CYTK12,-1.0012654424475167,0,0.10446989306441978,-165.2165115658164,Nucleotide interconversion
CYTK12n,-2.868271793303078,0,635.3483011528015,-306.85623280706403,Nucleotide interconversion
CYTK13,-6.840919659557086,0,448.01142347699516,-601.415835655117,Nucleotide interconversion
CYTK13n,1.1581502172350557,0,-876.8308797103882,64.25456068681963,Nucleotide interconversion
CYTK14,-1.5813622334153294,0,918.1242082580567,-206.77560605641082,Nucleotide interconversion
CYTK14n,-3.5977788390923546,0,525.8675545344353,-297.1190335906804,Nucleotide interconversion
CYTK1m,0.8671558700894335,0,0.4934610094876058,6.935711959160911,Nucleotide interconversion
CYTK1n,-0.43489116658491866,0,-150.86393929488213,-383.0648559185177,Nucleotide interconversion
CYTK3n,-4.692895766505893,0,220.27787038454414,-142.89093782184125,Nucleotide interconversion
CYTK4,0.5724612383681086,0,163.59301027571797,601.6850180896759,Nucleotide interconversion
CYTK4n,4.143922388687738,0,-325.20110574080945,532.0771449909687,Nucleotide interconversion
CYTK5,0.7104926944672542,0,156.29257487684265,923.4216284606933,Nucleotide interconversion
CYTK5n,-0.8134679523533889,0,-63.588532476159934,-618.2088667206764,Nucleotide interconversion
CYTK6,-1.821823192802264,0,412.2923704804644,-120.07535877532648,Nucleotide interconversion
CYTK7,1.021744246483756,0,-65.01095850595254,0.6992053066836879,Nucleotide interconversion
CYTK7n,0.7244525301625167,0,107.06495167723149,670.042177924633,Nucleotide interconversion
CYTK8n,2.324726273012126,0,-186.91242564781308,469.10268556138277,Nucleotide interconversion
CYTK9,0.37552756806780474,0,-694.6705822589875,-315.37181657826306,Nucleotide interconversion
DADA,0.8673089855765376,0,0.937769091549539,13.19685932506346,Nucleotide interconversion
DADAe,0.5151382887277752,0,13.829283302959427,43.21495418353081,Nucleotide interconversion
DADNt4,-0.4125063779514927,0,-189.23092335003614,-454.9664474749088,"Transport, extracellular"
DAG_HSter,0.4607798113835808,0,9.154168227198907,24.799190420916677,"Transport, endoplasmic reticular"
DAGt,-0.6442201193688025,0,-32.024155224394796,-147.9981392773628,"Transport, extracellular"
DALAt2r,0.49493113178738407,0,-365.6151681838751,-123.52464623250505,"Transport, extracellular"
DASCBR,-0.8600945641582598,0,701.4201524095536,52.75672216989994,Vitamin C metabolism
DCK1m,1.4515373898186512,0,-12.153658236898298,65.98600307008923,Nucleotide interconversion
DCK1n,0.3847358921627123,0,-249.40950543727874,-110.81731737980768,Nucleotide interconversion
DCK2n,0.4675174259023841,0,-738.5241879869461,-267.9704197793961,Nucleotide interconversion
DCSPTN1CPT1,0.7012752407433609,0,1.3761173388624215,7.837162084556092,Fatty acid oxidation
DCSPTN1CPT2,0.7012752407433609,0,1.3761173388624215,7.837162084556092,Fatty acid oxidation
DCSPTN1CRNt,0.351212476498568,0,-377.02293725681005,-181.0283593590995,Fatty acid oxidation
DCSPTN1t,0.6538960813037006,0,1.8018125309082214,8.610161639712379,"Transport, extracellular"
DCT,-0.3909324715353255,0,18.78531439846903,8.225794742916687,Tyrosine metabolism
DCTPtn,-0.44569869377266874,0,987.9336933898926,378.78773707885745,"Transport, nuclear"
DCYTD,-0.947049449225641,0,984.2184183044434,26.76609335844815,Pyrimidine catabolism
DDPGAm,0.37390133487127036,0,2.400557619144395,5.267746924040746,Arginine and proline metabolism
DESAT18_4,-0.5310187232090046,0,7.878921099037025,2.413469163209881,Fatty acid synthesis
DESAT18_5,-0.6070037384158323,0,11.166328791526519,2.7307500074738753,Fatty acid synthesis
DESAT18_7,0.3842487912528382,0,0.8962687599546741,2.0148705028598233,Fatty acid synthesis
DESAT22_2p,0.7613272940981708,0,0.38235712834684876,2.821671810798958,Fatty acid synthesis
