GES1_ARID1A_KO,GES1_ARID1A_KO_Volasertib,GES1_WT_Volasertib,GES_W1,OVCAR3_ARID1A_KO,OVCAR3_WT
686.677226155167,691.289227559616,683.490897645936,683.75135525133,699.220651039432,687.76146096558
