Reaction,fc,pval,Truncating,WT,subSystem,rxnNames,geneRules,kegg,source
HMR_2621,-0.6432397293561799,0,-2.5109133776679693,-0.5451390446426124,"Transport, mitochondrial",HMR_2621,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2622,-0.6432397293561799,0,-2.5109133776679693,-0.5451390446426124,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2633,0.4307372571871079,0,4.863534195493535,1.9351063949604466,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2634,-0.9756315621778009,0,-314.2451890672207,-3.876058925819397,"Transport, mitochondrial",HMR_2634,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2635,-0.568881538181063,0,32.06525472288118,116.68854527721295,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2644,-1.1279471952632767,0,-2.243668424081927,37.31545596057512,"Transport, mitochondrial",HMR_2644,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2655,-1.9638118993356584,0,-8.188165236187364,25.179375329840184,"Transport, mitochondrial",HMR_2655,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2657,-0.840785639382641,0,10.517762873171316,121.60301859890612,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2659,-0.5762491691977905,0,-2.2329942559107896,-0.6003068484409292,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2660,-1.016382553216355,0,-1.6257906731430702,200.10409276344086,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2661,-1.016382553216401,0,-1.6257906731475813,200.10409276343995,"Transport, mitochondrial",HMR_2661,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2662,1.016382553216401,0,1.6257906731475813,-200.10409276343995,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2666,-2.0296160906716083,0,-65.80697991950177,193.6351685341077,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2667,-1.2642484795065332,0,-300.8506448134422,35.110689559936525,"Transport, mitochondrial",HMR_2667,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2673,-1.202561564292299,0,-125.18141788886786,11.512479033041,"Transport, mitochondrial",HMR_2673,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2679,-1.1304557201166379,0,-2.4933472102280154,40.7185351590395,"Transport, mitochondrial",HMR_2679,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2681,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2682,0.9515574024206678,0,-5.073593194550789,-204.39466193945626,"Transport, mitochondrial",HMR_2682,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2683,0.9515574024206678,0,-5.073593194550789,-204.39466193945626,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2684,0.9741538684538434,0,322.9795586210251,4.228531672344565,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2685,-0.9741538684526564,0,-322.9795586210251,-4.228531672541283,"Transport, mitochondrial",HMR_2685,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2686,-0.9741538684526564,0,-322.9795586210251,-4.228531672541283,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2693,0.45157449232246333,0,2.798213727910738,1.0572049815124398,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2695,0.45157449232246333,0,2.798213727910738,1.0572049815124398,"Transport, mitochondrial",HMR_2695,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2697,-0.45157449232246333,0,-2.798213727910738,-1.0572049815124398,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2702,0.3856101151124678,0,-47.95318025579601,-108.1469816619873,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2703,0.5255724026906574,0,-32.42997329203964,-104.28202860651017,"Transport, mitochondrial",HMR_2703,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2704,-0.5255724026906574,0,32.42997329203964,104.28202860651017,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2711,-3.776255460246205,0,-15.814612788984133,9.192432329579256,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2712,-0.7500393259820198,0,-27.29117303618081,-3.8980381215360014,"Transport, mitochondrial",HMR_2712,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2713,0.7500393259820198,0,27.29117303618081,3.8980381215360014,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2715,-0.9878926982878483,0,-418.8752137394309,-2.5511681776653976,"Transport, mitochondrial",HMR_2715,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2718,1.3956411551091135,0,9.183025272272292,-55.604006273299454,"Transport, mitochondrial",HMR_2718,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2722,-1.0113572971959905,0,-241.1109941619873,1.3614533935546875,"Transport, mitochondrial",HMR_2722,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2727,-0.8411901338214989,0,-547.4056202358246,-47.21588047757745,"Transport, mitochondrial",HMR_2727,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2731,-0.7246625793297078,0,-282.1023900513649,-45.0368352468431,"Transport, mitochondrial",HMR_2731,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2744,-10.301760379612398,0,-28.4582255958762,34.577115877817015,"Transport, mitochondrial",HMR_2744,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2748,-0.8475875605192065,0,7.2891847339897655,88.36160018646717,"Transport, mitochondrial",HMR_2748,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2753,-0.3506348806163885,0,-29.547493184874977,-14.205994317817689,"Transport, mitochondrial",HMR_2753,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2757,-1.665636047674068,0,-4.232906191955713,16.951286474233868,"Transport, mitochondrial",HMR_2757,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2760,0.8808409506010904,0,207.59692142025867,13.152123153567315,"Transport, mitochondrial",HMR_2760,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2764,-15.825576979167929,0,-7.796232971363364,6.869520861458779,"Transport, mitochondrial",HMR_2764,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2817,0.47395395307393123,0,42.36748822734356,15.120723177071287,"Transport, endoplasmic reticular",HMR_2817,6584.1,NA,NA
HMR_2819,-0.47395395307393123,0,-42.36748822734356,-15.120723177071287,"Transport, endoplasmic reticular",Carnitine O-Acetyltransferase,1384.1,NA,NA
HMR_2821,-0.6691559600889109,0,-74.3711782711938,-14.741139630163087,"Transport, endoplasmic reticular",HMR_2821,6584.1,NA,NA
HMR_2827,0.6691559600889109,0,74.3711782711938,14.741139630163087,"Transport, endoplasmic reticular",Carnitine O-Acetyltransferase,1384.1,NA,PMID:1735445;PMID:1988962;PMID:2355017;PMID:6361812;PMID:7892212
HMR_2851,-0.601307906597228,0,-15.52320696200435,-3.8649530515074733,"Transport, endoplasmic reticular",HMR_2851,6584.1,NA,NA
HMR_2852,0.601307906597228,0,15.52320696200435,3.8649530515074733,"Transport, endoplasmic reticular",Carnitine O-Acetyltransferase,1384.1,NA,NA
HMR_2884,1.1830136904409478,0,270.6598848373145,-22.690862909060996,"Transport, endoplasmic reticular",HMR_2884,6584.1,NA,NA
HMR_2886,-1.1830136904409478,0,-270.6598848373145,22.690862909060996,"Transport, endoplasmic reticular",Carnitine O-Acetyltransferase,1384.1,NA,NA
HMR_2888,0.8224196479482113,0,382.82615060503485,37.30337448655791,"Transport, endoplasmic reticular",HMR_2888,6584.1,NA,NA
HMR_2890,-0.8224196479482113,0,-382.82615060503485,-37.30337448655791,"Transport, endoplasmic reticular",Carnitine O-Acetyltransferase,1384.1,NA,NA
HMR_2965,0.44952470340866507,0,2.716702720852166,1.0317021382904725,Fatty acid synthesis,Long-Chain-Fatty-Acid Coenzyme A Ligase,2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,NA
HMR_2978,0.6128096163290381,0,4.0177076861036385,0.9645390036804385,Fatty acid synthesis,Long-Chain-Fatty-Acid Coenzyme A Ligase,2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,NA
HMR_2989,0.41580204143737876,0,2.3733825619036826,0.9793214072107139,Fatty acid synthesis,Long-Chain-Fatty-Acid Coenzyme A Ligase,2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,NA
HMR_2990,0.3890445149625358,0,2.00827955801315,0.8833189996721172,Fatty acid synthesis,Long-Chain-Fatty-Acid Coenzyme A Ligase,2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,NA
HMR_3021,0.4948958451268464,0,2.059712583917595,0.6959477393510434,"Transport, peroxisomal",HMR_3021,215.1,NA,NA
HMR_3023,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,"Transport, peroxisomal",HMR_3023,215.1,NA,NA
HMR_3053,0.4948958451268464,0,2.059712583917595,0.6959477393510434,Fatty acid oxidation,HMR_3053,NA,NA,NA
HMR_3066,0.43626621204804905,0,9.59105912850665,3.7644860316489233,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3067,0.43626621204804905,0,9.59105912850665,3.7644860316489233,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3068,0.43626621204804905,0,9.59105912850665,3.7644860316489233,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3069,0.4362662120493311,0,9.59105912850665,3.7644860316370026,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3070,-0.4075130377561199,0,4.744095103320485,11.270080416605017,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3071,-0.40751303775391456,0,4.744095103320485,11.270080416545412,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3072,-0.40751303775391456,0,4.744095103320485,11.270080416545412,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3073,-0.40751303775391456,0,4.744095103320485,11.270080416545412,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3074,0.4017408001552885,0,17.2551895085208,7.364468429108217,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3075,0.4017408001552885,0,17.2551895085208,7.364468429108217,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3076,0.4017408001552885,0,17.2551895085208,7.364468429108217,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3107,-0.5255724026906574,0,32.42997329203964,104.28202860651017,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3108,-0.5255724026906574,0,32.42997329203964,104.28202860651017,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3109,-0.5255724026906574,0,32.42997329203964,104.28202860651017,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3110,-0.5255724026906574,0,32.42997329203964,104.28202860651017,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3116,-0.44782223136073657,0,18.30456229986895,47.99496419130815,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3117,-0.44782223136073657,0,18.30456229986895,47.99496419130815,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3118,-0.44782223136073657,0,18.30456229986895,47.99496419130815,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3121,0.6485820797139588,0,23.36918917225542,4.981463743139789,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,PMID:13295225;PMID:1540149
HMR_3142,0.6824849499629887,0,26.974440138637956,5.090560073377419,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,34.1 or 28976.1,NA,PMID:13295225;PMID:3597357
HMR_3156,-0.44915738495295576,0,39.962003635394716,105.13208510711044,Fatty acid oxidation,2-Methyl-Branched-Chain-Enoyl Coenzyme A Reductase,36.1,NA,PMID:13295225;PMID:3597357
HMR_3222,0.9562066043171762,0,326.4263229856491,7.307672457628609,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3223,0.9562066043171762,0,326.4263229856491,7.307672457628609,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3224,0.9562066043171762,0,326.4263229856491,7.307672457628609,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3225,0.9562066043171762,0,326.4263229856491,7.307672457628609,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3229,-0.4985915825822442,0,41.4165710890125,123.78436950271944,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3240,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3241,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3242,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3243,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3296,0.515915616533622,0,23.83007217449031,7.609767767236126,Fatty acid oxidation,"2, 4-Dienoyl Coenzyme A Reductase (NADPH)",1666.1 or 26063.1,NA,PMID:7775433;PMID:11356164
HMR_3321,-0.5773495231651927,0,18.338302564572032,68.43932372325798,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:8973539;PMID:10407780;PMID:11356167
HMR_3326,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3327,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3328,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3329,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3398,0.3330455667524593,0,3.256975307730628,1.6295422862106062,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3406,0.5762491691977905,0,2.2329942559107896,0.6003068484409292,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3409,0.37972343340107084,0,1.2622784231306592,0.5674772983027222,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3414,0.45157449232246333,0,2.798213727910738,1.0572049815124398,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3428,0.39020667495503203,0,2.3492426091847896,1.0304600659743248,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3446,-0.7089797781366817,0,9.457796382013289,55.539723869038376,Fatty acid synthesis,"2, 4-Dienoyl Coenzyme A Reductase (NADPH)",1666.1 or 26063.1,NA,PMID:10407780;PMID:7775433
HMR_3447,-0.7089797781366817,0,9.457796382013289,55.539723869038376,Fatty acid synthesis,Dodecenoyl Coenzyme A Isomerase,1891.1 or 1632.1 or 10455.1,NA,PMID:10407780;PMID:7775433
HMR_3448,0.5134051208056413,0,10.220224891924984,3.286039559571496,Fatty acid synthesis,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3449,-0.4986733098219512,0,19.678021276511856,58.82576342931781,Fatty acid synthesis,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,PMID:7775433;PMID:10407780;PMID:10970790;PMID:10970790
HMR_3450,-0.4986733098219512,0,19.678021276511856,58.82576342931781,Fatty acid synthesis,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,PMID:7775433;PMID:10407780;PMID:10970790;PMID:10970790
HMR_3451,-0.4986733098219512,0,19.678021276511856,58.82576342931781,Fatty acid synthesis,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,PMID:10407780;PMID:7775433
HMR_3452,0.6317255957946771,0,8.001339445024321,1.8058725833284464,Fatty acid synthesis,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,PMID:10407780;PMID:7775433
HMR_3453,0.6317255957946771,0,8.001339445024321,1.8058725833284464,Fatty acid synthesis,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,PMID:10407780;PMID:7775433
HMR_3454,0.6317255957946771,0,8.001339445024321,1.8058725833284464,Fatty acid synthesis,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,PMID:10407780;PMID:7775433
HMR_3455,-0.6317255957946771,0,-8.001339445024321,-1.8058725833284464,Fatty acid synthesis,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,PMID:10407780;PMID:7775433
HMR_3456,0.6317255957946771,0,8.001339445024321,1.8058725833284464,Fatty acid synthesis,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,PMID:10407780;PMID:7775433
HMR_3457,0.6317255957946771,0,8.001339445024321,1.8058725833284464,Fatty acid synthesis,"2, 4-Dienoyl Coenzyme A Reductase (NADPH)",1666.1 or 26063.1,NA,PMID:10407780;PMID:7775433
HMR_3491,0.44620333527003053,0,4.1911970510344885,1.6049409453585586,Fatty acid oxidation,Alpha-Methylacyl Coenzyme A Racemase,23600.1,NA,PMID:11060344;PMID:11060359;PMID:7649182
HMR_3505,0.6281374768570552,0,7.827956953259796,1.7878857682907545,Fatty acid oxidation,"4, 8, 12-Trimethyltridecanoyl Coenzyme A:Propanoyl Coenzyme A C2-4, 8, 12-Trimethyltridecanoyltransferase",30.1 or 4645.1,R05330,PMID:10706581;PMID:16685654
HMR_3522,0.7079888624988988,0,11.518236794336396,1.9692478693334443,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,33.1 or 34.1,NA,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587
HMR_3645,0.44952470340866507,0,2.716702720852166,1.0317021382904725,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3653,0.49008160525541566,0,16.557192982080696,5.666009993762523,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3658,0.6128096163290381,0,4.0177076861036385,0.9645390036804385,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3669,0.41580204143737876,0,2.3733825619036826,0.9793214072107139,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3670,0.3890445149625358,0,2.00827955801315,0.8833189996721172,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3679,0.6029141488594629,0,3.92894108602503,0.9733065968226478,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3704,0.44952470340866507,0,2.716702720852166,1.0317021382904725,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3712,0.49008160525541566,0,16.557192982080696,5.666009993762523,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3717,0.6128096163290381,0,4.0177076861036385,0.9645390036804385,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3728,0.41580204143737876,0,2.3733825619036826,0.9793214072107139,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3729,0.3890445149625358,0,2.00827955801315,0.8833189996721172,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3738,0.6029141488594629,0,3.92894108602503,0.9733065968226478,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3864,0.3846647123483032,0,66.60935012771972,29.60072807201212,"Transport, mitochondrial",HMR_3864,10165.1 or 8604.1,NA,NA
HMR_3915,-0.34344876963823334,0,212.41428736963272,434.6465284408569,Methionine and cysteine metabolism,Histamine N-Methyltransferase,3176.1,NA,NA
