Reaction,fc,pval,Clus,Disp,subSystem,rxnNames,geneRules,kegg,source
HMR_3196,0.5462568622783674,0,5.376157959137403,18.32076442797594,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3197,0.5462568622783674,0,5.376157959137403,18.32076442797594,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3198,0.505628630177668,0,6.784489686151058,20.662446363520587,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,34.1 or 28976.1,NA,NA
HMR_3199,0.505628630177668,0,6.784489686151058,20.662446363520587,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3200,0.505628630177668,0,6.784489686151058,20.662446363520587,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3201,0.505628630177668,0,6.784489686151058,20.662446363520587,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3202,0.4505165284927938,0,8.562844234369207,22.604041316825793,Fatty acid oxidation,2-Methyl-Branched-Chain-Enoyl Coenzyme A Reductase,36.1,NA,NA
HMR_3203,0.4505165284927938,0,8.562844234369207,22.604041316825793,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3204,0.4505165284927938,0,8.562844234369207,22.604041316825793,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3205,0.4505165284927938,0,8.562844234369207,22.604041316825793,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3218,-0.24033578298875607,0,7.463591130323422,4.5712001458564755,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3219,-0.24033578298875607,0,7.463591130323422,4.5712001458564755,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3220,-0.24033578298875607,0,7.463591130323422,4.5712001458564755,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3221,-0.24033578298875607,0,7.463591130323422,4.5712001458564755,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3222,0.0965932699351798,0,101.34737354019582,123.01972528122664,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3223,0.0965932699351798,0,101.34737354019582,123.01972528122664,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3224,0.0965932699351798,0,101.34737354019582,123.01972528122664,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3225,0.0965932699351798,0,101.34737354019582,123.01972528122664,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3229,-0.1738131278342277,0,26.135114223254355,18.395166795966446,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3230,0.28241506034686115,0,4.277761309200136,7.644900588547857,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3231,0.28241506034686115,0,4.277761309200136,7.644900588547857,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,PMID:9920399;PMID:10407780;PMID:9568246;PMID:7923814
HMR_3232,0.28241506034686115,0,4.277761309200136,7.644900588547857,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,PMID:7923814;PMID:8319713;PMID:11427448;PMID:9920399
HMR_3233,0.28241506034686115,0,4.277761309200136,7.644900588547857,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,PMID:7923814;PMID:9920399;PMID:9568246
HMR_3234,-0.11745159478140002,0,6.363022186224838,5.025430281767023,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3235,-0.11745159478140002,0,6.363022186224838,5.025430281767023,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,PMID:9568246;PMID:7923814;PMID:9920399;PMID:10407780
HMR_3236,-0.11745159478140002,0,6.363022186224838,5.025430281767023,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,PMID:8319713;PMID:11427448;PMID:9920399;PMID:7923814
HMR_3237,-0.11745159478140002,0,6.363022186224838,5.025430281767023,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,PMID:9920399;PMID:9568246;PMID:7923814
HMR_3240,0.14672466941243406,0,2.4935780291818217,3.3511427538853327,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3241,0.14672466941243406,0,2.4935780291818217,3.3511427538853327,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3242,0.14672466941243406,0,2.4935780291818217,3.3511427538853327,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3243,0.14672466941243406,0,2.4935780291818217,3.3511427538853327,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3244,0.010717675922843194,6.994405055138486e-15,5.480939872703686,5.599698564491747,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,37.1 or 33.1 or 34.1 or 28976.1,NA,NA
HMR_3245,0.010717675922843194,6.994405055138486e-15,5.480939872703686,5.599698564491747,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3246,0.010717675922843194,6.994405055138486e-15,5.480939872703686,5.599698564491747,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3247,0.010717675922843194,6.994405055138486e-15,5.480939872703686,5.599698564491747,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3321,0.7755287048647553,0,46.81792477998482,370.3216008041382,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:8973539;PMID:10407780;PMID:11356167
HMR_3322,-0.031428417333306244,0,18.265950079045446,17.15279497797154,Fatty acid oxidation,"2, 4-Dienoyl Coenzyme A Reductase (NADPH)",1666.1 or 26063.1,NA,PMID:7775433;PMID:11356164
HMR_3326,-0.06524513703970908,0,1.822625151701885,1.5993574292595583,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3327,-0.06524513703970908,0,1.822625151701885,1.5993574292595583,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3328,-0.06524513703970908,0,1.822625151701885,1.5993574292595583,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3329,-0.06524513703970908,0,1.822625151701885,1.5993574292595583,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3330,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3331,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3332,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3333,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3334,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3335,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3336,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3337,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3338,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3339,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3340,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3341,-0.17321919652367804,0,4.72259006095808,3.328062493912161,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3342,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3343,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3344,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3345,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3346,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3347,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,PMID:9920399;PMID:10407780;PMID:9568246;PMID:7923814
HMR_3348,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,PMID:7923814;PMID:8319713;PMID:11427448;PMID:9920399
HMR_3349,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,PMID:7923814;PMID:9920399;PMID:9568246
HMR_3350,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3351,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,PMID:9568246;PMID:7923814;PMID:9920399;PMID:10407780
HMR_3352,-0.3166855102521289,0,5.780724065867719,2.999996950437507,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,PMID:8319713;PMID:11427448;PMID:9920399;PMID:7923814
