Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
PIACGT,-0.9229826068358818,0,4.189880064375326,104.61359645545483,Phosphatidylinositol N-Acetylglucosaminyltransferase,Phosphatidylinositol phosphate metabolism,(5279.1 and 51227.2 and 5283.1 and 5277.2 and 9091.1 and 8818.1) or (5279.1 and 51227.2 and 5283.1 and 9091.1 and 5277.2 and 8818.1) or (51227.1 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.1) or (51227.2 and 5277.1 and 5283.1 and 9091.1 and 8818.2 and 5279.2) or (51227.3 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5277.1 and 5283.1 and 5279.2 and 8818.1) or (51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.1 and 5279.2) or (51227.3 and 9091.2 and 5277.3 and 5283.1 and 5279.2 and 8818.2) or (51227.1 and 5277.1 and 5283.1 and 9091.1 and 5279.2 and 8818.1) or (51227.2 and 5283.1 and 9091.1 and 5277.2 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.2 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (51227.2 and 5277.1 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.2 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5283.1 and 5277.2 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.2 and 5283.1 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.1 and 5283.1 and 8818.2) or (51227.3 and 5283.1 and 5277.2 and 9091.1 and 8818.1 and 5279.2) or (51227.2 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 5283.1 and 5277.2 and 9091.1 and 8818.2) or (51227.3 and 9091.2 and 5283.1 and 5277.2 and 5279.2 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.2) or (51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (51227.1 and 5283.1 and 5277.2 and 9091.1 and 5279.2 and 8818.2) or (5279.1 and 51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.2) or (5279.1 and 51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.3 and 5283.1 and 8818.2) or (5279.1 and 51227.2 and 5277.3 and 9091.1 and 5283.1 and 8818.1) or (51227.2 and 5277.3 and 9091.1 and 5283.1 and 8818.2 and 5279.2) or (51227.2 and 9091.2 and 5277.2 and 5283.1 and 8818.1 and 5279.2) or (51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (51227.1 and 5277.3 and 5283.1 and 9091.1 and 5279.2 and 8818.2) or (5279.1 and 51227.1 and 9091.2 and 5277.3 and 5283.1 and 8818.1) or (51227.2 and 9091.2 and 5277.3 and 5283.1 and 8818.1 and 5279.2) or (51227.3 and 5277.3 and 9091.1 and 5283.1 and 5279.2 and 8818.2) or (9091.2 and 51227.2 and 5277.3 and 5283.1 and 5279.2 and 8818.2) or (5279.1 and 9091.2 and 51227.2 and 5277.3 and 5283.1 and 8818.2) or (51227.1 and 5277.1 and 5283.1 and 9091.1 and 8818.2 and 5279.2) or (5279.1 and 9091.2 and 51227.2 and 5277.3 and 5283.1 and 8818.1) or (5279.1 and 51227.1 and 9091.2 and 5277.2 and 5283.1 and 8818.1) or (51227.3 and 5277.1 and 9091.1 and 5283.1 and 5279.2 and 8818.2) or (5279.1 and 51227.1 and 9091.1 and 5277.2 and 5283.1 and 8818.1) or (51227.1 and 5283.1 and 9091.1 and 5277.2 and 5279.2 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (51227.3 and 5279.1 and 9091.2 and 5277.3 and 5283.1 and 8818.1) or (51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (51227.3 and 9091.1 and 5283.1 and 5277.2 and 5279.2 and 8818.2) or (51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.1 and 5279.2) or (5279.1 and 51227.1 and 5277.3 and 5283.1 and 9091.1 and 8818.2) or (9091.2 and 51227.2 and 5277.1 and 5283.1 and 5279.2 and 8818.1) or (51227.1 and 9091.2 and 5277.2 and 5283.1 and 8818.1 and 5279.2) or (51227.2 and 5283.1 and 5277.2 and 9091.1 and 8818.2 and 5279.2) or (9091.2 and 51227.2 and 5277.1 and 5283.1 and 8818.2 and 5279.2) or (5279.1 and 51227.3 and 5277.1 and 5283.1 and 9091.1 and 8818.2) or (5279.1 and 51227.1 and 9091.2 and 5277.1 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 5277.3 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 51227.3 and 5283.1 and 5277.2 and 9091.1 and 8818.1) or (5279.1 and 51227.2 and 5277.1 and 9091.1 and 5283.1 and 8818.2) or (51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.2 and 5279.2) or (9091.2 and 51227.2 and 5283.1 and 5277.2 and 5279.2 and 8818.2) or (5279.1 and 51227.2 and 5277.1 and 9091.1 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 9091.2 and 5283.1 and 5277.2 and 8818.1) or (5279.1 and 51227.1 and 5277.1 and 5283.1 and 9091.1 and 8818.1) or (5279.1 and 9091.2 and 51227.2 and 5277.2 and 5283.1 and 8818.1) or (5279.1 and 51227.3 and 9091.1 and 5277.2 and 5283.1 and 8818.2) or (51227.1 and 9091.2 and 5283.1 and 5277.2 and 8818.2 and 5279.2) or (5279.1 and 51227.1 and 5277.1 and 9091.1 and 5283.1 and 8818.2),NA,"PMID:10814524,PMID:10907851,PMID:11331941,PMID:11418246,PMID:12655644,PMID:7680492,PMID:8193350,PMID:8407896,PMID:8806613,PMID:9325057,PMID:9463366"
PIK4,-0.7734668494104607,0,1.6047351513327763,12.563038061166555,Phosphatidylinositol 4-Kinase,Glycerophospholipid metabolism,5298.1 or 55361.1 or 5297.1,NA,"PMID:12324459,PMID:164238,PMID:8662589"
PIter,1,0,341.9156349375099,NA,"Phosphate Transport, Endoplasmic Reticulum","Transport, endoplasmic reticular",2542.1,NA,PMID:11879177
PItx,-0.3660694020751319,0,-4.250918732713722,-1.9726577945935306,"Phosphate Transporter, Peroxisome","Transport, peroxisomal",NA,NA,NA
PLA2_2e,0.6750773263210887,0,78.12666890217066,15.154599579634192,Phospholipase A2,Glycerophospholipid metabolism,5322.1 or 5319.1 or 81579.1 or 64600.1 or 26279.1 or 5320.1 or 8399.1 or 30814.1,NA,"PMID:10455175,PMID:10681567,PMID:11031251,PMID:11112443,PMID:8300559,PMID:9188469,PMID:9272153,PMID:9886417"
PNTOt5,1,0,0.8676175249937973,NA,Pantothenate Sodium Symporter Ii,"Transport, extracellular",8884.1,NA,"PMID:10329687,PMID:10334869,PMID:12646417,PMID:15561972,PMID:9516450"
PPAer,1,0,0.8470243456121388,NA,"Inorganic Diphosphatase, Endoplasmic Reticulum",Miscellaneous,2538.1 or 92579.1 or 57818.1,NA,NA
PPAP,0.534923413286767,0,1.3460028094194494,0.4078342846896598,Phosphatidic Acid Phosphatase,Triacylglycerol synthesis,8612.1 or 8611.1 or 8613.1 or 8611.2,NA,NA
PPItr,-0.8176348746053057,0,-518.8020564971924,-52.05192935609818,"Diphosphate Transporter, Endoplasmic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
PPPG9tm,-0.7887453226060991,0,2.3553611250736197,19.943422069978343,Protoporphyrinogen Ix Mitochondrial Transport,Heme synthesis,NA,NA,PMID:14623258
PPPGOm,-0.7887453226060991,0,1.1776805625368099,9.971711034989172,"Protoporphyrinogen Oxidase, Mitochondrial",Heme synthesis,5498.1,NA,PMID:8771201
PRAGSr,-0.4842388763477751,2.383129596984608e-5,0.6855091930608644,1.9727337865829435,Phosphoribosylglycinamide Synthase,Purine synthesis,2618.1 or 2618.2,NA,NA
PRASCS,-0.4842388763477751,2.383129596984608e-5,0.6855091930608644,1.9727337865829435,Phosphoribosylaminoimidazolesuccinocarboxamide Synthase,Purine synthesis,10606.1,NA,NA
PRISTANALtx,-0.435569277036673,0,0.3580303544520066,0.9106119780287824,"Transport of Pristanal, Peroxisomal","Transport, peroxisomal",NA,NA,NA
PROSTGE1t,1,0,NA,-32.50721476882696,Prostaglandin Transport via Bicarbonate Antiport,"Transport, extracellular",6578.1,NA,"PMID:12507753,PMID:8787677,PMID:9334206"
PROSTGE2t3,-0.362132885588264,0,0.28875223196150207,0.616615752803788,Prostaglandine E2 Transport (ATP-Dependent),"Transport, extracellular",10257.1,NA,"PMID:11447229,PMID:12637526,PMID:12835412"
PSDm_hs,-0.9579352282668031,0,0.01699881426626888,0.791222106274408,Phosphatidylserine Decarboxylase,Glycerophospholipid metabolism,23761.1,NA,"PMID:15052331,PMID:9370338"
PSFLIPm,-0.9579352282668031,0,0.01699881426626888,0.791222106274408,Phosphatidylserine Flippase,"Transport, mitochondrial",10396.1 or 57194.1,NA,"PMID:10198212,PMID:10856717,PMID:11353404"
PSSA1_hs,-0.3587800423570884,0,-701.420062150383,-331.0061441303968,Phosphatidylserine Synthase Homo Sapiens,Glycerophospholipid metabolism,9791.1,NA,NA
PSSA2_hs,0.8838875820776673,0,397.049287052536,24.47192348025553,Phosphatidylserine Synthase Homo Sapiens,Glycerophospholipid metabolism,81490.1,NA,NA
PSt3,0.44656589872000135,0,884.7840901916504,338.5049296512127,Transport of Phosphatidylserine,"Transport, extracellular",NA,NA,NA
PTDCACRNCPT1,-0.8167735287809111,0,-0.25274581245761213,-0.025490091416669074,Carnitine Fatty-Acyl Transferase,Fatty acid oxidation,1375.1 or 1375.4 or 1375.3 or 1374.1 or 126129.1 or 1375.2,NA,PMID:1988962
PTDCACRNCPT2,-0.8167735287809111,0,-0.25274581245761213,-0.025490091416669074,Pentadecanoate Transport into the Mitochondria,Fatty acid oxidation,1376.1,NA,"PMID:11274214,PMID:1528846,PMID:1988962"
PTDCAt,-0.8167735287809111,0,-0.25274581245761213,-0.025490091416669074,Fatty Acid Transport via Diffusion,"Transport, extracellular",NA,NA,NA
PTE2x,0.942580000951003,0,204.2886728646517,6.038492826996333,Peroxisomal Acyl Coenzyme A Thioesterase,Fatty acid oxidation,10965.1 or 10005.1 or 10005.3 or 10005.2 or 122970.1,NA,PMID:10092594
PYRt2m,0.8637845925182411,0,90.01677369431258,6.578910222879768,Pyruvate Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",6566.1,NA,"PMID:14598172,PMID:6987111"
RBK_D,0.9588272430329916,0,204.861557558918,4.30600255905982,D-Ribulokinase,Pentose phosphate pathway,64080.1,NA,PMID:15234337
RETH,0.34977831676517723,0,44.12074179006815,21.254055303733285,Retinyl Ester Hydrolase,Vitamin A metabolism,8228.1,NA,"PMID:1503811,PMID:15955102"
RETNGLCt,1,0,64.32585237535238,NA,Retinoyl Glucuronide Efflux,"Transport, extracellular",NA,NA,PMID:1503811
RETNGLCtr,1,0,64.32585237535238,NA,Retinoyl Glucuronide Efflux from Er,"Transport, endoplasmic reticular",NA,NA,"PMID:14704335,PMID:2324641"
RNMK,0.6207682173485557,0,1.877628497557244,0.4393326539007857,Ribosylnicotinamide Kinase,NAD metabolism,54981.1,NA,PMID:15137942
RTOTAL3CRNCPT1,0.4409368896519622,0,1.3795285946810347,0.5352375614054268,Carnitine Fatty-Acyl Transferase,Fatty acid oxidation,1375.1 or 1375.4 or 1375.1 or 1374.1 or 126129.1 or 1375.2,NA,PMID:1988962
RTOTAL3CRNCPT2,0.4409368896519622,0,1.3795285946810347,0.5352375614054268,R Group Transport into the Mitochondria,Fatty acid oxidation,1376.1,NA,"PMID:11274214,PMID:1528846,PMID:1988962"
RTOTAL3CRNt,0.4409368896519622,0,1.3795285946810347,0.5352375614054268,R Group Transport into the Mitochondria,Fatty acid oxidation,788.1,NA,PMID:14598172
Rtotaltl,-0.3823878761257998,0,-3.941555469644643,-1.76097641408544,Fatty Acid Intracellular Transport,"Transport, lysosomal",NA,NA,NA
S2TASE3ly,-0.961908321201254,0,0.1258817577368386,6.483528050737269,"Iduronate-2-Sulfatase, Lysosomal",Chondroitin sulfate degradation,3423.2 or 3423.1,NA,"PMID:2122463,PMID:8244397,PMID:8530090,PMID:8993162"
S2TASE4ly,-0.993584800336204,0,0.04209841831532422,13.082487104067207,"Glucuronate-2-Sulfatase, Lysosomal",Chondroitin sulfate degradation,NA,NA,"PMID:2497731,PMID:4019466,PMID:8993162"
S2TASE5ly,-0.993584800336204,0,0.04209841831532422,13.082487104067207,"Glucuronate-2-Sulfatase, Lysosomal",Chondroitin sulfate degradation,NA,NA,"PMID:2497731,PMID:4019466,PMID:8993162"
S4T2g,-1,0,NA,0.10617035935668794,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",Chondroitin synthesis,113189.1 or 50515.1 or 166012.1 or 55501.1,NA,"PMID:10722746,PMID:10781601,PMID:11056388,PMID:1147079,PMID:12080076,PMID:12512856,PMID:12847091"
S4T3g,-1,0,NA,0.06607906914930317,"Chondroitin 4-Sulfotransferase, Golgi Apparatus",Chondroitin synthesis,113189.1 or 50515.1 or 166012.1 or 55501.1,NA,"PMID:10722746,PMID:10781601,PMID:11056388,PMID:1147079,PMID:12080076,PMID:12512856,PMID:12847091"
S4TASE1ly,-1,0,NA,1.1192491850718387,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",Chondroitin sulfate degradation,411.2 or 411.1,NA,"PMID:1968043,PMID:2303452"
S4TASE2ly,-0.901328512244318,0,0.7173939670308406,13.823665124064684,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",Chondroitin sulfate degradation,411.2 or 411.1,NA,"PMID:1968043,PMID:2303452"
S4TASE3ly,-1,0,NA,4.659723106015147,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",Chondroitin sulfate degradation,411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S4TASE4ly,-1,0,NA,0.05287914432686263,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",Chondroitin sulfate degradation,411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S4TASE5ly,-1,0,NA,0.039845213275376046,"N-Acetylgalactosamine-4-Sulfatase, Lysosomal",Chondroitin sulfate degradation,411.1 or 411.2,NA,"PMID:1968043,PMID:2303452"
S6T20g,0.43409988695384744,0,0.144068768172008,0.056849967660295236,"Chondroitin 6-Sulfotransferase, Golgi Apparatus",Chondroitin synthesis,9469.1 or 56548.1,NA,"PMID:10781596,PMID:10913333,PMID:10956661,PMID:12512856,PMID:8991509,PMID:9714738,PMID:9883891"
S6T23g,-1,0,NA,0.06607906914930317,"Chondroitin 6-Sulfotransferase, Golgi Apparatus",Chondroitin synthesis,56548.1,NA,"PMID:10781596,PMID:10913333,PMID:10956661,PMID:12512856,PMID:9883891"
S6TASE10ly,-0.8719122566412071,0,0.11638045567559312,1.7008184834858868,"Galactose-6-Sulfate Sulfatase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE11ly,-0.8233476991076498,0,0.11638045567559312,1.2012412802169274,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE12ly,-0.7742998237978996,0,0.11638045567559312,0.9149032378859194,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE13ly,-0.7776042784254014,0,0.11638045567559312,0.9302265100663749,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE14ly,-0.7866303419439078,0,0.11638045567559312,0.9745005696386826,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE15ly,-0.6234596837755679,0,0.11638045567559312,0.5017762232295471,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE16ly,-0.5719638808161794,0,0.11638045567559312,0.4274075587448133,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE17ly,-0.5830167375885127,0,0.11638045567559312,0.44182159302317014,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE18ly,-0.5402077199367734,0,0.11638045567559312,0.38985012157372256,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE19ly,-0.5204851195318186,0,0.11638045567559312,0.3690286960152298,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE20ly,-0.6403834313697606,0,0.11638045567559312,0.5308670063580954,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE21ly,-0.6261332962890742,0,0.11638045567559312,0.5061968132837664,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE22ly,-0.6897159176063123,0,0.08000809293662701,0.4357005590793211,"Galactose-6-Sulfate Sulfatase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE23ly,-0.3691955627512236,0,0.08000809293662701,0.17366194554813227,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE24ly,-0.7445287851478651,0,0.04847472886355263,0.33101795794744104,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE25ly,-0.777871336885329,0,0.04649709025598076,0.3721529804192949,"Galactose-6-Sulfate Sulfatase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE26ly,-0.5803096898456805,0,0.04649709025598076,0.17508100736025373,"N-Acetylglucosamine-6-Sulfatase, Lysosomal",Keratan sulfate degradation,2799.1,NA,"PMID:3196333,PMID:3689314,PMID:3689315"
S6TASE4ly,-1,0,NA,3.069698995700599,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE5ly,-1,0,NA,3.0592829722330164,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE6ly,-1,0,NA,5.921515063949488,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE7ly,-1,0,NA,5.8538915887368494,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE8ly,-1,0,NA,0.05287914432686263,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
S6TASE9ly,-1,0,NA,0.039845213275376046,"N-Acetylgalactosamine-6-Sulfatase, Lysosomal",Chondroitin sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SBTD_D2,1,0,139.4108734680891,NA,D-Sorbitol Dehydrogenase (D-Fructose Producing),Fructose and mannose metabolism,6652.1,NA,PMID:14965227
SBTR,0.9951048931665758,0,139.4108734680891,0.3420527520656586,D-Sorbitol Reductase,Fructose and mannose metabolism,8574.1 or 10327.1 or 231.1 or 10327.2,NA,"PMID:12071861,PMID:9823300"
SCP22x,-1,0,-101.27617957892642,NA,Sterol Carrier Protein 2,"Transport, peroxisomal",6342.1,NA,PMID:1703300
SCP2x,0.9160793184419664,0,35.005951059532165,1.533195021327131,Peroxisomal Thiolase 2,Bile acid synthesis,6342.1,NA,PMID:1703300
Ser_Thrtg,0.41568296838671215,0,-0.4752667675603181,-1.1514760513101705,Ser/Thr Transport (from Golgi to Lysosome),"Transport, golgi apparatus",NA,NA,"PMID:10811962,PMID:11161786"
SERALANaEx,-0.6635054704254578,0,21.374087783417107,105.6656463272214,L-Alanine/L-Serine Na-Dependent Exchange (Ser-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
SERASNNaEx,0.6450577232588043,0,8.075016476524436,1.7422882445866241,L-Serine/L-Asparagine Na-Dependent Exchange (Ser-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
SERCYSNaEx,-0.8970457218980228,0,13.486368862811895,248.5011679630697,L-Serine/L-Cysteine Na-Dependent Exchange (Ser-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
SERGLNNaEx,-0.4698831719722936,0,0.35162247179704137,0.9749623608529567,L-Serine/L-Glutamine Na-Dependent Exchange (Ser-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
SERHL,0.7013893573539687,0,2.578793255900778,0.4526036959543385,L-Serine Hydro-Lyase,"Glycine, serine, alanine, and threonine metabolism",10993.1,NA,PMID:2674117
SERPT,-0.7916296610770115,0,11.809682045672458,101.54313109187484,Serine C-Palmitoyltransferase,Sphingolipid metabolism,10558.1 and 9517.1 and 55304.1,NA,NA
SERt4,-0.8961875317183768,0,28.213333331488073,515.3308824740886,L-Serine via Sodium Symport,"Transport, extracellular",81539.1 or 11254.1 or 54407.1 or 55089.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754"
SERTHRNaEx,0.7148355863570361,0,44.99023904745169,7.481542393739521,L-Serine/L-Threonine Na-Dependent Exchange (Ser-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
SFGTH,0.5175518020621002,0,49.06760291424133,15.599188489606139,S-Formylglutathione Hydralase,Tyrosine metabolism,2098.1,NA,"PMID:4436331,PMID:8460164"
SIAASE2ly,-0.8719122566412071,0,0.11638045567559312,1.7008184834858868,"Sialidase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASE3ly,-0.6897159176063123,0,0.08000809293662701,0.4357005590793211,"Sialidase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASE4ly,-0.777871336885329,0,0.04649709025598076,0.3721529804192949,"Sialidase, Lysosomal",Keratan sulfate degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
SIAASEly,-1,0,NA,0.7580147451895698,"Sialidase, Lysosomal",N-glycan degradation,5476.1 and 2720.1 and 2588.1 and 4758.1,NA,"PMID:11550799,PMID:1755850,PMID:1794986,PMID:1953646,PMID:2111707,PMID:3143362,PMID:39554,PMID:7213753,PMID:7575473,PMID:8985184,PMID:9020182,PMID:9054950"
sink_pre_prot[r],0.9229826068358818,0,-4.189880064375326,-104.61359645545483,Glycophosphatidylinositol (Gpi)-Anchored Protein Precursor Sink,Exchange/demand reaction,NA,NA,NA
SLCBK1,-1,0,NA,5.801498740014562,Sphingolipid Long Chain Base Kinase (Sphinganine),Sphingolipid metabolism,56848.1 or 8877.1,NA,PMID:10751414
SLDt,0.5045498506234156,0,101.27539748103618,33.350115178544165,L-Sulfolactate Transport (Cytosol to Extracellular),Methionine and cysteine metabolism,NA,NA,PMID:15758220
SLDx,-0.5045498506234156,0,-101.27539748103618,-33.350115178544165,L-Sulfolactate Dehydrogenase (NAD+),Methionine and cysteine metabolism,4190.1 or 130752.1,NA,"PMID:15758220,PMID:3346220"
SMPD3g,0.9622752109747582,0,75.75251594461724,1.4563439756864467,"Sphingomyelin Phosphodiesterase 3, Neutral Membrane (Neutral Sphingomyelinase Ii)",Sphingolipid metabolism,55512.1 or 55512.2 or 339221.1 or 55627.1,NA,NA
SMPD3l,0.3823878761257998,0,3.941555469644643,1.76097641408544,"Sphingomyelin Phosphodiesterase 3, Neutral Membrane (Neutral Sphingomyelinase Ii)",Sphingolipid metabolism,55512.1 or 55512.2 or 6609.1,NA,PMID:10823942
SMS,0.7765796980530494,0,54.709570759439465,6.880202915668487,Sphingomyelin Synthase (Homo Sapiens),Sphingolipid metabolism,259230.1,NA,PMID:14685263
