Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,rxnNames,subSystem,geneRules,kegg,source
10FTHF7GLUtm,0.3835059673462221,0,1.730428474890406,0.7710836482696187,"7-Glutamyl-10Fthf Transport, Mitochondrial","Transport, mitochondrial",NA,NA,PMID:11375437
10FTHFtm,0.37513430344023235,0,114.19940270525217,51.892596337393535,10-Formyltetrahydrofolate Mitochondrial Transport via Diffusion,"Transport, mitochondrial",NA,NA,PMID:11375437
13DAMPPOX,-0.5758407068746195,0,1.1528867546799855,4.283216017865871,"1, 3-Diaminopropane:Oxygen Oxidoreductase (Deaminating)",Beta-Alanine metabolism,8639.1 or 26.1 or 314.2 or 314.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
25HVITD2tin_m,-0.5150787217872878,0,2.6586982448022254,8.306785697669687,25-Hydroxyvitamin D2 Transport in Mitochondria,"Transport, mitochondrial",NA,NA,NA
2AMACSULT,-0.358445747269476,0,0.27407573711402367,0.580335985503441,2-Aminoacrylate Sulfotransferase,Methionine and cysteine metabolism,6818.1,NA,"PMID:3346220,PMID:6351723"
2HBO,-1.4306754189376387,0,-292.0768908002496,51.751186656743684,2-Hydroxybutyrate:NAD+ Oxidoreductase,Propanoate metabolism,92483.1 or 3948.2 or 55293.1 or (3945.1 and 3939.1) or 3939.1 or 160287.1 or 3945.1 or 3948.1,NA,"PMID:10108,PMID:21765"
2HBt2,-0.5716484410005244,0,-298.51071640921197,-81.35886335403025,2-Hydroxybutyrate Symport with Proton,"Transport, extracellular",9123.1 or 9194.1 or 6566.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
34DHOXPEGOX,-1.1803160994493944,0,-16.225477089839615,196.1925143026568,"3, 4-Dihydroxyphenylethyleneglycol:NAD+ Oxidoreductase",Tyrosine metabolism,130.1 or 127.1 or (125.1 and 124.1) or 131.1 or (126.1 and 124.1) or 128.1 or 137872.1 or (125.1 and 126.1),NA,PMID:3466164
34DHOXPEGt,-1.1803160994493944,0,-16.225477089839615,196.1925143026568,"3, 4-Dihydroxyphenylethyleneglycol Transport (Diffusion)","Transport, extracellular",NA,NA,PMID:7473774
34DHPHAMT,0.8477669986524898,0,279.77285373774765,23.04980078717453,"3, 4-Dihydroxyphenylacetate:Amet O-Methyltransferase",Tyrosine metabolism,1312.1 or 1312.2,NA,PMID:1847521
34DHXMANDACOX_NADP_,1.1800323711596952,0,16.225477089839615,-196.47613962704557,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase",Tyrosine metabolism,221.1 or 222.1,NA,"PMID:10424772,PMID:12616643"
34HPPOR,-0.4675984826904431,0,7.450441548703454,20.537613730904273,4-Hydroxyphenylpyruvate:Oxygen Oxidoreductase,Tyrosine metabolism,3242.1,NA,NA
3DPHBH1,-0.41347674442804194,0,0.05876735495832509,0.14162488661108072,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),Ubiquinone synthesis,NA,NA,PMID:11051212
3DSPHR,-0.7110864968690682,0,3.578115295508728,21.191341699287204,3-Dehydrosphinganine Reductase,Sphingolipid metabolism,2531.1,NA,NA
3HBCOAHLm,0.8963733528090142,0,269.2740621765077,14.714385327929026,"3-Hydroxyisobutyryl Coenzyme A Hydrolase, Mitochondrial","Valine, leucine, and isoleucine metabolism",NA,NA,PMID:8824301
3HKYNAKGAT,-1,0,0,186.41189475364686,3-Hydroxy-L-Kynurenine:2-Oxoglutarate Aminotransferase,Tryptophan metabolism,51166.1 or 883.1 or 51166.2,NA,PMID:13357462
3MOBt2im,1,0,653.0928168834686,NA,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",NA,NA,PMID:8428987
3MOPt2im,-0.48466194030881765,0,329.8886448286772,950.391895779419,3-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",NA,NA,PMID:8428987
3SALAASPm,0.5191011883116963,0,-23.93076791519765,-75.59440176107287,Cysteinesulfinate-Aspartate Mitochondrial Shuttle,"Transport, mitochondrial",10165.1 or 8604.1,NA,PMID:14598172
3SALATAi,0.6499515600205786,0,22.78559110033894,4.8341180504615275,3-Sulfino-Alanine Transaminase (Irreversible),Methionine and cysteine metabolism,2805.1,NA,PMID:3346220
3SPYRSP,0.6499515600205786,0,22.78559110033894,4.8341180504615275,3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),Methionine and cysteine metabolism,NA,NA,PMID:3346220
42A12BOOX,1,0,1.1402082001181115,NA,"4- (2-Aminoethyl)-1, 2-Benzenediol:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)",Tyrosine metabolism,4129.1 or 8639.1 or 26.1 or 314.2 or 314.1 or 4128.1,NA,"PMID:15035803,PMID:8920635,PMID:9653080"
4ABUTtm,1,0,NA,-804.32976506958,4-Aminobutanoate Mitochondrial Transport via Diffusion,"Transport, mitochondrial",NA,NA,PMID:10407778
4HBZCOAFm,-0.5421240168927691,0,0.042050207038574226,0.14162488661108072,4-Hydroxybenzoyl Coenzyme A Formation,Ubiquinone synthesis,NA,NA,"PMID:11583838,PMID:12232327"
4HBZFm,-0.5421240168927691,0,0.042050207038574226,0.14162488661108072,4-Hydroxybenzoate Formation,Ubiquinone synthesis,NA,NA,"PMID:11583838,PMID:12232327"
4MPTNLte,-0.4829007570149989,0,1.3053343249956146,3.7433457599353046,4-Methylpentanal Transport,"Transport, extracellular",NA,NA,PMID:8428987
4MPTNLtm,0.4829007570149989,0,-1.3053343249956146,-3.7433457599353046,"4-Methylpentanal Transport, Mitochondrial","Transport, mitochondrial",NA,NA,PMID:8428987
4NPHSFte,0.3710936733914574,0,-0.19317947590479834,-0.42115518008934066,Transport of Xenobiotic,"Transport, extracellular",NA,NA,PMID:9344226
4NPHSULT,-0.3710936733914574,0,0.19317947590479834,0.42115518008934066,4-Nitrophenol Sulfotransferase,Cytochrome metabolism,6799.1 or 6817.3 or 6799.2 or 6818.2 or 6817.2 or 6818.1 or 6817.1 or 6817.4 or 6818.3 or 6817.5,NA,"PMID:11535246,PMID:15293241"
4NPHte,-0.3710936733914574,0,0.19317947590479834,0.42115518008934066,Transport of Xenobiotic,"Transport, extracellular",NA,NA,"PMID:8385949,PMID:9219629"
5FTHFt2,-0.8432235362966499,0,6.244968856432138,73.42220450510979,5-Formyltetrahydrofolate Transport via Anion Exchange,"Transport, extracellular",6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
5HOXINDACTO2OX,1,0,67.17540911035296,NA,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,Tryptophan metabolism,316.1,NA,PMID:11306106
7DHFtl,-0.37779889513890114,0,0.41950611958697265,0.9289521724651567,"7-Glutamyl-Dhf Transport, Lysosomal","Transport, lysosomal",NA,NA,PMID:11375437
7THFtl,-0.37658634516225875,0,0.28436039227621884,0.6279083399517611,"7-Glutamyl-Thf Transport, Lysosomal","Transport, lysosomal",NA,NA,PMID:11375437
A4GALTc,-0.9123512932563821,0,3.0383133463149163,66.29102325650156,Lactosylceramide 4-Alpha-Galactosyltransferase,Sphingolipid metabolism,53947.1,NA,PMID:10748143
A4GALTg,-0.42361669386123085,0,0.5235574963028193,1.2931415327171796,Lactosylceramide 4-Alpha-Galactosyltransferase,Sphingolipid metabolism,53947.1,NA,"PMID:10747952,PMID:10748143"
ABTArm,1,0,NA,-804.32976506958,"4-Aminobutyrate Transaminase, Reversible, Mitochondrial",Glutamate metabolism,18.1 or 18.2,NA,"PMID:10407778,PMID:7721088"
ABUTt2rL,0.7921840173229788,0,513.8669938678264,59.58638915631175,"4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal","Transport, lysosomal",206358.1,NA,"PMID:11390972,PMID:11959859"
ACACT1x,0.4109956943084266,0,340.26761593170164,142.04089472392798,Acetyl Coenzyme A C-Acetyltransferase,Cholesterol metabolism,39.1,NA,PMID:11108725
ACACT4p,-0.41684221074357003,0,13.480416347061842,32.75206685186922,"Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal",Fatty acid oxidation,30.1,NA,PMID:1679347
ACACtx,0.7891316069793456,0,-7.990888952894468,-67.79940696036518,Acetoacetate Intracellular Transport Unknown Mechanism,"Transport, peroxisomal",NA,NA,NA
ACALDtm,0.9970300556409929,0,-0.4464568763773219,-300.20353680000306,Acetaldehyde Mitochondrial Diffusion,"Transport, mitochondrial",NA,NA,PMID:9028626
ACALDtx,-0.7687070201220139,0,20.832537953029014,159.30728266771604,Acetaldehyde Peroxisomal Diffusion,"Transport, peroxisomal",NA,NA,NA
ACCOAgt,-0.8412804832525278,0,7.279621353662177,84.44975765199959,Acetyl Coenzyme A Transport,"Transport, extracellular",9197.1,NA,PMID:12739170
ACCOALm,-0.6145644477598124,0,0.20054384557465765,0.8400651195769898,Acetate Coenzyme A Ligase (AMP-Forming),Propanoate metabolism,84532.1 or 79611.1,NA,PMID:11150295
ACCOAtr,-0.531393742665837,0,-639.3336169232368,-195.63599162471294,Acetyl Coenzyme A Transport,"Transport, endoplasmic reticular",9197.1,NA,NA
ACETONEt2,-2.164775090782385,0,-13.363286401935468,36.30898039502951,Acetone Transport via Proton Symport,"Transport, extracellular",6566.1 or 9123.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACETONEt2m,-2.164775090782385,0,-13.363286401935468,36.30898039502951,Acetone Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",6566.1,NA,NA
ACGAMPM,0.3574717944661907,0,127.84387248928547,60.51197108764649,Phosphoacetylglucosamine Mutase,Aminosugar metabolism,5238.1,NA,PMID:11004509
ACGAMtly,-0.38552134269137744,0,11.790043523283304,26.584091633576154,N-Acetyl-Glucosamine Lysosomal Efflux,"Transport, lysosomal",NA,NA,"PMID:2784441,PMID:3753439"
ACGPID,0.8944552624026433,0,94.24617433198691,5.250684952469543,N-Acetylglucosaminylphosphatidylinositol Deacetylase,Phosphatidylinositol phosphate metabolism,9487.1,NA,"PMID:10085243,PMID:14742432"
ACNAM9PL2,-0.3781864353160464,0,1.1761803145499252,2.6068838749478935,N-Acetylneuraminate 9-Phosphate Pyruvate-Lyase (Pyruvate-Phosphorylating),Aminosugar metabolism,54187.1,NA,PMID:10749855
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,1,0,NA,-0.6765472104988941,Blood Group Intracellular Transport,"Transport, extracellular",NA,NA,NA
ACNMLr,2.7098678878700633,0,3.853559289373293,-8.360994415456126,N-Acetylneuraminate Lyase (Reversible),Aminosugar metabolism,NA,NA,NA
ACOAD10m,0.4899020511263705,0,48.35300667906776,16.5546248561902,"Acyl Coenzyme A Dehydrogenase (2-Methylbutanoyl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",36.1 or 34.1,NA,PMID:11013134
ACOAD1fm,-0.689317179920571,0,7.834643835779245,42.600355008226636,"Acyl Coenzyme A Dehydrogenase (Butanoyl Coenzyme A), Mitochondrial",Butanoate metabolism,80724.1 or 36.1 or 35.1 or 34.1 or 84129.1 or 27034.1 or 28976.1,NA,PMID:2565344
ACOAD9m,0.9512522771430514,0,570.8844177732468,14.262284639947861,"Acyl Coenzyme A Dehydrogenase (Isobutyryl Coenzyme A), Mitochondrial","Valine, leucine, and isoleucine metabolism",34.1 or 27034.1,NA,PMID:11013134
ACONTm,-0.675203301762964,0,3.8122240599919106,19.662300654602053,Aconitate Hydratase,Citric acid cycle,50.1 or 48.1,NA,"PMID:10419470,PMID:17244191,PMID:17244192"
ACS2,-0.6998573216198158,0,0.17960213444388357,1.0171762471789094,Acetyl Coenzyme A Synthase (Propionate),Propanoate metabolism,55902.1 or 65985.1 or 55902.2,NA,"PMID:10843999,PMID:12623130"
ACt2m,1,0,NA,-300.20353680000306,Acetate Mitochondrial Transport via Proton Symport,"Transport, mitochondrial",NA,NA,"PMID:10198029,PMID:15755952"
ADA,0.39428028563037615,0,12.257646428470883,5.325111579082824,Adenosine Deaminase,Purine catabolism,100.1,NA,"PMID:12381379,PMID:15016824"
ADEt,-0.8950264159638964,0,-823.7134277702331,-45.628994932887984,"Adenine Reversible Transport, Cytosol","Transport, extracellular",3177.1,NA,"PMID:12006583,PMID:12838422"
ADK1m,0.8669025723369584,0,81.80735242820381,5.832306588172913,"Adenylate Kinase, Mitochondrial",Nucleotide interconversion,205.3 or 205.1 or 204.1 or 204.3 or 204.2 or 205.2,NA,"PMID:11485571,PMID:195572,PMID:8843353,PMID:9434148"
ADK3,1.1210036994006656,0,342.36074869335295,-19.53175146897824,Adentylate Kinase (GTP),Nucleotide interconversion,26289.1 or 26289.2,NA,PMID:9434148
ADK3m,-1.2654883147215201,0,-71.94541666025147,8.431148065054417,Adentylate Kinase (GTP),Nucleotide interconversion,50808.1,NA,PMID:11485571
ADMDC,-0.34048645817877876,0,60.31096216708869,122.58433366123438,Adenosylmethionine Decarboxylase,Arginine and proline metabolism,262.1,NA,PMID:2460457
ADNCYC,-0.4846122974368195,0,0.8207128142526257,2.3641238055230116,Adenylate Cyclase,Nucleotide interconversion,112.1 or 55811.1 or 109.1 or 112.2 or 114.1 or 108.1 or 113.1 or 107.1 or 196883.1 or 115.1 or 111.1,NA,"PMID:10481931,PMID:11299302,PMID:11423534,PMID:11840511,PMID:12503609,PMID:12609998,PMID:12623444,PMID:1427768,PMID:14996950,PMID:15547246,PMID:7860067,PMID:7959689,PMID:8076676"
ADNK1m,0.46667144847356473,0,7.091783883624317,2.5787989739135138,"Adenosine Kinase, Mitochondrial",Nucleotide interconversion,NA,NA,NA
ADNtl,0.4529885238996986,0,2.317303920595231,0.8724032002508204,Adenosine Faciliated Transport from Lysosome,"Transport, lysosomal",55315.1,NA,"PMID:12838422,PMID:15701636,PMID:2925670"
ADNtm,0.9024469417436276,0,6.32300545265238,0.3242290261785816,Adenosine Faciliated Transport in Mitochondria,"Transport, mitochondrial",2030.1,NA,"PMID:10722669,PMID:12838422,PMID:14607828"
ADRNCRNt,0.9479096086636873,0,80.54388764637118,2.153879527359444,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,788.1 or 788.1,NA,NA
AG13T1g,-0.3640603747242017,0,0.025346690384699132,0.054367450320738496,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",Keratan sulfate synthesis,11041.1 or 10678.1 or 93010.1 or 374907.2 or 374907.1 or 146712.1 or 10331.1 or 10678.2 or 79369.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T2g,-0.3640603747242017,0,0.025346690384699132,0.054367450320738496,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",Keratan sulfate synthesis,79369.1 or 374907.1 or 11041.1 or 146712.1 or 374907.2 or 93010.1 or 10331.1 or 10678.1 or 10678.2,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AG13T3g,-0.3640603747242017,0,0.025346690384699132,0.054367450320738496,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase, Golgi Apparatus",Keratan sulfate synthesis,10331.1 or 11041.1 or 374907.2 or 10678.1 or 79369.1 or 374907.1 or 10678.2 or 93010.1 or 146712.1,NA,"PMID:10747980,PMID:11042166,PMID:12061784,PMID:12512857,PMID:15560372,PMID:15620693,PMID:9405606"
AGMTm,-1,0,NA,5.588899424341245,"Agmatinase, Mitochondrial",Arginine and proline metabolism,79814.1,NA,"PMID:11804860,PMID:11914032,PMID:15028567,PMID:15465778"
AGPAT1,-0.48361481945529033,0,1.7109599205464598,4.915721033936593,1-Acylglycerol-3-Phosphate O-Acyltransferase 1,Triacylglycerol synthesis,10555.1 or 137964.1 or 56895.1 or 56894.2 or 56894.1 or 55326.1 or 10554.1 or 129642.1,NA,NA
AGTix,-1,0,NA,40.890506159064174,"Alanine-Glyoxylate Transaminase (Irreversible),, Peroxisomal",Alanine and aspartate metabolism,189.1,NA,"PMID:1703535,PMID:9038835,PMID:9783918"
AHANDROSTANGLCte,-0.45342910905310074,0,0.49040591799826044,1.304076467072278,Glucuronidated Compound Transport,"Transport, extracellular",4363.1,NA,NA
AHANDROSTANGLCtr,0.45342910905310074,0,-0.49040591799826044,-1.304076467072278,Glucuronidated Compound Transport,"Transport, endoplasmic reticular",NA,NA,NA
AHCYStr,1,0,877.7081689373016,NA,S-Adenosyl-L-Homocysteine Intracellular Diffusion,"Transport, endoplasmic reticular",NA,NA,NA
AHEXASE2ly,-0.3667731074463709,0,0.12093742408469826,0.2610344267853463,"Beta-N-Acetylhexosaminidase, Lysosomal",N-glycan degradation,3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AHEXASEly,-0.36926464334198816,0,0.0688526143284433,0.14947227772537436,"Beta-N-Acetylhexosaminidase, Lysosomal",N-glycan degradation,3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724"
AKGMALtm,-12.224130572723592,0,-13.671891971062868,16.10805250616707,Alpha-Ketoglutarate/Malate Transporter,"Transport, mitochondrial",8402.1 or 1468.1,NA,PMID:14598172
AKR1D,1,0,30.593921046282862,NA,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",Bile acid synthesis,6718.1,NA,NA
AKR1D2,1,0,3.873999476946797,NA,"Aldo-Keto Reductase Family 1, Member D1 (Delta 4-3-Ketosteroid-5-Beta-Reductase)",Bile acid synthesis,6718.1,NA,NA
ALAASNNaEx,-0.9030841807947472,0,1.3354687229320406,26.223886063178256,L-Alanine/L-Asparagine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALACYSNaEx,-0.9224330495562797,0,1.732902345984336,42.94855892254049,L-Alanine/L-Cysteine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALADGLNexR,-1,0,-700.2485725259304,NA,L-Alanine/Glutamine Reversible Antiport,"Transport, extracellular",56301.1 and 6520.1,NA,"PMID:10734121,PMID:10863037,PMID:14770310"
ALAGLNNaEx,-0.896171503917783,0,5.185649857247621,94.70311002888903,L-Alanine/L-Glutamine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6510.1,NA,PMID:14530974
ALASERNaEx,-0.9767137305851257,0,0.056426096806675194,4.7898715905877705,L-Alanine/L-Serine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALAt4,-0.9800591588153954,0,0.5135110686521978,50.98993995413184,Alanine-Sodium Symporter,"Transport, extracellular",54407.1 or 6542.1 or 11254.1 or 6541.1 or 81539.1 or 55089.1 or 84889.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754,PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
ALATHRNaEx,-0.9284366167215081,0,1.208243974532932,32.55885643856526,L-Alanine/L-Threonine Na-Dependent Exchange (Ala-L In),"Transport, extracellular",6509.1 or 6510.1,NA,PMID:14530974
ALCD21_D,-0.8481043545647384,0,78.72308504619599,957.8186119934082,"Alcohol Dehydrogenase (D-1, 2-Propanediol)",Pyruvate metabolism,127.1 or 284273.2 or 125.1 or 128.1 or 131.1 or (125.1 and 124.1) or 124.1 or 130.1 or 137872.1 or (125.1 and 126.1) or (126.1 and 124.1) or 284273.1 or 126.1,NA,"PMID:15987839,PMID:2296157"
ALCD21_L,0.44776381334986387,0,24.45983927562833,9.329980652295799,"Alcohol Dehydrogenase (L-1, 2-Propanediol)",Pyruvate metabolism,130.1 or 125.1 or 125.1 and 124.1 or 128.1 or 126.1 or 284273.2 or 137872.1 or 127.1 or 124.1 or (126.1 and 124.1) or 284273.1 or (125.1 and 126.1) or 131.1,NA,"PMID:15987839,PMID:2296157"
ALCD22_D,-0.8659099878792118,0,30.545079502248765,425.04559454040526,Alcohol Dehydrogenase (D-Lactaldehyde),Pyruvate metabolism,126.1 or 137872.1 or (126.1 and 124.1) or 127.1 or 130.1 or 284273.1 or (125.1 and 124.1) or 128.1 or 124.1 or 125.1 or 284273.2 or 131.1 or (125.1 and 126.1),NA,"PMID:15987839,PMID:2296157"
ALCD2if,-0.3353726500976402,0,70.37172621937394,141.39123005894422,"Alcohol Dehydrogenase, Forward Rxn (Ethanol -> Acetaldehyde)",Glycolysis/gluconeogenesis,(125.1 and 126.1) or 137872.1 or (125.1 and 124.1) or 127.1 or 130.1 or 284273.1 or 126.1 or 124.1 or 128.1 or 125.1 or 126.1 or 284273.2 or 131.1 or (126.1 and 124.1),NA,"PMID:11762128,PMID:12592711"
ALCD2yf,-0.43147247551916923,0,77.66385251182913,195.54667527308465,"Alcohol Dehydrogenase (Ethanol, NADP), Forward Reaction",Glycolysis/gluconeogenesis,10327.1 or 10327.2,NA,"PMID:11003211,PMID:14576493,PMID:19382904,PMID:19382905"
ALDD20x,-0.42046599226717996,0,1.1928715351649377,2.9237860526495876,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD)",Tryptophan metabolism,216.1 or 8854.2 or 501.1 or 8854.1 or 223.1 or 224.1 or 8854.3,NA,"PMID:18983992,PMID:18983993,PMID:9884322"
ALDD20xm,-0.7795740882795089,0,0.7924458937340214,6.3976878573185765,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial",Tryptophan metabolism,219.1 or 8659.1 or 217.1 or 8659.2,NA,"PMID:18983992,PMID:18983993,PMID:6377948"
ALDD21,-0.4914681179782019,0,0.15260913974778567,0.4475858338340049,"Aldehyde Dehydrogenase (Pristanal, NAD)",Fatty acid oxidation,224.1,NA,"PMID:11591435,PMID:8528251"
ALDD2xm,-0.9970300556409929,0,0.4464568763773219,300.20353680000306,"Aldehyde Dehydrogenase (Acetylaldehyde, NAD), Mitochondrial",Glycolysis/gluconeogenesis,219.1 or 217.1,NA,"PMID:18983992,PMID:18983993,PMID:19382904,PMID:19382905"
ALOX52,0.33792886547122325,0,806.3232489862442,399.0072731297493,Arachidonate 5-Lipoxygenase,Eicosanoid metabolism,240.1,NA,PMID:11160764
ALR2,0.44776381334986387,0,24.45983927562833,9.329980652295799,Aldose Reductase (Methylglyoxal),Pyruvate metabolism,10327.2 or 8574.1 or 10327.1 or 231.1,NA,"PMID:12071861,PMID:1537826,PMID:9823300"
ALR3,0.44776381334986387,0,24.45983927562833,9.329980652295799,Aldose Reductase (Acetol),Pyruvate metabolism,10327.2 or 8574.1 or 10327.1 or 231.1,NA,"PMID:12071861,PMID:1537826,PMID:9823300"
AMACR2p,0.6417232061626353,0,591.7157713363647,129.1314081579685,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid synthesis,23600.1 or 23600.2,NA,NA
AMETr,-1,0,-877.7081689373016,NA,S-Adenosyl-L-Methionine Intracellular Diffusion,"Transport, endoplasmic reticular",NA,NA,NA
AMETt2m,-0.9011112194307883,0,0.6747430900871754,12.971761320287781,"S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial","Transport, mitochondrial",115286.3 or 115286.2 or 115286.1,NA,PMID:14674884
AMPDA,-0.9684866818081643,0,14.640704082968877,914.5349538940429,Adenosine Monophosphate Deaminase,Nucleotide interconversion,271.2 or 270.1 or 271.1 or 272.1 or 271.3,NA,"PMID:1400401,PMID:2345176"
AMY1e,1,0,4.527420949853046,NA,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",Starch and sucrose metabolism,6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
AMY2e,1,0,0.6326623742908725,NA,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",Starch and sucrose metabolism,6520.1 or 280.1 or 278.1 or 276.1 or 277.1 or (6519.1 and 11136.1) or 276.2 or 279.1,NA,NA
ANDRSTRNGLCte,-0.4039948696762522,0,0.47201441163148555,1.1119129326686852,Glucuronidated Compound Transport,"Transport, extracellular",4363.1,NA,NA
ANDRSTRNGLCtr,0.4039948696762522,0,-0.47201441163148555,-1.1119129326686852,"Glucuronidated Compound Transport, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
ANDRSTRNte,1,0,780.7516158099174,NA,Androsterone Transport,"Transport, extracellular",NA,NA,NA
ANDRSTRNtr,-1.003326960976164,0,-0.8694073731911718,523.5129727291107,Androsterone Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
APOCF,-0.4222414813238774,0,0.31449217578487476,0.7741708750187827,Apocarboxylase Formation,Biotin metabolism,NA,NA,PMID:10191093
APOCFm,-0.3868598109530921,0,0.8317707973431483,1.881379676893712,"Apocarboxylase Formation, Mitochondrial",Biotin metabolism,NA,NA,NA
APOC_LYS_BTNP,-0.4222414813238774,0,0.31449217578487476,0.7741708750187827,Proteolysis of ApoC-Lys-Biotin,Biotin metabolism,NA,NA,NA
APOC_LYS_BTNPm,-0.3868598109530921,0,0.8317707973431483,1.881379676893712,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",Biotin metabolism,NA,NA,NA
APRTO2,-0.6390959330879925,0,1.377163487793647,6.254579205365944,N-Acetylputrescine: Oxygen Oxireductase (Deaminating),Arginine and proline metabolism,4128.1 or 4129.1,NA,PMID:4156831
ARACHCPT1,0.9825322331713467,0,325.9491253973961,2.871884363432246,Carnitine Transferase,Fatty acid oxidation,1375.3 or 1374.1 or 1375.2 or 1375.4 or 1375.1 or 126129.1,NA,NA
ARACHCPT2,0.9825322331713467,0,325.9491253973961,2.871884363432246,Carnitine Transferase,Fatty acid oxidation,1376.1,NA,NA
ARACHCRNt,-1,0,NA,2.871884363432246,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,788.1,NA,NA
ARACHDt2,-0.3345521868208339,0,3.253590020991862,6.525058151125163,Fatty Acid Transport via Diffusion,"Transport, extracellular",10998.1,NA,"PMID:11788354,PMID:12864740"
ARGLYSex,1,0,0.1476782546877861,NA,Arginine/Lysine Exchanger (Arg In),"Transport, extracellular",9057.1 and 6520.1,NA,PMID:14770310
ARGNm,-0.9520548630260903,0,1.9578998394552851,79.71461015965939,"Arginase, Mitochondrial",Urea cycle,384.1,NA,PMID:9144563
ARGtm,-0.5833693946618406,0,25.616007179624237,97.35146977196904,Arginine Mitochondrial Transport via Ornithine Carrier,"Transport, mitochondrial",83884.1 or 10166.1,NA,PMID:14598172
R_group_phosphotase_1,-0.47995256765051786,0,2.004264423058252,5.70374180246368,R Group Phosphotase 1,Miscellaneous,NA,NA,NA
R_group_phosphotase_2,-0.48361481945529033,0,1.7109599205464598,4.915721033936593,R Group Phosphotase 2,Miscellaneous,NA,NA,NA
R_group_phosphotase_3,-0.4909435323840221,0,0.6824407002081396,1.9987577271653805,R Group Phosphotase 3,Miscellaneous,NA,NA,NA
ARTPLM3m,-0.4968400320604448,0,0.4385727200043351,1.3047007832526691,R Group to Palmitate Conversion,R group synthesis,NA,NA,NA
ASAH1,-0.773692871305284,0,1.114915052205573,8.73819968294333,N-Acylsphingosine Amidohydrolase,Sphingolipid metabolism,427.1 or 427.2,NA,PMID:8955159
ASCBOX,-0.8342838167758153,0,4.306174951529503,47.664306962165234,Ascorbic Acid Oxidase,Vitamin C metabolism,NA,NA,NA
