Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,rxnNames,subSystem,geneRules,kegg,source
r0784,1,0,102.65056390672922,NA,Xylitol:NAD Oxidoreductase Pentose And Glucuronate Interconversions,Pentose phosphate pathway,NA,NA,PMID:13373783
r0788,0.9724142585228585,0,-6.772011545340204,-484.2071090232849,S-Adenosyl-L-Methionine:Methylethanolamine Phosphate N-Methyltransferase,Sphingolipid metabolism,NA,NA,PMID:2403362
r0789,0.9724142585228589,0,-6.772011545340071,-484.2071090232849,S-Adenosyl-L-Methionine:Phosphodimethylethanolamine N-Methyltransferase,Sphingolipid metabolism,NA,NA,PMID:2403362
r0791,-0.5407067203494617,0,-146.1663968177438,-43.57301936990088,Trans-Hex-2-Enoyl Coenzyme A Reductase,Fatty acid oxidation,55825.1 or 51102.1,NA,PMID:12654921
r0795,0.40221396518468083,0,16.67822623219751,7.1101921494449485,Spontaneous Reaction,Miscellaneous,NA,NA,"PMID:1119805,PMID:2383427"
r0797,-0.6471464517499969,0,-589.6983003051757,-126.32582697100639,Glycine N-Choloyltransferase,Bile acid synthesis,570.1,NA,"PMID:12810727,PMID:6884990"
r0812,-0.43195749226372715,0,3.8208716386600865,9.631894964623823,Mitochondrial Carrier (Mc) Tcdb:2.A.29.20.1,Purine catabolism,10478.1,NA,"PMID:14598172,PMID:18406340,PMID:9759482"
r0813,-0.42996318363288655,0,0.5460793059763331,1.3698646832436498,ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.9,"Transport, extracellular",8714.1,NA,"PMID:16847695,PMID:16983557"
r0819,1.3769860376706669,0,53.77801893261671,-339.0831154550344,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:17173541,PMID:18406340,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0821,-0.6707298825780407,0,-68.2999702418685,-13.460667374162375,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:17173541,PMID:18406340,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0822,-0.7947109785477549,0,-57.55640086930491,-6.583621181352437,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:17173541,PMID:18406340,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0826,-0.6810720640203418,0,52.49022209288301,276.6764401604414,Transport Reaction,"Transport, endoplasmic reticular",NA,NA,"PMID:10785372,PMID:1313850,PMID:1992775,PMID:3085711,PMID:7822436,PMID:8240303"
r0829,-1.0393328045198649,0,-0.8533803233519197,44.246183545452354,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0830,1.157752352255087,0,5.234181324201821,-71.59365234797598,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0835,-0.6634879982187096,0,30.56715106995851,151.10334453289994,Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.2,"Transport, mitochondrial",1468.1,NA,"PMID:10585886,PMID:14598172,PMID:4424886,PMID:4441366,PMID:5099217,PMID:8329439"
r0838,-1.0841695987460278,0,-35.284031921411305,873.6872665115357,Free Diffusion,"Transport, mitochondrial",NA,NA,PMID:3888072
r0840,-3.106637051908375,0,-4.748592682512333,9.256813667432963,Free Diffusion,"Transport, endoplasmic reticular",NA,NA,PMID:7419607
r0841,1,0,NA,-9.256813667432963,Free Diffusion,"Transport, endoplasmic reticular",NA,NA,PMID:16756494
r0842,-0.4702217823941387,0,9.0231006606834,25.04058999636173,Postulated Transport Reaction,"Transport, endoplasmic reticular",NA,NA,PMID:7050120
r0853,1,0,1.2613437795611158,NA,Facilitated Diffusion,Purine catabolism,NA,NA,PMID:8132483
r0859,-0.6215359043469587,0,1.114915052205573,4.776872649778588,Postulated Transport Reaction,Purine catabolism,NA,NA,"PMID:1459,PMID:14598172,PMID:18406340,PMID:8132483"
r0860,-0.7971395832347314,0,-19.939785462346112,-2.250795223051542,Utilized Transport,Purine catabolism,NA,NA,"PMID:1459,PMID:14598172,PMID:18406340,PMID:8132483"
r0870,0.5186764963398874,0,-0.4103767729246694,-1.294824696789794,Facilitated Diffusion,"Transport, extracellular",NA,NA,"PMID:14977409,PMID:17466261"
r0871,0.42530781399977774,0,-1.137302007112489,-2.8206498663171913,Diffusion,"Transport, extracellular",NA,NA,PMID:14977409
r0899,-0.48160818886251905,0,8.051488865648583,23.011844669584576,Amino Acid Transporter Atb0+ Facilitated Diffusion,"Transport, extracellular",NA,NA,"PMID:10721894,PMID:11787643,PMID:12269802,PMID:12504794,PMID:16955229,PMID:17401668,PMID:18599538,PMID:3132542,PMID:487087,PMID:551321,PMID:6418146,PMID:7731061,PMID:8010975,PMID:8382624,PMID:8654117,PMID:8899554,PMID:911815,PMID:917262"
r0907,-1,0,NA,5.588899424341245,Active Transport,"Transport, mitochondrial",NA,NA,PMID:1526979
r0915,0.9185570635970955,0,-8.583067507845163,-202.19193366313576,Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,"Transport, mitochondrial",6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r0917,0.48088727179033947,0,108.21557670567036,37.9340712345697,Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,"Transport, mitochondrial",6576.1,NA,PMID:14598172
r0927,-1,0,NA,36.30898039502951,Free Diffusion,"Transport, mitochondrial",NA,NA,PMID:4358819
r0942,-1.039580365945014,0,-183.08208188827038,3.5529150604248048,Neurotransmitter:Sodium Symporter (Nss) Tcdb:2.A.22.3.4,"Transport, extracellular",6535.1,NA,"PMID:11165387,PMID:12110547,PMID:12145274,PMID:15918910,PMID:3896131,PMID:9386672"
r0954,-0.6802618247111851,0,-547.5341863704681,-104.19065593448877,Mct 1 Transport Reaction,"Transport, peroxisomal",6566.1,NA,PMID:17180682
r0962,-0.38367398433633787,0,7.955701826215419,17.860835603731264,Facilitated Diffusion,"Transport, mitochondrial",NA,NA,"PMID:14739191,PMID:14977409,PMID:14998787,PMID:16109384,PMID:16171773,PMID:16750224"
r0970,-0.6568800012506248,0,4.772742982454621,23.046929434487595,Active Transport,"Transport, endoplasmic reticular",NA,NA,PMID:15975683
r0973,-0.5246263601432746,0,-1.0398728044422596,-0.3242290261787708,Facilitated Diffusion,"Transport, mitochondrial",NA,NA,PMID:15975683
r0987,0.9914250882118802,0,156.03243574898838,0.671862768302466,Vesicular Transport,"Transport, lysosomal",NA,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r0993,-0.3462483952351057,0,0.3207853966545401,0.6605824327059788,ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.2,"Transport, extracellular",1244.1,NA,"PMID:14716480,PMID:15209530,PMID:15297262"
r0995,-0.531393742665837,0,-639.3336169232368,-195.63599162471294,Mitochondrial Carrier (Mc) Tcdb:2.A.29.8.3,"Transport, endoplasmic reticular",788.1,NA,"PMID:14598172,PMID:1735445,PMID:18406340,PMID:1988962,PMID:2351134,PMID:2355017,PMID:6361812,PMID:7892212,PMID:8132483"
r1019,-0.6477907409129655,0,-599.5007903289795,-128.1411067201853,Postulated Transport Reaction,"Transport, peroxisomal",NA,NA,"PMID:10884298,PMID:6469982"
r1090,0.999999999583618,0,54.96920125419437,1.1444091796875002e-8,Tcdb:2.A.47.1.9 Tcdb:2.A.29.7.2,"Transport, extracellular",6576.1 or 284111.1,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r1106,-0.5186764963398874,0,0.4103767729246694,1.294824696789794,Postulated Transport Reaction,"Transport, extracellular",NA,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r1116,1,0,0.7391347726923181,NA,ATP Exporter (ATP-E) Tcdb:9.A.6.1.1,"Transport, extracellular",NA,NA,"PMID:10913128,PMID:11147574,PMID:11557556,PMID:12269403,PMID:14613890,PMID:15210701,PMID:15958381,PMID:17124168,PMID:179827,PMID:18697206,PMID:3031070,PMID:3244197,PMID:9305892"
r1135,1,0,0.8793799561708918,NA,Hydroxysteroid (17-Beta) Dehydrogenase 7,Miscellaneous,51478.1,NA,"PMID:10544267,PMID:12732193,PMID:12829805"
r1146,1,0,0.8793799561708918,NA,Biosynthesis of Steroids Enzyme Catalyzed,"Transport, mitochondrial",NA,NA,PMID:11108725
r1147,0.5732724104527609,0,243.14628913071752,65.94994559031744,Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,"Transport, peroxisomal",6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r1154,-0.3742087499607943,0,44.119973738546484,96.88542937561459,Ec:1.2.7.2,Propanoate metabolism,593.1 and 594.1 and 1738.1 and 1629.1,NA,"PMID:2649080,PMID:283398,PMID:3718468,PMID:9381974"
r1155,-0.42637873050297176,0,53.26646386651099,132.45351096363066,Tcdb:2.A.1.13.5 Tcdb:2.A.1.13.1,"Transport, mitochondrial",9194.1 or 6566.1,NA,"PMID:12107270,PMID:12739169,PMID:12829793,PMID:17245649,PMID:18375207,PMID:8476015,PMID:8557697,PMID:9786900"
r1164,-0.3715247070630756,0,9.345559107208686,20.39485936982008,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1165,-0.332267873810912,0,0.24291954365599028,0.48467625150933163,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1166,-0.5862642092960507,0,0.21322509381753588,0.8175056218149926,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1167,0.96171452654846,0,484.458452919054,9.454852368474008,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1168,-0.44736491745694223,0,0.23038208367231128,0.6033763618182042,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1170,-0.870729355953449,0,0.22177608353511605,3.2094141170065202,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1171,-0.5601774729533054,0,0.22028530409564992,0.7814155663659621,Sterol O-Acyltransferase,Miscellaneous,6646.1 or 8435.1,NA,"PMID:2760547,PMID:7822296,PMID:9242919"
r1172,-0.3715247070630756,0,9.345559107208686,20.39485936982008,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1174,-0.332267873810912,0,0.24291954365599028,0.48467625150933163,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1175,-0.5862642092960507,0,0.21322509381753588,0.8175056218149926,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1177,0.96171452654846,0,484.458452919054,9.454852368474008,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1179,-0.44736491745694223,0,0.23038208367231128,0.6033763618182042,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1182,-0.870729355953449,0,0.22177608353511605,3.2094141170065202,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1183,-0.5601774729533054,0,0.22028530409564992,0.7814155663659621,Sterol Esterase,Miscellaneous,3988.1 or 1056.1,NA,"PMID:11230747,PMID:8112342"
r1251,-0.332267873810912,0,0.24291954365599028,0.48467625150933163,Long-Chain-Fatty-Acid---Coa Ligase,Fatty acid oxidation,2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,PMID:8584017
r1253,-0.4174613308529093,0,0.6561881681404138,1.5966688622818077,Long-Chain-Fatty-Acid---Coa Ligase,Fatty acid oxidation,2182.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,PMID:8584017
r1292,-1,0,NA,20.388912204485386,Postulated Transport Reaction,"Transport, peroxisomal",NA,NA,PMID:8584017
r1298,0.8082963346671086,0,6.020140897470395,0.6382156805499329,Vesicular Transport,"Transport, lysosomal",NA,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r1375,-0.5205607619837063,0,0.24369138129566031,0.7728769842972222,Transport Reaction,Aminosugar metabolism,NA,NA,PMID:17267599
r1377,-0.9586704427952788,0,0.9243818925455213,43.80786084437519,S- (Hydroxymethyl)Glutathione Synthase,Miscellaneous,NA,NA,NA
r1378,-0.9586704427952788,0,0.9243818925455213,43.80786084437519,S- (Hydroxymethyl)Glutathione Dehydrogenase,Miscellaneous,128.1,NA,PMID:18288723
r1380,0.7118235461711401,6.396858351662458e-15,0.74713131334076055,0.1257756109878359,Delta24-Sterol Reductase,Cholesterol metabolism,1718.1,NA,"PMID:12162789,PMID:9291139,PMID:9638657"
r1384,-0.9922493827204453,0,-963.7412370513916,-3.7493245322080475,Guanosine Aminohydrolase,Nucleotide interconversion,NA,NA,"PMID:10348987,PMID:14725335"
r1411,-0.9022811502767072,0,2.396456341489595,46.65152873560786,D-Galactosyl-N-Acetyl-D-Galactosaminyl- (N-Acetylneuraminyl)-D- Galactosyl-D-Glucosylceramide Galactohydrolase,Miscellaneous,2720.1,NA,"PMID:12133002,PMID:4475632,PMID:5810070"
r1428,-0.9708283393769324,0,9.8270097670521,663.9097304225921,Free Diffusion,"Transport, peroxisomal",NA,NA,PMID:17045662
r1429,0.9708283393769324,0,-9.8270097670521,-663.9097304225921,Free Diffusion,"Transport, peroxisomal",NA,NA,PMID:17045662
r1435,-0.9077253098474191,0,7.410464059469791,153.2070150611043,Transport Reaction,"Transport, mitochondrial",NA,NA,"PMID:12930836,PMID:16288981,PMID:911815"
r1448,-0.6787974076411261,0,0.4851340759032402,2.535601668104756,Acyl-CoA Oxidase,Fatty acid oxidation,8310.1 or 51.1,NA,"PMID:17603022,PMID:1774065,PMID:3597357,PMID:6240978,PMID:7876265"
r1450,-0.4935477032221726,0,0.8011756997583851,2.3626985875364293,Acyl-CoA Oxidase,Fatty acid oxidation,8310.1 or 51.1,NA,"PMID:17603022,PMID:1774065,PMID:3597357,PMID:6240978,PMID:7876265"
r1451,0.3841410012400343,0,1.568311750849571,0.6978038391727467,Acyl-CoA Oxidase,Fatty acid oxidation,8310.1 or 51.1,NA,"PMID:17603022,PMID:1774065,PMID:3597357,PMID:6240978,PMID:7876265"
r1454,-0.5908944281208983,0,9.14649021936207,35.56808151013288,Tcdb:2.A.1.13.5 Tcdb:2.A.1.13.1,"Transport, mitochondrial",9194.1 or 6566.1,NA,"PMID:17603022,PMID:6240978,PMID:7876265"
r1455,-0.824508506007562,0,2.0245097662122156,21.047944859986963,Transport Reaction,"Transport, mitochondrial",NA,NA,"PMID:17603022,PMID:6240978,PMID:7876265"
r1459,1.0528501476633092,0,266.3575405424118,-6.857312680580095,Transport Reaction,"Transport, nuclear",NA,NA,NA
r1467,-0.9782942624385496,0,0.5073706275453107,46.24253834089339,Postulated Transport Reaction,"Transport, mitochondrial",NA,NA,NA
r1472,-0.8730386258787303,0,3.270887043988728,48.25481621225476,Long-Chain-Acyl Coenzyme A Dehydrogenase,Fatty acid oxidation,33.1,NA,NA
r1474,-0.8730386258787303,0,3.270887043988728,48.25481621225476,Long-Chain-Acyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3030.1 and 1962.1 and 1892.1,NA,NA
r1477,-0.8730386258787303,0,3.270887043988728,48.25481621225476,Long-Chain-Acyl Coenzyme A Dehydrogenase,Fatty acid oxidation,(3028.1 and 1962.1 and 3295.1) or (3033.1 and 1962.1 and 3295.1),NA,NA
r1514,-1,0,NA,0.38168853830199223,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1515,-1,0,NA,0.6094826127894702,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1516,-1,0,NA,0.38203297609480086,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1517,-1,0,NA,0.4007322576451415,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1518,-1,0,NA,0.6283721206568531,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1521,-1,0,NA,0.4814543912201087,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1522,-1,0,NA,0.5005449809523649,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1523,-1,0,NA,0.8318980223879111,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1525,-1,0,NA,0.4510616477034353,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1529,-0.3496764930867062,0,0.3777874652523091,0.7840572512194842,ATP-Binding Cassette (ABC) Tcdb:3.A.1.211.1,"Transport, extracellular",19.1,NA,PMID:16858612
r1530,-0.41159178497293647,0,0.4448321395082251,1.0671526633816029,ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.15,"Transport, extracellular",10057.1,NA,PMID:16858612
r1531,-0.653552941221166,0,0.45089375711249885,2.1520653137586545,ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.15,"Transport, extracellular",10057.1,NA,PMID:16858612
r1533,-0.5318174501079481,0,0.2772966123669292,0.907269589132315,ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.15,"Transport, extracellular",10057.1,NA,PMID:16858612
r1540,1,0,16.63485381617546,NA,Neurotransmitter:Sodium Symporter (Nss) Tcdb:2.A.22.3.3,"Transport, extracellular",6533.1,NA,PMID:12719981
r1666,0.7053682274726675,0,-0.03326456876322318,-0.1925397868083557,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1669,0.5077581826135984,0,-0.12240088100229168,-0.3749192436965372,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1670,1.0349255310485694,0,4.053115353000251,-0.0695638262652792,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1671,0.9952949743463176,0,-0.030820044271618097,-13.070083772266168,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1672,0.6083651196702988,0,36.68814031277528,8.933515944351257,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1673,0.7643701397816361,0,7.423851770812692,0.9914479482490808,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1674,-0.9505579953957429,0,0.3274776908606291,12.919464599680412,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1675,-0.9679561504855925,0,0.20066370449576063,12.32365578499242,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1676,-0.8646062901688691,0,1.9123063336983324,26.335776034137606,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1679,-0.8089152387043279,0,1.3159918233502657,12.457914734420553,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1680,-0.6504144619369793,0,5.029833815806359,23.746149559682234,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1681,-0.9636675916064028,0,0.1184546113873832,6.402148708058864,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1682,-0.9283180439622465,0,0.06060946755383629,1.6304567617749064,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1683,-0.8388669679277606,0,0.29490658472473735,3.365504703167174,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1684,-0.45845706804115627,0,0.38049539894798073,1.024731690146029,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1685,-0.9007770339961516,0,3.347224769099499,64.12152574113365,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1686,-0.9787597176381735,0,0.46455506666088475,43.27827836156078,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1687,-0.5780228965587619,0,0.6315360081374645,2.361688045903697,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1691,-0.6086383848791947,0,4.890630680269003,20.102268425379695,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1692,0.8395262467210455,0,2.0696254798144103,0.18054679525208195,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1693,-0.9262774221545327,0,0.17391892571067438,4.544280865816772,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1695,-0.5548093401216462,0,1.0138688008174301,3.540893426649179,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1696,-0.48998978148472977,0,0.7292221945606172,2.1304153894999995,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1698,-0.9987515679328998,0,0.01249453201876022,20.003864143838175,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1700,-0.5961742286844919,0,1.4876614692283678,5.880176716938615,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1702,0.7645685791843089,0,3.653905594570376,0.4875096359551884,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1705,-0.9212440367936855,0,0.4561048019521171,11.126632133339346,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1706,-0.960971120703372,0,0.4100733952917159,20.6037708493799,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1707,-0.9764012391626784,0,0.06702862930763513,5.613661960312538,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1708,0.8202602000314857,0,35.10874494376313,3.4667784271877258,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1711,-0.9444379591615156,0,0.1171711152143078,4.100496682659336,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1713,-0.9963635255999805,0,0.010713967981701718,5.881788936284371,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1715,-0.9988416488347946,0,0.03155989343834608,54.45950358773619,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1716,-0.9487267899971245,0,0.053939221266657116,2.050053146819213,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1717,0.4684385985694942,0,43.39479750596721,15.708521554483847,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1721,-0.33194060093598077,0,6.81098743324019,13.579377383968234,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1722,-0.9130950279912508,0,0.35343881095552643,7.780475803732871,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1723,0.8998637217485582,0,14.846715075235954,0.7825270701655419,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1728,0.5523095229319168,0,12.61452167205189,3.6380638924897415,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1730,-0.8208426902284387,0,0.5271035267471831,5.35715012072362,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1731,0.38945260388075337,0,4.32109172115531,1.8987558779444547,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1732,0.4273223763646572,0,1.5431711982420646,0.6191590836841118,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1735,-0.4474035555542218,0,0.43100113416700625,1.128911668381968,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1738,-0.5531910266627822,0,0.2386762696873833,0.8296830692252144,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1739,-0.7375697676876021,0,0.38114571057949215,2.5235936345869208,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1740,0.48970130111614374,0,2.492128578815097,0.8536811844547542,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1741,-0.9912538384833333,0,0.06662633017017507,15.168932730387152,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1743,-0.987394911011224,0,0.013448392471962143,2.1203552615818686,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1744,-0.9571975412735638,0,0.152369862069143,6.967308147224039,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1745,-0.450031825932294,0,0.873684555926593,2.3035340437047185,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1746,-0.5233141146380789,0,0.2853387977433391,0.9118386581265666,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
r1747,0.8147666267514435,0,10.12416211945409,1.0333740289563895,Y+Lat2 Utilized Transport,"Transport, extracellular",9057.1,NA,"PMID:14770309,PMID:14770310"
