GES1_ARID1A_KO_minus_GES1_ARID1A_KO,GES1_ARID1A_KO_minus_GES1_ARID1A_KO_Volasertib,GES1_ARID1A_KO_minus_GES1_WT_Volasertib,GES1_ARID1A_KO_minus_GES_W1,GES1_ARID1A_KO_minus_OVCAR3_ARID1A_KO,GES1_ARID1A_KO_minus_OVCAR3_WT,GES1_ARID1A_KO_Volasertib_minus_GES1_ARID1A_KO,GES1_ARID1A_KO_Volasertib_minus_GES1_ARID1A_KO_Volasertib,GES1_ARID1A_KO_Volasertib_minus_GES1_WT_Volasertib,GES1_ARID1A_KO_Volasertib_minus_GES_W1,GES1_ARID1A_KO_Volasertib_minus_OVCAR3_ARID1A_KO,GES1_ARID1A_KO_Volasertib_minus_OVCAR3_WT,GES1_WT_Volasertib_minus_GES1_ARID1A_KO,GES1_WT_Volasertib_minus_GES1_ARID1A_KO_Volasertib,GES1_WT_Volasertib_minus_GES1_WT_Volasertib,GES1_WT_Volasertib_minus_GES_W1,GES1_WT_Volasertib_minus_OVCAR3_ARID1A_KO,GES1_WT_Volasertib_minus_OVCAR3_WT,GES_W1_minus_GES1_ARID1A_KO,GES_W1_minus_GES1_ARID1A_KO_Volasertib,GES_W1_minus_GES1_WT_Volasertib,GES_W1_minus_GES_W1,GES_W1_minus_OVCAR3_ARID1A_KO,GES_W1_minus_OVCAR3_WT,OVCAR3_ARID1A_KO_minus_GES1_ARID1A_KO,OVCAR3_ARID1A_KO_minus_GES1_ARID1A_KO_Volasertib,OVCAR3_ARID1A_KO_minus_GES1_WT_Volasertib,OVCAR3_ARID1A_KO_minus_GES_W1,OVCAR3_ARID1A_KO_minus_OVCAR3_ARID1A_KO,OVCAR3_ARID1A_KO_minus_OVCAR3_WT,OVCAR3_WT_minus_GES1_ARID1A_KO,OVCAR3_WT_minus_GES1_ARID1A_KO_Volasertib,OVCAR3_WT_minus_GES1_WT_Volasertib,OVCAR3_WT_minus_GES_W1,OVCAR3_WT_minus_OVCAR3_ARID1A_KO,OVCAR3_WT_minus_OVCAR3_WT
0,365,639,415,335,334,377,0,667,447,382,421,592,608,0,252,471,330,696,716,580,0,543,383,656,691,839,583,0,515,587,662,630,355,447,0
