GES1_ARID1A_KO,GES1_ARID1A_KO_Volasertib,GES1_WT_Volasertib,GES_W1,OVCAR3_ARID1A_KO,OVCAR3_WT
354.239758807809,331.629704167354,376.239409941513,359.90742526645,352.526094040678,467.058957201446
