Reaction,fc,pval,Ges1_A_D,Ges1_P_D,subSystem,rxnNames,geneRules,kegg,source
NDPK3n,1.000181671763873,0,0.03221764532050729,-354.71193928887396,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:CDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK4m,-0.6467785918949599,0,18.228876418678368,84.98613830238581,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dTDP), Mitochondrial",4833.1,NA,PMID:9099850
NDPK4n,-1.1264869433921392,0,-4.7560290254192426,79.95792572513521,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dTDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK5n,1.0000000237967142,0,1.2554709130199626e-6,-105.51632664145976,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dGDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK6n,-0.33925291888556713,0,4.500670059309244,9.122303656195633,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dUDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK7m,-0.463146667728063,0,31.31245411624722,85.33934716338516,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Mitochondrial",4833.1,NA,PMID:9099850
NDPK7n,1.0173936877096734,0,1.2364630504436327,-143.41022988839634,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK8n,1.0001986953177366,0,0.02753219938352631,-277.15735787568093,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dADP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK9n,-1.2310891694776538,0,-58.26336210203478,562.5134075172424,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:IDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,NA
NICRNS,0.5653735596422078,0,77.00518404314816,21.38051254514605,NAD metabolism,Nicotinate D-Ribonucleoside Kinase,NA,NA,NA
NKCC2t,0.9961270560646124,0,-0.8259127075195313,-425.6779155421257,"Transport, extracellular",Na+-K+-Cl- Symport (NH4+),6557.1 or 6558.1,NA,"PMID:10617769,PMID:12657561,PMID:12739168,PMID:7629105,PMID:8640224"
NP1,1,0,73.08881425556987,NA,NAD metabolism,Nucleotide Phosphatase,4860.1,NA,NA
NRVNCCOAtx,-0.8914693086896431,0,0.4598645395048698,8.014504027628474,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
NTD7e,0.4682369717131571,0,466.2978938364029,168.88280630946085,Nucleotide interconversion,"5'-Nucleotidase (AMP), Extracellular",4907.1 or 30833.1,NA,PMID:14578500
NTD7l,-0.43242206010605216,0,7.2847311994705555,18.384804867529198,Purine catabolism,"5'-Nucleotidase (AMP), Lysosomal",53.1 or 55.1 or 51205.1 or 54.1,NA,NA
NTD9e,-0.7681238825450943,0,17.949070500792807,136.86696400766374,Nucleotide interconversion,"5'-Nucleotidase (GMP), Extracellular",4907.1 or 30833.1,NA,PMID:16325434
NTD9l,-0.5216276526822388,0,6.063881647155772,19.288259550620477,Purine catabolism,"5'-Nucleotidase (GMP), Lysosomal",53.1 or 55.1 or 51205.1 or 54.1,NA,NA
NTP3e,-0.7681238825450943,0,17.949070500792807,136.86696400766374,Nucleotide interconversion,Nucleoside-Triphosphatase (GTP),124583.1 or 953.1 or 377841.1 or 956.1,NA,"PMID:12234496,PMID:12600208"
O2ter,-0.379904236799142,0,-130.66468862671852,-58.717567246067794,"Transport, endoplasmic reticular","Transport of Oxygen, Endoplasmic Reticulum",NA,NA,NA
O2tm,-0.3778635775600927,0,362.26309540405276,802.3145835021973,"Transport, mitochondrial","Transport of Oxygen, (Diffusion)",NA,NA,PMID:2551143
O2tp,-1.4652121922847916,0,-418.4058248970032,78.95770257596351,"Transport, peroxisomal","Transport of Oxygen, Peroxisomal",NA,NA,NA
OCCOAtx,1.5597228214171526,0,10.50012980631662,-48.019163887262344,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
OCDCEAtr,-0.9950282694576243,0,-15.214418426318193,-0.03791524658203125,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
OCOAT1m,0.744951720196506,0,64.52590765067748,9.431333577075186,"Valine, leucine, and isoleucine metabolism",3-Oxoacid Coa-Transferase,5019.1 or 64064.1,NA,"PMID:10964512,PMID:11756565"
OCTAt,0.49615221213933675,0,14.60423518224894,4.918157076713074,"Transport, extracellular",Octanoate Transport via Diffusion,NA,NA,NA
OIVD2m,1,0,25.457174162142724,NA,"Valine, leucine, and isoleucine metabolism",2-Oxoisovalerate Dehydrogenase (Acylating,(1629.1) and (594.1 and 593.1) and (1738.1) or (1629.1) and (1738.1) and (594.2 and 593.1),NA,"PMID:1429740,PMID:2914958"
OIVD3m,-0.6044554264353136,0,15.287626804054668,62.011508746111396,"Valine, leucine, and isoleucine metabolism",2-Oxoisovalerate Dehydrogenase (Acylating,(1629.1) and (594.1 and 593.1) and (1738.1) or (1629.1) and (1738.1) and (594.2 and 593.1),NA,"PMID:1429740,PMID:2914958"
ORNt4m,0.3439389664248517,0,-19.023958835591003,-38.97051991563607,"Transport, mitochondrial",Ornithine Mitochondrial Transport Exchange with Citruline,10166.1 or 83884.1,NA,PMID:14598172
ORNtiDF,0.7070752265846197,0,799.6758243824005,137.21999828421772,"Transport, extracellular",Ornithine Transport via Diffusion (Extracellular to Cytosol),6542.1 or 6541.1 or 84889.1,NA,"PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
P45011A1m,-0.5326513104210894,0,8.562220148175909,28.079458063827296,Steroid metabolism,"Cytochrome P450 11A1, Mitochondrial [Precursor]",1583.1,NA,PMID:16232916
P45027A11m,1,0,9.974404913917393,NA,Bile acid synthesis,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",1593.1,NA,NA
P45027A12m,1,0,5.281225068850579,NA,Bile acid synthesis,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",1593.1,NA,NA
P45027A13m,1,0,5.281225068850579,NA,Bile acid synthesis,"5-Beta-Cholestane-3-Alpha, 7-Alpha, 12-Alpha-Triol 27-Hydroxylase",1593.1,NA,NA
P45027A14m,1,0,3.2462912445885808,NA,Bile acid synthesis,"5-Beta-Cytochrome P450, Family 27, Subfamily A, Polypeptide 1",1593.1,NA,NA
P45027A15m,1,0,3.7027043511447593,NA,Bile acid synthesis,"5-Beta-Cytochrome P450, Family 27, Subfamily A, Polypeptide 1",1593.1,NA,NA
P45027A16m,1,0,7.776357928491739,NA,Bile acid synthesis,Cytochrome P450 27,1593.1,NA,NA
P45027A1m,1,0,3.246291244588792,NA,Bile acid synthesis,Cytochrome P450 27,1593.1,NA,NA
P5CRxm,1,0,4.371940158486867,NA,Arginine and proline metabolism,"Pyrroline-5-Carboxylate Reductase, Mitochondrial",5831.1 or 5831.2,NA,NA
PA_HStg,-1,0,-4.366042864813273,NA,"Transport, golgi apparatus",Phosphatidate Scramblase,NA,NA,PMID:10856717
PAFH,0.8876674524858779,0,260.26493585014344,15.488015770015469,Glycerophospholipid metabolism,Platelet-Activating Factor Acetylhydrolase,(5051.1) or (5049.1 and 5050.1) or (5049.1 and 5050.1 and 5048.1),NA,"PMID:7669037,PMID:8028668,PMID:8955149"
PAFS,0.8876674524858779,0,260.26493585014344,15.488015770015469,Glycerophospholipid metabolism,Alkyl Glycerol Phosphocholine Acetyl Transferase,NA,NA,NA
PAIL_HStn,-0.8141521415871208,0,48.169458981280115,470.20572588920595,"Transport, nuclear",Phosphatidylinositol Nuclear Transport (Diffusion),NA,NA,NA
PCHOL_HSter,-1,0,-550.9572551879883,NA,"Transport, endoplasmic reticular",Phosphatidylcholine Scramblase,NA,NA,PMID:10856717
PCHOL_HStg,0.677900814412642,0,44.7557229584191,8.591557851008334,"Transport, golgi apparatus",Phosphatidylcholine Scramblase,NA,NA,PMID:10856717
PCHOLP_hs,1,0,21.15720146829579,NA,Glycerophospholipid metabolism,Choline Phosphatase,5338.1 or 5337.1,NA,"PMID:9395408,PMID:9582313"
PCHOLPg_hs,1,0,4.366042864813273,NA,Glycerophospholipid metabolism,Choline Phosphatase,5337.1,NA,"PMID:11481335,PMID:8530346"
PCHOLPm_hs,1,0,2.101284062741026,NA,Glycerophospholipid metabolism,Choline Phosphatase,5337.1,NA,"PMID:11481335,PMID:8530346"
PCHOLPr_hs,1,0,25.63635134869218,NA,Glycerophospholipid metabolism,Choline Phosphatase,5337.1,NA,"PMID:11481335,PMID:8530346"
PCm,-0.5123943473072767,0,61.28905963543132,190.09875466480256,Pyruvate metabolism,Pyruvate Carboxylase,5091.1 or 5091.2,NA,PMID:6548474
PCt,1,0,63.87876225968134,NA,"Transport, extracellular",Phosphatidylcholine Transporter,5244.1 or 5244.3 or 5244.2 or 19.1,NA,"PMID:11826283,PMID:7912658"
PEt,4.045024832557306,0,208.21871322865485,-125.67453549341485,"Transport, extracellular",Phosphatidylethanolamine Transport,NA,NA,"PMID:11591435,PMID:12814641,PMID:15599942,PMID:1679347,PMID:7487879,PMID:8188243"
PETHCT,-0.8058684182790959,0,10.123021966088936,94.16729366779327,Glycerophospholipid metabolism,Phosphoethanolamine Cytidyltransferase,5833.1,NA,NA
