Reaction,fc,pval,Ges1_A_D,Ges1_P_D,subSystem,rxnNames,geneRules,kegg,source
PEAR_HSPLA2,-1,0,NA,3.4587369619932162,Glycerophospholipid metabolism,Formation of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PE203_HSPLA2,-1,0,NA,2.6572410223158944,Glycerophospholipid metabolism,"Formation of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PE226_HSPLA2,-1,0,NA,3.291463938163318,Glycerophospholipid metabolism,"Formation of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PE224_HSPLA2,-1,0,NA,33.41856741445309,Glycerophospholipid metabolism,"Formation of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH203_HSPLA2,-1,0,NA,3.3686660038312586,Glycerophospholipid metabolism,"Formation of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH12_HSPLA2,-1,0,NA,1.974157470563536,Glycerophospholipid metabolism,Formation of 1-Didecanoylglycerophosphoethanolamine (C12:0 Pe) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH14_HSPLA2,-1,0,NA,2.379279123572939,Glycerophospholipid metabolism,Formation of 1-Myristoylglycerophosphoethanolamine (C14:0 Pe) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH161_HSPLA2,-1,0,NA,3.2760769421049134,Glycerophospholipid metabolism,"Formation of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH13_HSPLA2,-1,0,NA,1.6300077199251868,Glycerophospholipid metabolism,Formation of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH15_HSPLA2,-1,0,NA,4.353371641891552,Glycerophospholipid metabolism,Formation of 1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PEDH17_HSPLA2,-1,0,NA,1.8959692146080218,Glycerophospholipid metabolism,Formation of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
PCHOLN203_HSPLA2,-1,0,NA,2.1613362666930667,Glycerophospholipid metabolism,"Formation of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3 by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PAILAR_HSPLA2,-1,0,NA,2.142316511274859,Glycerophospholipid metabolism,Formation of 1-Arachidonoylglycerophosphoinositol by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 1464738
PCHOLN24_HSPLA2,-1,0,NA,5.2468131317748155,Glycerophospholipid metabolism,"Formation of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24 by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLN261_HSPLA2,-1,0,NA,2.7239239584661425,Glycerophospholipid metabolism,Formation of Lysopc A C26:1 (Delta 5) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLN281_HSPLA2,-1,0,NA,3.3165446914728762,Glycerophospholipid metabolism,Formation of Lysopc A C28:1 (Delta 5) by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLN28_HSPLA2,-1,0,NA,14.522289396749539,Glycerophospholipid metabolism,Formation of Lysopc A C28:0 by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLDOC_HSPLA2,-1,0,NA,3.447034579666223,Glycerophospholipid metabolism,Formation of 1-Docosahexaenoylglycerophosphocholine by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLDEIC_HSPLA2,-1,0,NA,2.314616552825507,Glycerophospholipid metabolism,"Formation of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLDET_HSPLA2,-1,0,NA,4.253037794258991,Glycerophospholipid metabolism,"Formation of 1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLHEP_HSPLA2,-1,0,NA,2.903268703988948,Glycerophospholipid metabolism,Formation of 1-Heptadecanoylglycerophosphocholine by Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PCHOLLINL_HSPLA2,-1,0,NA,3.723232287828931,Glycerophospholipid metabolism,"Formation of 1-Linoleoylglycerophosphocholine (Delta 9, 12) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID: 19570538, PMID: 18220755"
PELINL_HSPLA2,-1,0,NA,2.340904269652926,Glycerophospholipid metabolism,"Formation of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12) by Phospholipase A2",8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,PMID: 8171289
2OXOADPt,-0.8444393544735287,0,-291.8386702529907,-24.613773190228116,"Transport, extracellular",Transport of 2-Oxoadipate by Alpha-Ketoglutarate Antiport,NA,NA,NA
3MHISt3,1,0,0.21687682200040972,NA,"Transport, extracellular",Transport of Methyl-Histidine by System L Transport (Lat2),NA,NA,PMID: 2506342
4TMEABUTNt2,-0.5998510934017821,0,3.3564501483616174,13.419555448633636,"Transport, extracellular","Transport of 4- (Trimethylammonio)Butanoate, Proton Symport",NA,NA,NA
ADPACtd,3.476344190943051,0,0.9795405354181996,-1.770658780612675,"Transport, extracellular","Transport of Adipic Acid, Diffusion",NA,NA,"Glatz JFC, Luiken JJFP, Bonen A. (2010). Physiological Reviews 90: 367-417, Kamp F, Hamilton JA. (2006). Prostaglandins, Leukotrienes and Essential Fatty Acids 75: 149-59, PMCID: PMC2785172, Evtodienko VY, Bondarenko DI, Antonenko YN. (1999). Biochimica et Biophysica Acta (BBA) - Biomembranes 1420: 95-103"
ARACHETH,1,0,29.52364563853871,NA,Glycerophospholipid metabolism,Formation of O-Arachidonoyl Ethanolamine,5337.1 or 5338.1,NA,PMID: 19126434
BILIVERDt,-0.5560940343762267,0,-222.16863033771514,-63.37790532106757,"Transport, extracellular",Transport of Biliverdin,NA,NA,NA
C14768td,-0.5829152104037976,0,1.657880339483254,6.29196765707552,"Transport, extracellular","Transport of 5, 6-EET, Diffusion",NA,NA,NA
C14770ATP,-0.5731955431130057,0,1.9048836025617828,7.021375586273923,"Transport, extracellular","Transport of 11, 12-EET, FATP",NA,NA,PMID: 23104810
C14826td,-0.8599459027365615,0,2.7111983685817993,36.005246513171215,"Transport, extracellular","Transport of 12 (13)-Epome, Diffusion",NA,NA,NA
CE2176t,0.4664786911253717,0,185.16529204950334,67.36519907874893,"Transport, extracellular",Transport of 3-O-Methyldopa,NA,NA,PMID: 2095572
DIDECAETH,1,0,30.969454911988198,NA,Glycerophospholipid metabolism,Formation of C12:0-Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
DIHOLINETH,1,0,4.060218342208099,NA,Glycerophospholipid metabolism,Formation of Dihomo-Gamma-Linolenoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
DOCOHEXETHc,1,0,4.341583721360243,NA,Glycerophospholipid metabolism,Formation of Docosahexaenoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
DOCTETETH,1,0,6.1147938871236605,NA,Glycerophospholipid metabolism,"Formation of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",5337.1 or 5338.1,NA,PMID: 19126434
DODECANACtd,1,0,1.9615824893751226,NA,"Transport, extracellular",Transport of Dodecanedioic Acid by Diffusion,NA,NA,NA
ELAIDCRNtd,-1,0,-184.96650468088387,NA,"Transport, extracellular",Transport of Elaidic Carnitine by Diffusion,NA,NA,NA
EX_12HPET[e],0.35245077389221574,0,-130.19520971324258,-271.9215853165507,Exchange/demand reaction,"Exchange of 12-Hydroperoxyeicosa-5, 8, 10, 14-Tetraenoate",NA,NA,NA
EX_2oxoadp[e],-0.8444393544735287,0,-291.8386702529907,-24.613773190228116,Exchange/demand reaction,Exchange of 2-Oxoadipate,NA,NA,NA
EX_3mhis[e],-1,0,-0.21687682200040972,NA,Exchange/demand reaction,Exchange of Methyl-Histidine,NA,NA,NA
EX_4tmeabutn[e],-0.5998510934017821,0,3.3564501483616174,13.419555448633636,Exchange/demand reaction,Exchange of 4- (Trimethylammonio)Butanoate,NA,NA,NA
EX_adpac[e],3.4763441907937915,0,0.9795405354181996,-1.7706587806603589,Exchange/demand reaction,Exchange of Adipic Acid,NA,NA,NA
EX_amet[e],0.42049642072481136,0,-126.27772971744537,-309.53572936553957,Exchange/demand reaction,Exchange of S-Adenosyl-L-Methionine,NA,NA,NA
EX_aracheth[e],1,0,29.52364563853871,NA,Exchange/demand reaction,Exchange of O-Arachidonoyl Ethanolamine,NA,NA,NA
EX_biliverd[e],-0.5560940343762267,0,-222.16863033771514,-63.37790532106757,Exchange/demand reaction,Exchange of Biliverdin,NA,NA,NA
EX_C14768[e],-0.5829152104037976,0,1.657880339483254,6.29196765707552,Exchange/demand reaction,"Exchange of 5, 6-EET",NA,NA,NA
EX_C14770[e],-0.5731955431130057,0,1.9048836025617828,7.021375586273923,Exchange/demand reaction,"Exchange of 11, 12-EET",NA,NA,NA
EX_C14826[e],-0.8599459027365615,0,2.7111983685817993,36.005246513171215,Exchange/demand reaction,Exchange of 12 (13)-Epome,NA,NA,NA
EX_CE2176[e],-0.4664786911253889,0,-185.16529204950334,-67.36519907874596,Exchange/demand reaction,Exchange of 3-O-Methyldopa,NA,NA,NA
EX_didecaeth[e],1,0,30.969454911988198,NA,Exchange/demand reaction,"Exchange of C12:0-Ethanolamide, Didecanoyl Ethanolamide",NA,NA,NA
EX_diholineth[e],1,0,4.060218342208099,NA,Exchange/demand reaction,Exchange of Dihomo-Gamma-Linolenoyl Ethanolamide,NA,NA,NA
EX_docohxeth[e],1,0,4.341583721360243,NA,Exchange/demand reaction,Exchange of Docosahexaenoyl Ethanolamide,NA,NA,NA
EX_docteteth[e],1,0,6.1147938871236605,NA,Exchange/demand reaction,"Exchange of Docosatetraenoyl Ethanolamide (22:4, Delta 7, 10, 13, 16)",NA,NA,NA
EX_dodecanac[e],1,0,1.9615824893751226,NA,Exchange/demand reaction,Exchange of Dodecanedioic Acid,NA,NA,NA
EX_elaidcrn[e],-1,0,-184.96650468088387,NA,Exchange/demand reaction,Exchange of Elaidic Carnitine,NA,NA,NA
EX_forglu[e],-1,0,NA,70.17821520354022,Exchange/demand reaction,Exchange of N-Formimidoyl-L-Glutamate,NA,NA,NA
EX_hepdeceth[e],1,0,28.85446848139855,NA,Exchange/demand reaction,Exchange of Heptadecanoyl Thanolamide (C17:0),NA,NA,NA
EX_hexdeceeth[e],1,0,4.428241611320724,NA,Exchange/demand reaction,"Exchange of Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)",NA,NA,NA
EX_hmcr[e],0.34230531138971493,0,-88.81003715288509,-181.25459523921012,Exchange/demand reaction,Exchange of Homocitrulline,NA,NA,NA
EX_hxcoa[e],-0.36546383712628583,0,25.733821118821343,55.37683143178169,Exchange/demand reaction,Exchange of Hexanoate,NA,NA,NA
EX_leuktrB4wcooh[e],1,0,6.437113631225994,NA,Exchange/demand reaction,Exchange of W-Carboxy Leukotriene B4,NA,NA,NA
EX_leuktrB4woh[e],-1,0,NA,15.68257365267598,Exchange/demand reaction,Exchnage for W-Hydroxyl Leukotriene B4,NA,NA,NA
EX_lineth[e],1,0,5.514970032532765,NA,Exchange/demand reaction,Exchange of Linoleoyl Ethanolamide,NA,NA,NA
EX_lnlccrn[e],0.43966258421532384,0,-23.19390974576387,-59.59160159933865,Exchange/demand reaction,Exchange of Linoleyl Carnitine,NA,NA,NA
EX_lthstrl[e],-1,0,-13.663346216907724,NA,"Transport, extracellular",Exchange of Lathosterol,NA,NA,NA
EX_magarachi_hs[e],1,0,6.093937251477923,NA,Exchange/demand reaction,Exchange of 1-Arachidonoyl Glycerol,NA,NA,NA
EX_maglinl_hs[e],1,0,7.374195433976539,NA,Exchange/demand reaction,Exchange of 1-Linoleoylglycerol,NA,NA,NA
EX_magole_hs[e],1,0,4.344839676280187,NA,Exchange/demand reaction,Exchange of 1-Oleoylglycerol,NA,NA,NA
EX_magpalm_hs[e],1,0,3.0935761589738773,NA,Exchange/demand reaction,Exchange of 1-Palmitoylglycerol,NA,NA,NA
EX_magste_hs[e],1,0,2.386880166797861,NA,Exchange/demand reaction,Exchange of 1-Stearoylglycerol,NA,NA,NA
EX_oleth[e],1,0,51.8064829507624,NA,Exchange/demand reaction,Exchange of Oleoyl Ethanolamide,NA,NA,NA
EX_pchol2palm_hs[e],-0.3936083926638235,0,3.424829966613452,7.8709397148253135,Exchange/demand reaction,Exchange of 2-Palmitoylglycerophosphocholine,NA,NA,NA
EX_pchol2ste_hs[e],-0.4812257969391141,0,3.8368900291437065,10.955248849409552,Exchange/demand reaction,Exchange of 2-Stearoylglycerophosphocholine,NA,NA,NA
EX_pcholar_hs[e],-0.49672209393435385,0,1.7996982080227004,5.352208070127936,Exchange/demand reaction,Exchange of 1-Arachidonoyl-Glycero-3-Phosphocholine,NA,NA,NA
EX_pcholdoc_hs[e],-0.34317611991769664,0,3.007252313209422,6.149699510261425,Exchange/demand reaction,Exchange of 1-Docosahexaenoylglycerophosphocholine,NA,NA,NA
EX_pcholeic_hs[e],-0.39893143907403683,0,2.4749926410967666,5.760316280347969,Exchange/demand reaction,"Exchange of 1-Eicosadienoylglycerophosphocholine (Delta 11, 14)",NA,NA,NA
EX_pcholhep_hs[e],-0.5195388640309101,0,1.727355567871053,5.463051474675594,Exchange/demand reaction,Exchange of 1-Heptadecanoylglycerophosphocholine,NA,NA,NA
EX_pchollinl_hs[e],-0.5135501805394259,0,1.7380054720880023,5.4076667126207205,Exchange/demand reaction,"Exchange of 1-Linoleoylglycerophosphocholine (Delta 9, 12)",NA,NA,NA
EX_pcholn1836_hs[e],-0.43432782208194365,0,2.335612989734237,5.922219305749722,Exchange/demand reaction,"Exchange of 1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",NA,NA,NA
EX_pcholn201_hs[e],-0.5047176401689497,0,1.6596630500573382,5.042223326931654,Exchange/demand reaction,"Exchange of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)",NA,NA,NA
EX_pcholn203_hs[e],-0.4486550233120444,0,1.896781698955666,4.983780486810603,Exchange/demand reaction,"Exchange of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",NA,NA,NA
EX_pcholn224_hs[e],-0.4386896107944196,0,1.7389754434860476,4.457152320859132,Exchange/demand reaction,"Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",NA,NA,NA
EX_pcholn2254_hs[e],-0.5782589702246882,0,1.6535821159323605,6.188112190231442,Exchange/demand reaction,"Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",NA,NA,NA
EX_pcholn226_hs[e],-0.38030449588520915,0,1.8392947299851206,4.096829439940805,Exchange/demand reaction,"Exchange of 1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",NA,NA,NA
EX_pcholn24_hs[e],-0.48030533922380136,0,2.470757377955124,7.037738915868188,Exchange/demand reaction,"Exchange of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",NA,NA,NA
EX_pcholn261_hs[e],-0.42833106581816427,0,2.0313225829233392,5.075317157193163,Exchange/demand reaction,Exchange of Lysopc A C26:1 (Delta 5),NA,NA,NA
EX_pcholn28_hs[e],-0.7081048893626237,0,2.7249772788087387,15.945957447425858,Exchange/demand reaction,Exchange of Lysopc A C28:0,NA,NA,NA
EX_pcholn281_hs[e],-0.4796082195847135,0,1.695461114632233,4.820633790937604,Exchange/demand reaction,Exchange of Lysopc A C28:1 (Delta 5),NA,NA,NA
EX_pcholpalm_hs[e],-0.5441682807223296,0,1.7649652264581186,5.978968123572697,Exchange/demand reaction,Exchange of 1-Palmitoylglycerophosphocholine,NA,NA,NA
EX_pe13_hs[e],-1,0,NA,4.048383727542486,Exchange/demand reaction,Exchange of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),NA,NA,NA
EX_pe161_hs[e],-1,0,NA,6.172113546360802,Exchange/demand reaction,"Exchange of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",NA,NA,NA
EX_pe17_hs[e],-0.3749052713731189,0,2.3412600997613358,5.149636855662626,Exchange/demand reaction,Exchange of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),NA,NA,NA
EX_pe203_hs[e],-0.36541262372946903,0,2.4772385234635594,5.330160791733306,Exchange/demand reaction,"Exchange of 1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",NA,NA,NA
EX_pe224_hs[e],-1,0,NA,39.81043389082933,Exchange/demand reaction,"Exchange of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",NA,NA,NA
EX_pe226_hs[e],-1,0,NA,5.314645711900317,Exchange/demand reaction,"Exchange of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",NA,NA,NA
EX_pear_hs[e],-1,0,NA,5.966487160904953,Exchange/demand reaction,Exchange of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,NA,NA,NA
EX_pedh203_hs[e],-1,0,NA,5.334272335264385,Exchange/demand reaction,"Exchange of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",NA,NA,NA
EX_pelinl_hs[e],-1,0,NA,9.669917112101428,Exchange/demand reaction,"Exchange of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)",NA,NA,NA
EX_pendecaeth[e],1,0,3.3245184648881434,NA,Exchange/demand reaction,Exchange of Pentadecanoyl Thanolamide (C15:0),NA,NA,NA
EX_peole_hs[e],-1,0,NA,60.06585910826362,Exchange/demand reaction,Exchange of 1-Oleoylglycerophosphoethanolamine (Delta 9),NA,NA,NA
EX_pepalm_hs[e],-1,0,NA,5.509852023934721,Exchange/demand reaction,Exchange of 1-Palmitoylglycerophosphoethanolamine,NA,NA,NA
EX_pmeth[e],1,0,2.820838651565193,NA,Exchange/demand reaction,Exchange of Palmitoylethanolamide,NA,NA,NA
EX_sebacid[e],3.081056314729508,0,2.8010351480760116,-5.492971092577432,Exchange/demand reaction,Exchange of Sebacic Acid,NA,NA,NA
EX_sphmyln18114_hs[e],-0.6638599106931014,0,5.446498915452795,26.95962632050559,Exchange/demand reaction,Exchange of Sphingomyelin (D18:1/14:0),NA,NA,NA
EX_sphmyln18117_hs[e],-0.3648410192972506,0,2.642319799977401,5.677864217743324,Exchange/demand reaction,Exchange of Sphingomyelin (D18:1/17:0),NA,NA,NA
EX_sphmyln18121_hs[e],-0.413947167559465,0,3.3681772510345787,8.126271933719895,Exchange/demand reaction,Exchange of Sphingomyelin (D18:1/21:0),NA,NA,NA
EX_sphmyln1824_hs[e],-0.4491790650254202,0,3.1152442448450897,8.196033330285047,Exchange/demand reaction,Exchange of Sphingomyelin (D18:0/24:0),NA,NA,NA
EX_steeth[e],1,0,2.6787023224457998,NA,Exchange/demand reaction,Exchange of Stearoyl Ethanolamide,NA,NA,NA
EX_subeac[e],5.204152042196497,0,1.386921397638743,-2.0467079056995376,Exchange/demand reaction,Exchange of Suberic Acid,NA,NA,NA
EX_tetdecaeth[e],1,0,4.42659437592704,NA,Exchange/demand reaction,"Exchange of C14:0-Ethanolamide, Tetradecanoyl Ethanolamide",NA,NA,NA
EX_trideceth[e],1,0,4.062877793484615,NA,Exchange/demand reaction,Exchange of Tridecanoyl Thanolamide (C13:0),NA,NA,NA
EX_xolest181_hs[e],-0.579649811897838,0,6.470629525805949,24.316222527336585,Exchange/demand reaction,"Exchange of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",NA,NA,NA
EX_xolest182_hs[e],0.7929000358148592,0,-3.515022594736994,-30.43015560524257,Exchange/demand reaction,"Exchange of 1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",NA,NA,NA
EX_xolest204_hs[e],-0.710737271448533,0,10.557153807460825,62.43637605604832,Exchange/demand reaction,"Exchange of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",NA,NA,NA
EX_xolest205_hs[e],0.7517439904719816,0,-4.015397663448513,-28.333447958315435,Exchange/demand reaction,"Exchange of 1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5, 8, 11, 14, 17)",NA,NA,NA
EX_xolest226_hs[e],0.7374868958672335,0,-5.268543439545873,-34.87073613623711,Exchange/demand reaction,"Exchange of Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4, 7, 10, 13, 16, 19)",NA,NA,NA
FORGLUt,-1,0,NA,70.17821520354022,"Transport, extracellular",Transport of N-Formimidoyl-L-Glutamate,NA,NA,NA
GALTt,0.5905978309613098,0,-53.59421509653013,-208.2227421627523,"Transport, extracellular",Transport of Galactitol,NA,NA,NA
HEPDECETH,1,0,28.85446848139855,NA,Glycerophospholipid metabolism,Formation of Heptadecanoyl Thanolamide (C17:0),5337.1 or 5338.1,NA,PMID: 19126434
HEXDECEETH,1,0,4.428241611320724,NA,Glycerophospholipid metabolism,Formation of C16:1-Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
HMCRNt,0.34230531138971493,0,-88.81003715288509,-181.25459523921012,"Transport, extracellular",Transport of Homocitrulline,NA,NA,NA
HXCOAte,-0.36546383712628583,0,25.733821118821343,55.37683143178169,"Transport, extracellular","Transport of Hexanoate, Cytosol",NA,NA,NA
HXCOAtx,-1,0,-8.474129028095305,NA,"Transport, peroxisomal","Transport of Hexanoate, Peroxisome",NA,NA,NA
LEUKTRB4WCOOHt,1,0,6.437113631225994,NA,"Transport, extracellular","Transport of W-Carboxy Leukotriene B4, Active Transport",NA,NA,PMID: 7966417
LEUKTRB4WOHt,-1,0,NA,15.68257365267598,"Transport, extracellular","Transport of W-Hydroxyl Leukotriene B4, Active Transport",NA,NA,PMID: 7966417
LNLCCRNtd,0.43966258421532384,0,-23.19390974576387,-59.59160159933865,"Transport, extracellular","Transport of Linoleyl Carnitine, Diffusion",NA,NA,NA
LTHSTRLt,-1,0,-13.66334621671699,NA,"Transport, extracellular","Transport of Lathosterol, Diffusion",NA,NA,NA
OLEETH,1,0,51.8064829507624,NA,Glycerophospholipid metabolism,Formation of Oleoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
pac,-0.4736279289819883,0,3.7457486729677445,10.486574351783203,"Transport, extracellular",Transport of Phenylacetate by Diffusion,NA,NA,NA
PELINETH,1,0,5.514970032532765,NA,Glycerophospholipid metabolism,Formation of Linoleoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
PENDECAETH,1,0,3.3245184648881434,NA,Glycerophospholipid metabolism,Formation of Pentadecanoyl Thanolamide (C15:0),5337.1 or 5338.1,NA,PMID: 19126434
PEPALM,1,0,2.820838651565193,NA,Glycerophospholipid metabolism,Formation of Palmitoylethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
SEBACIDtd,3.081056314728802,0,2.8010351480760116,-5.492971092578346,"Transport, extracellular",Transport of Sebacic Acid by Diffusion,NA,NA,"Glatz JFC, Luiken JJFP, Bonen A. (2010). Physiological Reviews 90: 367-417, Kamp F, Hamilton JA. (2006). Prostaglandins, Leukotrienes and Essential Fatty Acids 75: 149-59, PMCID: PMC2785172, Evtodienko VY, Bondarenko DI, Antonenko YN. (1999). Biochimica et Biophysica Acta (BBA) - Biomembranes 1420: 95-103"
STEETH,1,0,2.6787023224457998,NA,Glycerophospholipid metabolism,Formation of Stearoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
