Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem,rxnNames,geneRules,kegg,source
EX_pcholn201_hs[e],-0.4260186986920187,0,2.722843295720543,6.764724642523305,Exchange/demand reaction,"Exchange of 1-Eicosenoylglycerophosphocholine (Delta 11) , Sn1-Lpc (20:1)",NA,NA,NA
EX_pcholn203_hs[e],-0.37270275987415497,0,4.104015822959007,8.98074068620619,Exchange/demand reaction,"Exchange of 1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",NA,NA,NA
EX_pcholn204_hs[e],-0.5577053423121329,0,2.044119025781649,7.199126354876823,Exchange/demand reaction,"Exchange of 1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",NA,NA,NA
EX_pcholn205_hs[e],-0.37767720658018067,0,2.8882060348311387,6.39381308890921,Exchange/demand reaction,"Exchange of 1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",NA,NA,NA
EX_pcholn224_hs[e],-0.5775511790965719,0,1.7490044905247428,6.531309734447689,Exchange/demand reaction,"Exchange of 1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",NA,NA,NA
EX_pcholn225_hs[e],-0.41985732035204804,0,3.1078410307413304,7.606216527055526,Exchange/demand reaction,"Exchange of 1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",NA,NA,NA
EX_pcholn24_hs[e],-0.3642162729815024,0,3.322211778815089,7.1285488733789295,Exchange/demand reaction,"Exchange of 1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",NA,NA,NA
EX_pcholn261_hs[e],-0.6055388827098706,0,4.0177496754493385,16.35307776148787,Exchange/demand reaction,Exchange of Lysopc A C26:1 (Delta 5),NA,NA,NA
EX_pcholole_hs[e],-0.33825708439725904,0,2.484318360126143,5.024091028324446,Exchange/demand reaction,Exchange of 1-Oleoylglycerophosphocholine (Delta 9),NA,NA,NA
EX_pcholpalm_hs[e],-0.41164106290999447,0,3.2895064688319935,7.892465152443043,Exchange/demand reaction,Exchange of 1-Palmitoylglycerophosphocholine,NA,NA,NA
EX_pcholpalme_hs[e],-0.33953344521852163,0,3.1491593955501465,6.387006736562556,Exchange/demand reaction,Exchange of 1-Palmitoleoylglycerophosphocholine (Delta 9),NA,NA,NA
EX_pcollg5hlys[e],0.6286944752391443,0,-13.442845851388919,-58.965696197894964,Exchange/demand reaction,Exchange of Erythro-5-Hydroxy-L-Lysinium,NA,NA,NA
EX_pe13_hs[e],1,0,NA,-15.446004705294008,Exchange/demand reaction,Exchange of 1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),NA,NA,NA
EX_pe161_hs[e],1,0,NA,-3.468098804420176,Exchange/demand reaction,"Exchange of 1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",NA,NA,NA
EX_pe17_hs[e],-0.386484168547178,0,2.580673398409468,5.832062723813698,Exchange/demand reaction,Exchange of 1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),NA,NA,NA
EX_pe224_hs[e],-1,0,NA,17.17048849934552,Exchange/demand reaction,"Exchange of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",NA,NA,NA
EX_pe226_hs[e],1,0,NA,-79.19150362894284,Exchange/demand reaction,"Exchange of 1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",NA,NA,NA
EX_pear_hs[e],1,0,NA,-36.16781650535788,Exchange/demand reaction,Exchange of 1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine,NA,NA,NA
EX_pedh203_hs[e],1,0,NA,-52.47843885323741,Exchange/demand reaction,"Exchange of 1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",NA,NA,NA
EX_pelinl_hs[e],-1,0,NA,9.503135289284772,Exchange/demand reaction,"Exchange of 1-Linoleoylglycerophosphoethanolamine (Delta 9, 12)",NA,NA,NA
EX_peole_hs[e],-1,0,NA,46.37825558684762,Exchange/demand reaction,Exchange of 1-Oleoylglycerophosphoethanolamine (Delta 9),NA,NA,NA
EX_pmeth[e],-0.47260843938610775,0,5.385729263340021,15.038295941276244,Exchange/demand reaction,Exchange of Palmitoylethanolamide,NA,NA,NA
EX_sebacid[e],2.991399088135159,0,2.1351260300998316,-4.279473732999771,Exchange/demand reaction,Exchange of Sebacic Acid,NA,NA,NA
EX_steeth[e],-0.41687848276654443,0,4.761720129573767,11.57010776168681,Exchange/demand reaction,Exchange of Stearoyl Ethanolamide,NA,NA,NA
EX_subeac[e],1.6875576093197142,0,1.8363845273094805,-7.178146446362178,Exchange/demand reaction,Exchange of Suberic Acid,NA,NA,NA
EX_tetdecaeth[e],-0.34239361964690945,0,3.4583612272316895,7.059666974911913,Exchange/demand reaction,"Exchange of C14:0-Ethanolamide, Tetradecanoyl Ethanolamide",NA,NA,NA
EX_trideceth[e],-0.7028332968502524,0,3.935768915326346,22.552857661003383,Exchange/demand reaction,Exchange of Tridecanoyl Thanolamide (C13:0),NA,NA,NA
EX_xolest181_hs[e],-1,0,NA,263.0747486461639,Exchange/demand reaction,"Exchange of 1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",NA,NA,NA
EX_xolest204_hs[e],-1,0,NA,14.249527004938376,Exchange/demand reaction,"Exchange of Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5, 8, 11, 14)",NA,NA,NA
FORGLUt,-1,0,NA,84.68665424727007,"Transport, extracellular",Transport of N-Formimidoyl-L-Glutamate,NA,NA,NA
GALTt,-2.753728722631055,0,-114.38585170943196,244.8345924221039,"Transport, extracellular",Transport of Galactitol,NA,NA,NA
HEPDECETH,0.5043879256385707,0,17.269963086292247,5.689491442647327,Glycerophospholipid metabolism,Formation of Heptadecanoyl Thanolamide (C17:0),5337.1 or 5338.1,NA,PMID: 19126434
HEXDECEETH,-0.44474946179644104,0,4.865576029316799,12.66011983064126,Glycerophospholipid metabolism,Formation of C16:1-Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
HEXDIACtd,-1,0,-24.561415657471237,NA,"Transport, extracellular",Transport of Hexadecanediocacid by Diffusion,NA,NA,"PMID: 10331655, PMID: 11478366"
HXCOAtx,1,0,34.83711580476724,NA,"Transport, peroxisomal","Transport of Hexanoate, Peroxisome",NA,NA,NA
LEUKTRB4WCOOHt,-1,0,NA,18.531224327478558,"Transport, extracellular","Transport of W-Carboxy Leukotriene B4, Active Transport",NA,NA,PMID: 7966417
LEUKTRB4WOHt,1,0,6.621042693479042,NA,"Transport, extracellular","Transport of W-Hydroxyl Leukotriene B4, Active Transport",NA,NA,PMID: 7966417
LNLCCRNtd,-0.5899508996992932,0,-712.997659664917,-183.8824387076378,"Transport, extracellular","Transport of Linoleyl Carnitine, Diffusion",NA,NA,NA
OLEETH,-0.4315109421216837,0,4.903576042262834,12.347683148419542,Glycerophospholipid metabolism,Formation of Oleoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
pac,-1.1353384400082867,0,-1.0836047255980168,17.096863420343883,"Transport, extracellular",Transport of Phenylacetate by Diffusion,NA,NA,NA
PCOLLG5HLYStd,0.6286944752391443,0,-13.442845851388919,-58.965696197894964,"Transport, extracellular","Transport of Erythro-5-Hydroxy-L-Lysinium, Diffusion",NA,NA,NA
PEPALM,-0.47260843938610775,0,5.385729263340021,15.038295941276244,Glycerophospholipid metabolism,Formation of Palmitoylethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
SEBACIDtd,2.991399088135177,0,2.135126030099841,-4.279473732999771,"Transport, extracellular",Transport of Sebacic Acid by Diffusion,NA,NA,"Glatz JFC, Luiken JJFP, Bonen A. (2010). Physiological Reviews 90: 367-417, Kamp F, Hamilton JA. (2006). Prostaglandins, Leukotrienes and Essential Fatty Acids 75: 149-59, PMCID: PMC2785172, Evtodienko VY, Bondarenko DI, Antonenko YN. (1999). Biochimica et Biophysica Acta (BBA) - Biomembranes 1420: 95-103"
STEETH,-0.41687848276654443,0,4.761720129573767,11.57010776168681,Glycerophospholipid metabolism,Formation of Stearoyl Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
SUBEACtd,1.687557609319717,0,1.8363845273094863,-7.178146446362178,"Transport, extracellular",Transport of Suberic Acid by Diffusion,NA,NA,"Glatz JFC, Luiken JJFP, Bonen A. (2010). Physiological Reviews 90: 367-417, Kamp F, Hamilton JA. (2006). Prostaglandins, Leukotrienes and Essential Fatty Acids 75: 149-59, PMCID: PMC2785172, Evtodienko VY, Bondarenko DI, Antonenko YN. (1999). Biochimica et Biophysica Acta (BBA) - Biomembranes 1420: 95-103"
TETDECAETH,-0.34239361964690945,0,3.4583612272316895,7.059666974911913,Glycerophospholipid metabolism,Formation of C14:0-Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
TRIDECETH,-0.7028332968502524,0,3.935768915326346,22.552857661003383,Glycerophospholipid metabolism,Formation of C13:0-Ethanolamide,5337.1 or 5338.1,NA,PMID: 19126434
EX_5aop[e],1,0,NA,-614.9627460122108,Exchange/demand reaction,Exchange of 5-Amino-4-Oxopentanoate,NA,NA,NA
EX_pac[e],-1.1353384400146698,0,-1.0836047256458874,17.096863420343883,Exchange/demand reaction,Exchange of Phenylacetate,NA,NA,NA
GLYPROt,-1,0,NA,277.68626835934464,"Transport, extracellular",Transport of Glycylproline,NA,NA,PMID: 24870542
DHBPTt,-1.0213474156009121,0,-426.203756131649,4.5011306035718475,"Transport, extracellular","Transport of 6,7-Dihydrobiopterin",NA,NA,PMID: 24870542
EX_dhbpt[e],-1.021347415600855,0,-426.203756131649,4.501130603559926,Exchange/demand reaction,"Exchange of 6,7-Dihydrobiopterin",NA,NA,NA
EX_lysgluglu[e],-1,0,NA,719.73297162323,Exchange/demand reaction,Exchange of LysGluGlu,NA,NA,NA
LYSGLUGLUt,1,0,NA,-719.73297162323,"Transport, extracellular","Transport of LysGluGlu, Extracellular",6564.1 or 6565.1,NA,NA
LYSGLUGLUr,1,0,NA,-719.73297162323,Peptide metabolism,Metabolism (Formation/Degradation) of LysGluGlu,NA,NA,NA
GLYCLTtm,-0.5448246607192943,0,8.830260324011556,29.969119000736764,"Transport, mitochondrial","Transport of Glycolate, Mitochondrial",NA,NA,HMDB00115
PCHOL2PALM_HSte,0.5492723089074051,0,-4.629396834252824,-15.912482112793217,"Transport, extracellular",Transport of 2-Palmitoylglycerophosphocholine,NA,NA,NA
PE224_HSte,-0.5892907685754337,0,-95.74400032603089,-24.74244837064323,"Transport, extracellular","Transport of 1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",NA,NA,NA
PCHOLN261_HSte,0.5024032715633271,0,-4.017749675294382,-12.130868053432124,"Transport, extracellular",Transport of Lysopc A C26:1 (Delta 5),NA,NA,NA
ODECRNtr,-1,0,NA,153.7518775759697,"Transport, extracellular",Transport of L-Oleoylcarnitine,NA,NA,NA
EX_sphmyln_hs[e],1,0,146.95121653137207,NA,Exchange/demand reaction,Exchange of Sphingomyelin,NA,NA,NA
TTDCEAc,0.5115935800783086,0,23.129292051473456,7.4732354483790315,Fatty acid oxidation,Hydrolysis of Fatty Acyl Coenzyme A (14:1),641371.1,NA,NA
PA_HStm,1,0,NA,-5.219678925016324,"Transport, mitochondrial","Transport of Phosphatidate, Mitochondrial",NA,NA,PMID: 22041191.
MMALtm,-1,0,-429.4707597867012,NA,"Transport, mitochondrial","Transport of Methylmalonate, Mitochondrial",NA,NA,PMID: 22041191.
5AOPt2,-1,0,NA,614.9627460122108,"Transport, extracellular",5-Aminolevulinate Transport in via Proton Symport,NA,NA,PMID: 21749716.
ARGtD,-1,0,0,23.002539580200427,"Transport, extracellular",L-Arginine Transport via Diffusion,6541.1 or 6542.1 or 84889.1,NA,PMID: 21749716.
ETHAt,-1,0,-59.29786118029896,NA,"Transport, extracellular","Ethanolamine Transport via Diffusion, Extracellular",NA,NA,PMID: 21749716.
ACGALtr,-1,0,NA,68.89758397684693,"Transport, extracellular",N-Acetylgalactosamine Export,NA,NA,PMID: 25901891.
ACNAMtr,-1,0,NA,523.1489186920167,"Transport, extracellular",N-Acetylneuraminate Export,NA,NA,PMID: 25901891.
EX_lpam[e],1,0,167.22957335412502,NA,Exchange/demand reaction,Exchange of Lipoamide,NA,NA,NA
LPAMt,-1,0,-167.22957335412502,NA,"Transport, extracellular",Lipoamide Transport,NA,NA,PMID: 17536819
EX_acgal[e],-1,0,NA,68.89758397684693,Exchange/demand reaction,Exchange of N-Acetylgalactosamine,NA,NA,NA
EX_acnam[e],-1,0,NA,724.9796114624023,Exchange/demand reaction,Exchange of N-Acetylneuraminate,NA,NA,NA
DM_C02712[c],-0.404753765753509,0,170.76266404476166,402.99204189109804,Exchange/demand reaction,Demand for N-Acetylmethionine,NA,NA,NA
3HMPtm,1,0,16.153181431030855,NA,"Transport, mitochondrial","Transport of 3-Hydroxy-Isobutyrate, Mitochondrial",NA,NA,NA
LPAMtm,1,0,167.22957335412502,NA,"Transport, mitochondrial","Transport of Lipoamide, Mitochondrial",NA,NA,NA
PROSTGE2t2r,-0.37375495261831504,0,20.36301772556305,44.66909010730628,"Transport, endoplasmic reticular","Transport of Prostaglandin E2, Endoplasmatic Reticulum",NA,NA,NA
sink_c226coa[c],0.6335191846936066,0,-96.63315059204102,-430.7240618789673,Exchange/demand reaction,sink_c226coa[c],NA,NA,NA
sink_chol[c],-1,0,-165.47814601241947,NA,Exchange/demand reaction,sink_chol[c],NA,NA,NA
sink_coa[c],1,0,401.5126604967117,NA,Exchange/demand reaction,sink_coa[c],NA,NA,NA
sink_crvnc[c],-0.848393124635542,0,23.750537463573483,289.56688176926747,Exchange/demand reaction,"Sink for Cervonic Acid, C22:6 N-3",NA,NA,NA
sink_dgchol[c],-1.2931666495892402,0,-197.01622221798897,25.187260504038353,Exchange/demand reaction,Sink for Glycochenodeoxycholate,NA,NA,NA
sink_hdca[c],-1.8046604036135665,0,-58.68210601108796,204.53768868312835,Exchange/demand reaction,sink_hdca[c],NA,NA,NA
sink_lnlc[c],0.5983653796830604,0,495.1930806213379,124.43130178305283,Exchange/demand reaction,sink_lnlc[c],NA,NA,NA
sink_lnlncacoa[c],0.3686036628872336,0,-32.393774761689734,-70.21617989791184,Exchange/demand reaction,sink_lnlncacoa[c],NA,NA,NA
sink_lnlncgcoa[c],0.37961153557932953,0,-78.8166199971768,-175.27134107017517,Exchange/demand reaction,sink_lnlncgcoa[c],NA,NA,NA
sink_pmtcoa[c],-1,0,-173.23294207687377,NA,Exchange/demand reaction,sink_pmtcoa[c],NA,NA,NA
sink_pydam[c],0.3322084340532432,0,-14.477828098333976,-28.88249220702399,Exchange/demand reaction,sink_pydam[c],NA,NA,NA
sink_tag_hs[c],-0.3467748886424717,0,-7.851959587961745,-3.808429470637943,Exchange/demand reaction,sink_tag_hs[c],NA,NA,NA
sink_tmndnc[c],1,0,30.602228072018484,NA,Exchange/demand reaction,sink_tmndnc[c],NA,NA,NA
sink_tmndnccoa[c],-1.5767348943283614,0,-73.09872338122055,16.361242515712977,Exchange/demand reaction,sink_tmndnccoa[c],NA,NA,NA
sink_vitd3[c],1,0,25.364245015139577,NA,Exchange/demand reaction,sink_vitd3[c],NA,NA,NA
sink_xol7aone[c],-1.0055665665078493,0,-557.2061154856682,1.5465579413961053,Exchange/demand reaction,Sink for 7Alpha-Hydroxycholest-4-En-3-One,NA,NA,NA
sink_dchac[c],-3.1650616790026755,0,-869.8142616210938,452.1425301285744,Exchange/demand reaction,Sink for Deoxycholate,NA,NA,NA
ACACT1r,-1,0,-4.63822491810254,NA,Tryptophan metabolism,Acetyl Coenzyme A C-Acetyltransferase,39.1,NA,NA
ACACt2,-0.4337082870527194,0,-16.30352601036951,-6.439630540513993,"Transport, extracellular",Acetoacetate Transport via Proton Symport,6566.1 or 9194.1,NA,"PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
ACONT,-1,0,NA,29.880748616163803,Citric acid cycle,Aconitase,3658.1 or 48.1,NA,"PMID:10419470,PMID:17244191,PMID:17244192"
ACS,1,0,5.786926345445897,NA,Glycolysis/gluconeogenesis,Acetyl Coenzyme A Synthetase,65985.1 or 55902.2 or 55902.1,NA,"PMID:10843999,PMID:12623130"
ADNCNT3tc,-0.9995031042751499,0,-333.66725529880523,-0.08291951751708984,"Transport, extracellular",Adenosine Transport Cnt3,64078.1 or 222962.1,NA,NA
ADPT,-0.6722522632910813,0,4.560001225009025,23.266285362342035,Nucleotide salvage pathway,Adenine Phosphoribosyltransferase,353.1,NA,"PMID:14674717,PMID:15196008"
ADSS,-0.42861998518072597,0,3.62452297631815,9.062385498996925,Nucleotide interconversion,Adenylosuccinate Synthase,159.1 or 122622.1 or 122622.2,NA,PMID:1592113
ALAR,-1,0,NA,581.3789812114716,Alanine and aspartate metabolism,Alanine Racemase,11212.1,NA,NA
ARGN,-1,0,NA,26.848712259833793,Urea cycle,Arginase,383.1 or 384.1,NA,PMID:1008818
ASPTA,-0.3764196579172559,0,118.40141653118134,261.3456939557314,Alanine and aspartate metabolism,Aspartate Transaminase,2805.1,NA,"PMID:2225456,PMID:6930651"
BUTt2r,0.9716426744542703,0,-3.650100993350148,-253.7860939301729,"Transport, extracellular","Butyrate Transport via Proton Symport, Reversible",6566.1,NA,"PMID:10510291,PMID:11827462,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9508842,PMID:9649795,PMID:9824713"
CPPPGO,-0.5815162607206337,0,4.937201893307338,18.658467089240254,Heme synthesis,Coproporphyrinogen Oxidase (O2 Required),1371.1,NA,PMID:8407975
CYSTGL,1,0,18.829066122423765,NA,Methionine and cysteine metabolism,Cystathionine G-Lyase,1491.1 or 1491.2,NA,"PMID:10727430,PMID:15189131"
CYSTS,1,0,18.829066122423765,NA,Methionine and cysteine metabolism,Cystathionine Beta-Synthase,875.1,NA,"PMID:681363,PMID:9790750"
DHFR,1,0,NA,-294.75390852813723,Folate metabolism,Dihydrofolate Reductase,1719.1,NA,PMID:6504041
DMATT,-0.5763540465806416,0,3.6931458245253714,13.741911891555786,Cholesterol metabolism,Dimethylallyltranstransferase,9453.1,NA,"PMID:17477828,PMID:17477829"
DURIPP,-1,0,NA,538.0798516170502,Nucleotide interconversion,Deoxyuridine Phosphorylase,4860.1 or 151531.1,NA,"PMID:11278417,PMID:12849978,PMID:6087295,PMID:9305963"
EX_din[e],-1,0,NA,100.0424965367049,Exchange/demand reaction,Exchange of Deoxyinosine,NA,NA,NA
EX_fe2[e],0.5815162607206337,0,-4.937201893307338,-18.658467089240254,Exchange/demand reaction,Exchange of Iron (Fe2+),NA,NA,NA
EX_fum[e],1,0,NA,-48.54675672658384,Exchange/demand reaction,Exchange of Fumarate,NA,NA,NA
EX_glypro[e],-1,0,NA,277.68626835934464,Exchange/demand reaction,Exchange of Glypro,NA,NA,NA
EX_ins[e],2.574977720742216,0,384.30565730838777,-169.30814553167076,Exchange/demand reaction,Exchange of Inosine,NA,NA,NA
EX_k[e],1,0,NA,-236.847553714633,Exchange/demand reaction,Exchange of Kalium,NA,NA,NA
EX_leu_L[e],-1,0,NA,169.0865882404804,Exchange/demand reaction,Exchange of L-Leucine,NA,NA,NA
EX_na1[e],1,0,NA,-841.4241657897949,Exchange/demand reaction,Exchange of Sodium,NA,NA,NA
EX_orn[e],3.160686736306484,0,11.132665416602231,-21.437412726369686,Exchange/demand reaction,Exchange of Ornithine,NA,NA,NA
EX_ppi[e],0.34826326281959497,0,-182.71271163224876,-377.98212482185363,Exchange/demand reaction,Exchange of Ppi,NA,NA,NA
EX_succ[e],-1,0,NA,806.2594648071289,Exchange/demand reaction,Exchange of Succinate,NA,NA,NA
EX_thymd[e],1,0,71.66169497207561,NA,Exchange/demand reaction,Exchange of Thymidine,NA,NA,NA
EX_urea[e],-0.8673979766010181,0,-912.6321109313965,-64.80507425024547,Exchange/demand reaction,Exchange of Urea,NA,NA,NA
EX_uri[e],1,0,802.7505900610923,NA,Exchange/demand reaction,Exchange of Uridine,NA,NA,NA
FBA,0.7891921508150435,0,254.82760312013627,30.024533084522186,Glycolysis/gluconeogenesis,Fructose-Bisphosphate Aldolase,226.2 or 226.1 or 226.3 or 230.1 or 229.1,NA,"PMID:12626877,PMID:6765112"
FBA2,0.4221543410721595,0,103.58140706616211,42.086899213551916,Fructose and mannose metabolism,D-Fructose 1-Phosphate D-Glyceraldehyde-3-Phosphate-Lyase,226.2 or 226.1 or 226.3 or 229.1 or 230.1,NA,NA
FPGS7,1,0,4.225907988942074,NA,Folate metabolism,Folylpolyglutamate Synthetase (10Fthf),2356.1,NA,PMID:10777604
FT,-0.5797290529840575,0,3.6398813133239747,13.681712478339673,N-glycan synthesis,"Farnesyltranstransferase (Trans, Trans, Cis-Geranylgeranyl Diphosphate-Generating)",NA,NA,NA
FUM,-1.869349835082075,0,-106.80633767732715,352.52177550735473,Citric acid cycle,Fumarase,2271.1,NA,NA
G3PD1,0.700193430147026,0,545.450537966919,96.18297066244986,Glycerophospholipid metabolism,Glycerol-3-Phosphate Dehydrogenase (NAD),2819.1,NA,"PMID:11385633,PMID:7772607"
GALU,0.8225087045111587,0,129.3875336769685,12.600851186930853,Galactose metabolism,UTP-Glucose-1-Phosphate Uridylyltransferase,7360.1 or 7360.2,NA,PMID:9119383
GF6PTA,-0.5848765507555163,0,9.98255206270949,38.11182603555275,Aminosugar metabolism,Glutamine-Fructose-6-Phosphate Transaminase,2673.1 or 9945.1,NA,"PMID:10198162,PMID:11842094,PMID:1460020"
GHMT2r,1,0,345.4938108059883,NA,"Glycine, serine, alanine, and threonine metabolism","Glycine Hydroxymethyltransferase, Reversible",6470.1 or 6470.2,NA,"PMID:8505317,PMID:8611185,PMID:9038835"
GK1,-2.393538029131516,0,-35.82289677443796,14.710478721703858,Nucleotide interconversion,Guanylate Kinase (GMP:ATP),2987.1,NA,NA
GLYPROPRO1c,1,0,NA,-277.68626835934464,"Transport, extracellular",Hydrolysis of Prolylglycine,5184.1,NA,"PMID: 14580160, PMID: 2317925, PMID: 18340504, Rubino A, Pierro M, Torretta GL, Vetrella M, Martino DD, Auricch S. (1969). Pediatric Research 3: 313-9"
GMPS2,1,0,6.733344259703995,NA,Nucleotide interconversion,GMP Synthase,8833.1,NA,NA
GRTT,-0.5763540465806416,0,3.6931458245253714,13.741911891555786,Cholesterol metabolism,Geranyltranstransferase,9453.1,NA,"PMID:17477828,PMID:17477829"
HMBS,-0.573676069463101,0,10.069925598646654,37.17079854257107,Heme synthesis,Hydroxymethylbilane Synthase,3145.1,NA,PMID:2875434
ILETA,-1,0,-48.094799412636974,NA,"Valine, leucine, and isoleucine metabolism",Isoleucine Transaminase,586.1,NA,"PMID:6933702,PMID:9165094"
IMPD,0.8883873434476712,0,722.2350887458801,42.68752234012657,Nucleotide interconversion,IMP Dehydrogenase,3614.1 or 3615.1 or 3614.2,NA,PMID:16464785
INSt2,-1.084306511052249,0,-36.86982247367818,1.491319093132019,"Transport, extracellular","Inosine Transport in via Proton Symport, Reversible",64078.1,NA,NA
L_LACt2r,-0.9945410019832764,0,-670.3138683447957,-1.8346286560356617,"Transport, extracellular",L-Lactate Reversible Transport via Proton Symport,9194.1 or 23539.1 or 6566.1 or 9123.1 or 682.1,NA,"PMID:10493836,PMID:10510291,PMID:11101640,PMID:11827462,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713"
