Reaction,fc,pval,S1K2,S1K2_FC5,subSystem,rxnNames,geneRules,kegg,source
r2316,-0.9998719801969267,0,-0.009614872458735045,-150.1995282119751,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2318,0.679229303888312,0,-34.62229372360622,-6.613639502948522,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2320,2.6698095811669744,0,-4.430987861154601,2.0161552857022382,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2322,-0.5934130727974576,0,-142.7559281406909,-559.4600979519367,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2323,1.4959731899302708,0,-16.294177017623188,82.00005527251027,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2324,-0.8353654345841555,0,-15.4303741808109,-172.01962019717246,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2325,-0.5925145791528914,0,-2.997397742990975,-11.714283164560412,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2326,44.52307828583194,0,-22.17994933787888,23.19917638759329,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2327,-0.5566674435130085,1.5261873442733194e-11,-3.7581808351008403,-13.196048129633969,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2328,0.9864508487665047,0,-11.294853181406273,-0.07703974855961133,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2329,1.0028679670119633,0,-0.0010207118200210971,0.7128223579081824,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2331,1.5295669962333731,0,-20.56326290306393,98.2239292562291,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2332,0.7808410801957227,0,-36.4507991514084,-4.485811708222361,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2333,-0.530186851035613,7.9637691255788e-6,-4.6150588858845705,-15.03130008068579,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2334,0.4519948197244435,0,-9.821366962395313,-3.7067349687936586,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2335,1.0879196811967806,0,-1.1733230568504338,27.864117219862,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2352,0.6057323678208277,0,-22.53680493801646,-5.533632439541817,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2353,-0.37781130937855506,0,212.5027202404978,95.96146319887977,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2355,-5.142463586161861,0,3.0585651065681825,-2.062689408270608,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2356,1.6036857632236685,0,-7.554806155586243,32.58374212135673,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2357,0.639436079808332,0,-216.62975930735172,-47.643745436643066,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2358,-1.0021657329679854,0,43.82529358005161,-0.04740560762532987,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2359,-0.9598041873799102,0,-1.2564285122334025,-61.25896452676412,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2360,0.5925148256360664,0,2.997395518634741,11.714283370363091,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2361,-1.5990343432767529,0,27.65777277912445,-6.374658263404203,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2362,0.5566679723867558,0,3.758175026571417,13.196047959772304,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2363,0.793900019726619,0,1.5096336634071805,13.139893827131441,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2366,-0.7808411056656506,0,36.45079901845835,4.4858111063776995,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2367,0.5301872856506445,0,4.615053215746905,15.031299787442046,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2368,-0.4519947322714296,0,9.821363092521409,3.706734323035118,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2369,-0.5720968948086356,0,31.20112719310392,8.492516749754827,"Transport, extracellular",Organic Anion Transporter 5 Utilized Transport,387775.1,NA,"PMID:11023036,PMID:12739169,PMID:12856180,PMID:12883891,PMID:1554704,PMID:18021224,PMID:4553030,PMID:793184,PMID:8725559,PMID:8781017"
r2372,0.956851660640232,0,0.41375265831920555,18.764397159654646,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2373,-0.8370882484097066,0,553.1261443802118,49.050854856521454,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2374,-0.9471386650874857,0,1.6918846960991654,0.045931645833676156,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2375,1.0751022157959191,0,-449.20485196430684,16.257647200216354,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2376,-0.9794963002538901,0,59.595603648139694,0.6172935828336257,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2377,0.71536977005426,0,105.36864438759685,635.021049340182,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2378,-0.9878276359731811,0,-3.3652683311249594,-549.5705991323234,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2379,-1.8918715560299655,0,10.574185059606657,-34.28653464204222,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2380,0.9770565448167344,0,-57.14328881712826,-0.663139599844736,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,"PMID:14598172,PMID:16919238,PMID:17173541,PMID:18406340,PMID:8132483"
r2382,-0.9995229219416276,0,9.704593400766528,0.0023154766200110316,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2384,-0.9999999610158657,0,0.544939118019658,1.0621990077197551e-8,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2386,-0.9978828490152846,0,3.2792812300464256,0.0034750453405082227,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2388,-0.8909672631111591,0.023128038279496194,0.001485406996877464,8.564822534099221e-5,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2390,-0.7710505174647858,0,8.530640270303712,1.1027837186574936,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2392,-0.9999999961353779,0,3.5977750212964756,6.952020339667798e-9,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2393,-0.9262741714023243,0,4.642358175366645,0.17768067921345465,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.7.2,6576.1,NA,PMID:14598172
r2396,-0.9863308036631063,0,5.963781251372385,0.04104054404480848,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2397,-0.9999988028681411,0,2.3663188912590796,1.4163987141728285e-6,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2398,-0.945860112131351,0,63.81527212982838,1.7755395960257006,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2399,-0.999977529036285,3.124410988572377e-6,0.09799617967582654,1.1010466696461662e-6,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2400,-0.9591705896617408,0,5.713864697075825,0.11907780137434601,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2401,-0.9999996553908781,0,0.31804691605047264,5.4800943689770065e-8,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2402,-0.8680861738155372,0,138.04946996850668,9.74828358645141,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2405,-0.9638560912262948,0,0.015638658391966237,2.8782263872981277e-4,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2406,-0.998980308313054,2.651253025018272e-10,0.058675815520980563,2.9930880790925587e-5,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2407,-0.9993659000564797,2.3839265184225416e-12,0.05955744559892546,1.8888675099151443e-5,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2408,-0.9985444382410621,0,0.6708124518313998,4.885600408088066e-4,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2409,-0.999845648598068,0,3.1133612413198355,2.4029438104648763e-4,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2410,-0.9999999738186643,8.273178512338807e-13,0.11570955799161457,1.5147154044825584e-9,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2412,-0.9998073866067835,0,4.561340928960798,4.3932998739182945e-4,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2413,-0.999999997775412,2.4821097980634324e-16,0.3747174263709108,4.167959559708834e-10,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,PMID:14598172
r2416,-0.9999999128345555,0,1.303140876235612,5.6794429337969633e-8,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.19.1,83884.1,NA,"PMID:14598172,PMID:8132483"
r2439,-1,0,86.87591162539721,0,"Transport, extracellular","Zinc (Zn2+)-Iron (Fe2+) Permease (Zip), Tcdb:2.A.53.2.2",10861.1,NA,PMID:12759755
r2447,0.9999999998428479,0,1.1238455772399902e-8,143.02654544250964,"Transport, extracellular",Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.3,9154.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
r2465,1,0.01042725724421441,0,7.768612787132011,"Transport, extracellular",Cation Diffusion Facilitator (Cdf) Tcdb:2.A.4.2.3,7779.1,NA,PMID:12748859
r2483,-0.6994666830673815,0,116.04077923698128,20.520626047573426,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2484,-0.6559469670512814,0,17.99344608646892,3.738464952336345,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2486,-0.4470546008324762,0,266.2205884515423,101.72764003740102,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2487,0.8263350672468532,0,19.74998225922808,207.69930121012254,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2490,0.5108372824822498,8.378374826074808e-14,3.296024419015646,10.18016377349943,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2492,-0.6159194188343082,0,172.06587413909287,40.89755972225368,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2494,0.34625133574341854,0,133.1851550173234,274.2654825110197,"Transport, extracellular",Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,6579.1,NA,PMID:14579113
r2505,-0.5362460490363397,0,25.98052095611228,7.842864265818033,"Transport, endoplasmic reticular",ATP-Binding Cassette (ABC) Tcdb:3.A.1.208.8,4363.1,NA,PMID:17404808
r2509,-0.9759521994244716,0,-3.0787894456028937,-252.97701373965376,"Transport, endoplasmic reticular",Utilized Transport,NA,NA,PMID:17466261
r2512,-1,0,19.00979104891012,NA,"Transport, endoplasmic reticular",Utilized Transport,NA,NA,PMID:17466261
r2518,0.5619264353037985,0,23.597379427170086,84.135117253083,"Transport, peroxisomal",ATP-Binding Cassette (ABC) Tcdb:3.A.1.203.1,5825.1,NA,PMID:17173541
r2520,0.7990390937074956,0,-354.60269519530533,-39.610745119138386,"Transport, mitochondrial",Mitochondrial Carrier (Mc) Tcdb:2.A.29.2.1,8402.1,NA,PMID:15845418
r2521,-1,0,NA,-69.27642859935028,"Transport, endoplasmic reticular",Utilized Transport,NA,NA,PMID:8691743
r2525,-0.9626994001512841,0,-0.046022168350219723,-2.421614734910149,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.44.1,8501.1,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r2526,-0.9644404550551884,0,-2.6357354377746587,-145.60774978484662,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.44.1,8501.1,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r2534,0.889938418003207,0,-94.06466546187238,-5.477906471508741,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.44.1,8501.1,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r2535,0.6951003230108945,0,-156.6578138561949,-28.17822414058158,"Transport, extracellular",Major Facilitator (Mfs) Tcdb:2.A.1.44.1,8501.1,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r2537,-1.19461681322963,0,27.479886248454825,-2.4368937016010284,"Transport, endoplasmic reticular",Utilized Transport,NA,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
r2538,-0.37328149339872363,0,176.50171437101363,80.54932027766705,"Transport, endoplasmic reticular",Utilized Transport,NA,NA,"PMID:10049700,PMID:10574970,PMID:11389679,PMID:11557028,PMID:11564694,PMID:12824232,PMID:12930836,PMID:14574404,PMID:16288981,PMID:911815"
RE0383C,-0.9599432777775547,0,864.7102784973144,17.672684623779915,Miscellaneous,Alcohol Dehydrogenase (NADP+),10327.1,NA,PMID:1748675
RE0453C,-1,0,NA,-75.45270160999894,Pyrimidine synthesis,Nucleoside-Diphosphate Kinase,NA,NA,PMID:3026468
RE0453M,-0.7144521550179999,0,-15.7987898245594,-94.85720077172965,Pyrimidine synthesis,Nucleoside-Diphosphate Kinase,4833.1,NA,PMID:3026468
RE0453N,-0.85981219059522,0,136.68850273994755,10.30322409264337,Pyrimidine synthesis,Nucleoside-Diphosphate Kinase,4830.1 or 4831.1,NA,PMID:3026468
RE0577C,-1.1114223392314109,0,1.6329181822218413,-30.94334539970225,Fatty acid synthesis,Palmitoyl Coenzyme A Hydrolase,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0578C,0.41099477983929134,0,-257.8782406874031,-107.64861224223674,Fatty acid synthesis,Palmitoyl Coenzyme A Hydrolase,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0579C,1.1760914262794897,0,-13.328913427810638,1.0785885868186702,Fatty acid synthesis,Palmitoyl Coenzyme A Hydrolase,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0830C,-0.590717030584131,0,-86.94777018909119,-337.93074509916306,Tetrahydrobiopterin metabolism,4A-Hydroxytetrahydrobiopterin Dehydratase,NA,NA,"PMID:10727395,PMID:1355046,PMID:1988938"
RE0915C,1,0,NA,201.91212285442947,Starch and sucrose metabolism,Alpha-Amylase,NA,NA,"PMID:385176,PMID:8528071,PMID:890964"
RE0936E,-0.47987401699728227,0,-114.9205796928374,-326.9745897405148,Miscellaneous,RE0936E,59272.1,NA,"PMID:10969042,PMID:11815627"
RE0937E,-0.38984722306500635,0,-192.67167489757836,-438.88055982446673,Miscellaneous,RE0937E,59272.1,NA,"PMID:10969042,PMID:11815627"
RE0938E,0.475050609168841,0,-354.0331764201313,-125.99533815350942,Miscellaneous,RE0938E,59272.1,NA,"PMID:10969042,PMID:11384769,PMID:11815627"
RE1099C,1.77328847122899,0,-0.36684460816065656,1.315635704393164,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:10049998,PMID:1606923"
RE1100C,0.5672803343979865,0,29.842314715576993,108.08677465945482,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:10049998,PMID:1606923"
RE1100R,-0.5872170523517772,0,-27.392683251331654,-105.3292879802704,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:10049998,PMID:1606923"
RE1135C,-1.4688944607265697,0,70.29866436486206,-13.35117998825254,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:10049998,PMID:1606923"
RE1135R,1.4505827587979114,0,-70.54307221315335,12.970585048706829,Steroid metabolism,Steryl-Sulfatase,412.1,NA,"PMID:10049998,PMID:1606923"
RE1233C,1,0,0,5.979064403559268,Tryptophan metabolism,Kynurenine-Oxoglutarate Transaminase,883.1,NA,PMID:10756023
RE1254C,0.3342317177001357,0,12.086039777263487,24.221006078128866,Lysine metabolism,Dopamine Beta-Monooxygenase,NA,NA,"PMID:3443096,PMID:7759508,PMID:9763470"
RE1303C,-0.43644925281784674,0,6.240332104738534,2.4482200212722245,Vitamin D metabolism,RE1303C,NA,NA,PMID:7937829
RE1441R,0.3340521045370122,0,2.017196375622345,4.040924355339428,Phosphatidylinositol phosphate metabolism,1-Phosphatidylinositol-4-Phosphate 5-Kinase,5305.1 or 8396.1 or 79837.1,NA,"PMID:10231032,PMID:10358929,PMID:11493657,PMID:9211928"
RE1447M,-0.3551368167550774,0,4.8527688252845635,2.309266425008006,Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",54995.1,NA,"PMID:11756679,PMID:7556092,PMID:7567999,PMID:9295334,PMID:9356448"
RE1448N,0.45321554206717735,0,-574.0015491054535,-215.97286623687745,Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",NA,NA,"PMID:7556092,PMID:9367831"
RE1448R,0.3340521045370122,0,2.017196375622345,4.040924355339428,Phosphatidylinositol phosphate metabolism,"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",93492.1,NA,"PMID:7556092,PMID:9367831"
RE1521M,1.2279153403521874,0,-3.6522807044785486,0.37362766203287073,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1526M,1.2279153403521874,0,-3.6522807044785486,0.37362766203287073,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3295.1 or 1962.1 or 3033.1 or 3028.1,NA,PMID:11451959
RE1530C,-1,0,NA,-9.734879916742443,Pyrimidine synthesis,Thymidine Kinase,NA,NA,PMID:11812127
RE1533M,1.2279153403521874,0,-3.6522807044785486,0.37362766203287073,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1573M,1.227915340355598,0,-3.6522807044904693,0.3736276620391093,Fatty acid oxidation,Dodecenoyl Coenzyme A Isomerase,1632.1 or 10455.1 or 1962.1,NA,PMID:10407780
RE1587C,-0.3766144262051045,0,4.459142436919567,2.019276431916536,Androgen and estrogen synthesis and metabolism,Quinine 3-Monooxygenase,NA,NA,"PMID:1449532,PMID:9380738"
RE1630C,-0.3766144262051045,0,4.459142436919567,2.019276431916536,Androgen and estrogen synthesis and metabolism,Catechol O-Methyltransferase,NA,NA,"PMID:11559542,PMID:9380738"
RE1807M,-0.456538303518953,0,-33.34874533745805,-89.37837803993374,Bile acid synthesis,RE1807M,1593.1,NA,PMID:9660774
RE1834X,-0.8260492045936816,0,58.52879704973292,5.575496418915749,Bile acid synthesis,Palmitoyl Coenzyme A Hydrolase,10005.1 or 122970.1 or 570.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE1835C,0.49504271170996494,0,4.925323361210819,14.58255770290736,Bile acid synthesis,Palmitoyl Coenzyme A Hydrolase,641372.1 or 641371.1 or 570.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE1836X,-0.4455721748906853,0,72.91221617682166,27.96440201394465,Bile acid synthesis,Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase,6342.1,NA,PMID:10706581
RE1845C,0.5942728914431529,0,46.082767727965674,181.07862600724698,Bile acid synthesis,Bile Acid-CoA:Amino Acid N-Acyltransferase,570.1,NA,PMID:11980911
RE1845X,-0.6627779446758524,0,-41.657203646957875,-205.40376398112775,Bile acid synthesis,Bile Acid-CoA:Amino Acid N-Acyltransferase,570.1,NA,PMID:11980911
RE1916C,-0.43717668003783716,0,9.76739360147503,3.825080778526571,Tyrosine metabolism,Glutathione Transferase,NA,NA,PMID:10903891
RE1919C,-1,0,NA,-874.9487990356446,Tyrosine metabolism,RE1919C,NA,NA,"PMID:10556560,PMID:8891914"
RE1921C,-1,0,NA,-874.9487990356446,Tyrosine metabolism,Aromatic-L-Amino-Acid Decarboxylase,NA,NA,"PMID:10556560,PMID:8891913"
RE2147C,-0.835886866125425,0,140.00465491434633,12.515260661738449,Vitamin A metabolism,Glucuronosyltransferase,54658.1,NA,PMID:10702251
RE2269E,2.75163291248121,0,-460.4412295606613,214.9794584855482,Miscellaneous,Chymase,1215.1,NA,PMID:1800960
RE2270E,1.0329899844247183,0,-4.061997052206632,250.31837595265284,Miscellaneous,Carboxypeptidase A,1357.1 or 1358.1 or 57094.1 or 93979.1,NA,PMID:1800960
RE2273E,-0.3467228242405219,0,-380.91646263408063,-785.2545801280976,Miscellaneous,Carboxypeptidase A,1357.1 or 1358.1 or 57094.1 or 93979.1,NA,PMID:1309362
