Reaction,fc,pval,S1C1,S1K1,subSystem,rxnNames,geneRules,kegg,source
ME1m,-0.4341884306900821,0,8.574991314068946,3.3829789645547,Pyruvate metabolism,"Malic Enzyme (NAD), Mitochondrial",4200.1,NA,NA
ME2m,-0.5467128776832855,0,16.96529434747333,4.971930837959241,Pyruvate metabolism,"Malic Enzyme (NADP), Mitochondrial",4200.1 or 10873.1,NA,PMID:1993674
MECOALm,0.9958787572543868,0,0.05528665497787297,26.774802417898176,C5-branched dibasic acid metabolism,"Mesaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",8802.1 and 8803.1,NA,PMID:13783048
MECOAS1m,-0.9958787572544008,0,-0.05528665497768671,-26.774802417898176,C5-branched dibasic acid metabolism,Mesaconate- Coenzyme A Ligase (GDP-Forming),8802.1 and 8801.1,NA,PMID:13783048
MELATN23DOX,-0.5080078729537831,0,14.421508853805452,4.7050608577406585,Tryptophan metabolism,"Melatonin:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",3620.1,NA,PMID:4814344
METt4,1,9.972163441943221e-4,0,0.19685096971956081,"Transport, extracellular",L-Methionine Transport in via Sodium Symport,81539.1 or 11254.1 or 54407.1 or 6584.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958"
METtec,-0.9962442603318459,2.6618964336250315e-9,-0.020026263634860517,-10.644325051590334,"Transport, extracellular",L-Methionine Transport via Diffusion (Extracellular to Cytosol),8501.1 or 124935.1,NA,"PMID:12930836,PMID:14624363,PMID:15659399"
MEVK1x,-0.3555330682146494,0,29.814531198921753,14.17485113048167,Cholesterol metabolism,Mevalonate Kinase (ATP),4598.1,NA,PMID:11111079
MGSA2,0.49076048608651807,0,33.465089567928665,97.96653996431641,Pyruvate metabolism,Methyglyoxylate Synthase 2 (from G3P),NA,NA,"PMID:1537826,PMID:16037240,PMID:8853285"
MI1345PP,-0.3335775659619537,0,4.789753308603444,2.393560854526522,Inositol phosphate metabolism,"Inositol-1, 3, 4, 5-Trisphosphate 5-Phosphatase",3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1,NA,"PMID:10593988,PMID:10764818,PMID:15261714,PMID:2906139,PMID:7721860,PMID:8006039,PMID:8013665,PMID:8530088,PMID:8769125,PMID:9428629,PMID:9824312"
MI134PP,-0.39590431489534805,0,2.8719931010952773,1.2428922394670414,Inositol phosphate metabolism,"Inositol-1, 3, 4-Trisphosphate 1-Phosphatase",3628.1,NA,"PMID:2906139,PMID:8390685"
MI145PK,-0.39590431489534805,0,2.8719931010952773,1.2428922394670414,Inositol phosphate metabolism,"Inositol-1, 4, 5-Trisphosphate 3-Kinase",3706.1 or 80271.1 or 3707.1,NA,"PMID:11085927,PMID:1654894,PMID:2906139"
MI14P4P,-1,0,2.288718966716788,NA,Inositol phosphate metabolism,"Inositol-1, 4-Bisphosphate 4-Phosphatase",NA,NA,PMID:2906139
MI1P_Dtn,-0.44921248464794267,0,-7.559467459190043,-19.89020141850089,"Transport, nuclear",Inositol 1-Phosphate Nuclear Transport (Diffusion),NA,NA,NA
MI34PP,-0.39590431489534805,0,2.8719931010952773,1.2428922394670414,Inositol phosphate metabolism,"Inositol-3, 4-Bisphosphate 4-Phosphatase",3631.2 or 3631.1 or 8821.1,NA,"PMID:2906139,PMID:7608176,PMID:9295334"
MINOHPtn,-0.34278622577102535,0,-16.005366447662354,-32.70136209417144,"Transport, nuclear",Inositol Hexakisphosphate Nuclear Transport (Diffusion),NA,NA,NA
MLTG1,-0.6543851364376153,0,61.80103562113866,12.910752172379265,Starch and sucrose metabolism,Maltodextrin Glucosidase (Maltotriose),2595.1,NA,PMID:12370436
MLTG1e,-0.5169508155750026,0,106.6466447979033,33.95995062091881,Starch and sucrose metabolism,"Maltodextrin Glucosidase (Maltotriose), Extracellular",8972.1,NA,PMID:3143729
MLTG1ly,-0.7121469167319429,0,10.818833719173702,1.8189062007440697,Starch and sucrose metabolism,"Maltodextrin Glucosidase (Maltotriose), Lysosomal",2548.1,NA,PMID:3049072
MMMm,-0.5922422560404021,0,833.8697006378173,213.54591400802136,"Valine, leucine, and isoleucine metabolism",Methylmalonyl Coenzyme A Mutase,4594.1,NA,PMID:8990001
MMSAD1m,-1,0,51.838117412283275,NA,"Valine, leucine, and isoleucine metabolism",Methylmalonate-Semialdehyde Dehydrogenase,4329.1,NA,"PMID:10947204,PMID:1527093"
MMSAD3m,-1,0,79.6227461806763,NA,Propanoate metabolism,"Methylmalonate-Semialdehyde Dehydrogenase (Malonic Semialdehyde), Mitochondrial",4329.1,NA,"PMID:10947204,PMID:1527093,PMID:6418146"
MMTSADm,-0.5922601279757382,0,833.8697006378173,213.53415754699708,"Valine, leucine, and isoleucine metabolism","Malonate-Semialdehyde Dehydrogenase (Acetylating), Mitochondrial",NA,NA,PMID:1527093
MTAP,0.3385171207097859,0,10.199655623159726,20.639103602488518,Arginine and proline metabolism,5'-Methylthioadenosine Phosphorylase,4507.1,NA,"PMID:16000004,PMID:2543672,PMID:3091600"
MTHFCm,-1.1360960683600296,0,9.405721374887612,-147.62751555641591,Folate metabolism,"Methenyltetrahydrifikate Cyclohydrolase, Mitochondrial",25902.1 or 10797.1,NA,PMID:12937168
MTHFDm,-0.3343675514637177,0,391.8586122114703,195.473733785142,Folate metabolism,"Methylenetetrahydrofolate Dehydrogenase (NADP), Mitochondrial",25902.1 or 10797.1 or 4522.1,NA,"PMID:12937168,PMID:8218174"
N2M2NMASNtly,-0.49341711891823253,0,4.813722346615011,1.6328655297873504,"Transport, lysosomal","N2M2Nmasn Transport, Extracellular to Lysosome",NA,NA,NA
N4Tg,-1,0,0.8603653269334541,NA,O-glycan metabolism,"N-Acetylgalactosamine 4-Beta-Galactosyltransferase, Golgi Apparatus",NA,NA,NA
NABTNO,-0.3387615532415842,0,13.64685937919959,6.74042967336699,Arginine and proline metabolism,N4-Acetylaminobutanal:NAD+ Oxidoreductase,8854.2 or 501.1 or 216.1 or 224.1 or 8854.3 or 223.1 or 8854.1,NA,NA
NACHEX1ly,0.3488690135788581,0,0.9591209273542691,1.986894382486703,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX27ly,-0.39906373995007993,0,4.493160411555064,1.9299356679922262,Hyaluronan metabolism,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12562784"
NACHEX3ly,0.39158456481157633,0,0.8160025659273099,1.8663835759515446,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX6ly,-0.3787064347307756,0,5.672838798595988,2.5563804981192573,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX7ly,-0.3686609144074089,0,5.578626270573365,2.573321683589922,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEXA3ly,-0.3868247759436828,0,4.098632982452848,1.8121829382735186,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase A, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEXA7ly,0.47093158288614806,0,0.1489495020377055,0.41411378890771694,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase A, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NADNe,-1,0,8.22934921848349,NA,NAD metabolism,"NAD Nucleosidase, Extracellular",952.1,NA,PMID:8394137
NADPHtru,-1,0,134.23721181106566,NA,"Transport, endoplasmic reticular","Transport of NADPH, Endoplasmic Reticulum",NA,NA,NA
NADPNe,-1,0,210.30065338706189,NA,NAD metabolism,"Transport of NADP Nucleosidase, Extracellular",952.1,NA,PMID:8394137
NADPtru,-1,0,134.23721181106566,NA,"Transport, endoplasmic reticular","Transport of NADP, Endoplasmic Reticulum",NA,NA,NA
NADtn,0.4934183273734864,0,13.696098608053243,40.376519286084175,"Transport, nuclear","Transport of NAD, Nuclear Through Pores",NA,NA,NA
NAGA2ly,0.3919515490610951,0,5.469285256063409,12.520351088271093,Keratan sulfate degradation,"N-Acetylgalactosaminidase, Alpha-",4668.1,NA,"PMID:2174888,PMID:2551294"
NAGAlby,0.43311159207914707,0,1.773264450741986,4.4828678884098965,Sphingolipid metabolism,"N-Acetylgalactosaminidase, Beta-",NA,NA,NA
NAGAly,0.5923483313169302,0,0.3719718883482078,1.4529777778698816,Sphingolipid metabolism,"N-Acetylgalactosaminidase, Alpha-",4668.1,NA,"PMID:2174888,PMID:2551294"
NAHCO3_HCLt,-1.1808015942288972,0,229.55709618934245,-19.03166664378047,"Transport, extracellular",Bicarbonate Transport (HCl/ (Hcl/NaHCO3 Exchange),9498.1 or 57282.1,NA,PMID:14722772
NAtx,-1,0,36.39373571482897,NA,"Transport, peroxisomal",Sodium Transport via Diffusion (Perioxisome),NA,NA,NA
NCCt,-0.8263148680976398,0,28.914607004666042,2.7498200990618207,"Transport, extracellular",Na+-Cl- Symport,6559.1,NA,"PMID:12739168,PMID:8528245,PMID:8670281,PMID:8812482"
NDP10ex,-0.8118891873223653,0,70.12967171251604,7.280880989279852,Nucleotide interconversion,"Nucleoside-Diphosphatase (IDP), Extracellular",124583.1 or 953.1 or 377841.1 or 956.1,NA,"PMID:12234496,PMID:12600208"
NDP7ex,-0.6366475959922754,0,33.317695450772995,7.396867088358058,Nucleotide interconversion,"Nucleoside-Diphosphatase (UDP), Extracellular",124583.1 or 953.1 or 377841.1 or 956.1,NA,PMID:12600208
NDP8ex,-0.6366475959922754,0,33.317695450772995,7.396867088358058,Nucleotide interconversion,"Nucleoside-Diphosphatase (UTP), Extracellular",124583.1 or 953.1 or 377841.1 or 956.1,NA,"PMID:12234496,PMID:12600208"
NDPK10,-1.0238823438584113,0,6.604613916127383,-559.7005709363818,Nucleotide interconversion,Nucleoside-Diphosphate Kinase (ATP:DIDP),(4832.1) or (4831.1 and 4830.1) or (10201.1) or (29922.2) or (29922.1) or (4831.1 and 4830.2),NA,PMID:7050910
NDPK10n,1.0238823438584113,0,-6.604613916127383,559.7005709363818,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:DIDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK1m,0.9898178527153806,0,-270.48135789262983,-1.3840870007514956,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:GDP), Mitochondrial",4833.1 or 10201.1,NA,PMID:9099850
NDPK1n,-1.4709605200644091,0,1.4372336515021744,-0.27393408452672885,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:GDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:15242782
NDPK2n,-1.010913687119538,0,0.07136552702290937,-13.149535395966097,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:UDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,NA
NDPK3n,1.0087850334704676,5.065110028960188e-4,-0.24069786258526144,0.0010526456260122358,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:CDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK4n,2.084899231532399,0,-11.751214209263027,33.41445051308945,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dTDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK5m,0.8102212206213385,0,3.5935309824619197,34.27720455738287,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dGDP), Mitochondrial",4833.1 or 10201.1,NA,PMID:9099850
NDPK5n,-0.7656278399990871,0,-0.7236292827582919,-5.451415421830117,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dGDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK7m,0.4076422669081653,0,3.30141657032198,7.845282074397674,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Mitochondrial",4833.1,NA,PMID:9099850
NDPK7n,-0.9714390834155067,0,-1.4643579266160272,-101.07842443010136,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dCDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK8n,1.1016342841047881,0,-14.990922241836786,0.7249556507728062,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:dADP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,PMID:7050910
NDPK9n,-0.5975609786700831,0,160.1901089477539,40.353233167558535,Nucleotide interconversion,"Nucleoside-Diphosphate Kinase (ATP:IDP), Nuclear",(4831.1 and 4830.1) or (4830.2 and 4831.1),NA,NA
NMNATr,0.6371729152700955,0,-658.4261251214266,-145.91912024662494,NAD metabolism,Nicotinamide-Nucleotide Adenylyltransferase,349565.1 or 23057.1 or 23057.2,NA,NA
NNMT,-0.9774118928180566,0,599.6720882232428,6.850094030486687,NAD metabolism,Nicotinamide N-Methyltransferase,4837.1,NA,PMID:8182091
NORANMT,-0.8859558068327735,0,125.18879404579401,7.570195949876035,Tyrosine metabolism,Noradrenaline N-Methyltransferase,5409.1,NA,NA
NOS1,0.44307897829036563,0,11.3714849265242,29.465490095952248,Arginine and proline metabolism,Nitric Oxide Synthase (Intermediate Forming),4846.1 or 201288.1 or 4842.1 or 4843.2 or 4843.1 or 645740.1,NA,"PMID:7545544,PMID:7558036"
NOS2,0.5169042166945046,0,2.5223166839632905,7.91998801472315,Arginine and proline metabolism,Nitric Oxide Synthase (No Forming),4846.1 or 201288.1 or 4842.1 or 4843.2 or 4843.1 or 645740.1,NA,"PMID:7545544,PMID:7558036"
NRVNCCOAtx,0.4099520609279986,0,8.462812000200836,20.22235555927148,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
NS26T2g,0.39193306235079833,0,0.6468027446008158,1.4806036462197982,O-glycan metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase",55808.1,NA,PMID:10536037
NS26Tg,0.553638449736398,0,1.5267207362383264,5.314015144066375,O-glycan metabolism,"Alpha-N-Acetylgalactosaminide Alpha-2, 6-Sialyltransferase",55808.1,NA,NA
NTD1m,-1,0,25.720780161112593,NA,Nucleotide interconversion,"5'-Nucleotidase (dUMP), Mitochondrial",56953.1,NA,PMID:10899995
NTD2e,-0.7050090259426743,0,23.422561036056514,4.052438426901199,Nucleotide interconversion,"5'-Nucleotidase (UMP), Extracellular",4907.1,NA,PMID:2840110
NTD4e,0.5269381891069043,0,16.182722054915015,52.23422339398339,Nucleotide interconversion,"5'-Nucleotidase (CMP), Extracellular",4907.1 or 30833.1,NA,PMID:8450671
O16G2e,0.4243821936073628,0,8.846454481928284,21.89079646368958,Starch and sucrose metabolism,"Oligo-1, 6-Glucosidase (Strch2 ->Strch3), Extracellular",6476.1,NA,NA
O2ter,-1.3123225358168202,0,184.70240078636147,-24.94752409817837,"Transport, endoplasmic reticular","Transport of Oxygen, Endoplasmic Reticulum",NA,NA,NA
O2tp,-0.8975820905026288,0,306.98124502704144,16.568652037731837,"Transport, peroxisomal","Transport of Oxygen, Peroxisomal",NA,NA,NA
OCCOAtm,0.37449215337317826,0,98.61402952289582,216.6946594238281,"Transport, mitochondrial","Octanoyl Coenzyme A Transport, Diffusion",NA,NA,NA
OCCOAtx,1,0,-15.60619781538332,NA,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
OCDCAtr,-0.9835686887077676,0,263.09429674780813,2.1793973224544536,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
OCDCEAtr,-1,0,2.0953761156040387,NA,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
ODECOAtx,-1.3743577575653663,0,1.1942932787240497,-7.5747849586140585,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
OIVD3m,-0.3373400523271507,0,304.8270208791971,151.0436013290547,"Valine, leucine, and isoleucine metabolism",2-Oxoisovalerate Dehydrogenase (Acylating,(1629.1) and (594.1 and 593.1) and (1738.1) or (1629.1) and (1738.1) and (594.2 and 593.1),NA,"PMID:1429740,PMID:2914958"
OMEPRAZOLEte,-0.3429277035459488,0,10.814323984369292,5.291269720808562,"Transport, extracellular",Transport of Xenobiotic,NA,NA,NA
ORNt3m,-1.368056661750362,0,261.1779998732805,-40.59375111613348,"Transport, mitochondrial",Ornithine Mitochondrial Transport via Proton Antiport,83884.1 or 10166.1,NA,PMID:14598172
ORNt4m,-1.210640265005814,0,43.40008028657865,-455.4778023249626,"Transport, mitochondrial",Ornithine Mitochondrial Transport Exchange with Citruline,10166.1 or 83884.1,NA,PMID:14598172
ORNTArm,3.146012335042187,0,-270.8768517389953,523.3235383827329,Urea cycle,"Ornithine Transaminase Reversible, Mitochondrial",4942.1,NA,PMID:9514741
P45027A15m,0.3679961279043967,0,3.4975191052766177,7.5705115182685105,Bile acid synthesis,"5-Beta-Cytochrome P450, Family 27, Subfamily A, Polypeptide 1",1593.1,NA,NA
P4502C19,-0.3429277035459488,0,10.814323984369292,5.291269720808562,Cytochrome metabolism,Cytochrome P450 2C19,1557.1,NA,"PMID:15579107,PMID:3442670"
P4502C93,-0.5463356000432329,0,14.187429832154105,4.162312399425441,Limonene and pinene degradation,Cytochrome P450 2C9,1559.1 or 1557.1,NA,"PMID:11950794,PMID:11996015"
P4503A5,0.6010597612354065,0,2.959587070762306,11.877658126299389,Cytochrome metabolism,Cytochrome P450 3A5,1577.1,NA,PMID:15579107
P4507B11r,0.4360517490632042,0,1.9161026090331048,4.879210988802137,Bile acid synthesis,Oxysterol 7Alpha-Hydroxylase,9420.1,NA,NA
P4508B13r,-0.37178154303750016,0,6.349848245598533,2.907964381823512,Bile acid synthesis,Sterol 12-Alpha-Hydroxylase (NADH),1582.1,NA,NA
PA_HStg,0.6711219811142352,0,-58.93022771065757,-11.59751158861887,"Transport, golgi apparatus",Phosphatidate Scramblase,NA,NA,PMID:10856717
PA_HStn,-0.3441073197894294,0,-4.607207950558506,-9.441456075023813,"Transport, nuclear","Phosphatidate Transport, Nuclear",NA,NA,NA
PAFH,0.6969487344405983,0,21.191652200130093,118.6635776469551,Glycerophospholipid metabolism,Platelet-Activating Factor Acetylhydrolase,(5051.1) or (5049.1 and 5050.1) or (5049.1 and 5050.1 and 5048.1),NA,"PMID:7669037,PMID:8028668,PMID:8955149"
PAFHe,0.7456614535749557,0,17.384547106252374,119.3194433081597,Glycerophospholipid metabolism,Platelet-Activating Factor Acetylhydrolase,7941.1,NA,PMID:8675689
PAFS,0.6969487344405983,0,21.191652200130093,118.6635776469551,Glycerophospholipid metabolism,Alkyl Glycerol Phosphocholine Acetyl Transferase,NA,NA,NA
PCHOL_HStg,-0.6709170045365882,0,81.30635889558047,16.013087462115752,"Transport, golgi apparatus",Phosphatidylcholine Scramblase,NA,NA,PMID:10856717
PCHOLPg_hs,-0.6711219811142263,0,58.93022771065757,11.597511588619241,Glycerophospholipid metabolism,Choline Phosphatase,5337.1,NA,"PMID:11481335,PMID:8530346"
PCm,0.4644116617426189,0,139.4019911303997,381.154492918396,Pyruvate metabolism,Pyruvate Carboxylase,5091.1 or 5091.2,NA,PMID:6548474
PCREATtmdiffir,0.5186179175529653,0,27.622547950735594,87.14095886829868,Urea cycle,Phosphocreatine Transport To/from Mitochondria via Diffusion,NA,NA,"PMID:14977199,PMID:3896131"
PCRNtc,-1,0,21.667347835649807,NA,Fatty acid oxidation,Transport into the Cytosol from Peroxisome (Carnitine),NA,NA,PMID:7654220
PDE1,-0.8484352373718299,0,18.13130501352249,1.4866990657572532,Nucleotide interconversion,"3', 5'-Cyclic-Nucleotide Phosphodiesterase",5139.1 or 5142.1 or 5151.3 or 5153.1 or 5150.2 or 5143.1 or 5150.1 or 5137.1 or 5144.1 or 5136.2 or 5140.2 or 5151.2 or 10846.1 or 5151.5 or 5140.1 or 5141.1 or 5138.1 or 5136.1 or 5151.4 or 5151.1 or 27115.1 or 50940.1 or 8622.1,NA,"PMID:10725373,PMID:10872825,PMID:10906126,PMID:10952971,PMID:11050148,PMID:11114167,PMID:12038792,PMID:12135876,PMID:12154085,PMID:12388353,PMID:12681444,PMID:12764607,PMID:14604994,PMID:15147193,PMID:15272012,PMID:15480303,PMID:8884271,PMID:9210593,PMID:9419816"
PDE4,-1,0,4.530703287552976,NA,Nucleotide interconversion,"3', 5'-Cyclic-Nucleotide Phosphodiesterase",(5139.1) or (5146.1) or (5152.17) or (50940.1) or (5152.6) or (5136.1) or (5152.11) or (5152.2) or (8654.2) or (10846.1) or (5152.10) or (5145.1 and 5158.1 and 5149.1) or (5140.1) or (5152.12) or (5152.15) or (5137.1) or (5136.2) or (5138.1) or (5152.5) or (5153.1) or (5152.20) or (5152.19) or (5152.16) or (8654.3) or (5152.14) or (5152.13) or (5152.7) or (5152.3) or (5140.2) or (8654.1) or (5152.18) or (5145.1 and 5146.1 and 5158.1 and 5147.1 and 5148.1) or (5152.4),NA,"PMID:10952971,PMID:12038792,PMID:12135876,PMID:12154085,PMID:12565835,PMID:14527714,PMID:14604994,PMID:15147193,PMID:15272012,PMID:15480303,PMID:8786098,PMID:8884271,PMID:9210593,PMID:9419816,PMID:9624146,PMID:9716380"
PE_HSter,0.6926473526306799,0,9.20075127933994,50.670223368775986,"Transport, endoplasmic reticular",Phosphatidylethanolamine Scramblase,NA,NA,"PMID:10856717,PMID:15311932"
PEPCK,0.3861666359804969,0,4.924660100892704,11.120932692060252,Glycolysis/gluconeogenesis,Phosphoenolpyruvate Carboxykinase (GTP),5105.1,NA,"PMID:17211624,PMID:17888579,PMID:17888580,PMID:8325643"
PERILLYLte,0.5463356000432313,0,-14.187429832154105,-4.162312399425461,"Transport, extracellular",Transport of Xenobiotic,NA,NA,NA
PEROXx,0.35344039333384897,0,3.7136724283779885,7.7738142320608254,Fatty acid oxidation,Peroxisomal Lumped Long Chain Fatty Acid Oxidation,3295.1 and 8310.1 and 30.1 and 1962.1,NA,"PMID:11591435,PMID:12814641,PMID:15599942,PMID:1679347,PMID:7487879,PMID:8188243"
PEt,0.5786824997617256,0,155.9669305060029,584.4102454612732,"Transport, extracellular",Phosphatidylethanolamine Transport,NA,NA,"PMID:11591435,PMID:12814641,PMID:15599942,PMID:1679347,PMID:7487879,PMID:8188243"
PETOHMr_hs,0.7104419327845782,0,92.98176427786946,549.2504841415405,Glycerophospholipid metabolism,Phosphatidylethanolamine N-Methyltransferase,10400.2 or 10400.1 or 10400.3,NA,PMID:9989271
PFK26,0.49395007863406015,0,1.8595297747869293,5.489665220709365,Fructose and mannose metabolism,6-Phosphofructo-2-Kinase,5210.1 or 5207.1 or 5209.1 or 5208.1,NA,NA
PGCD,0.8933072836625991,0,1.955259836223407,34.696911058745066,"Glycine, serine, alanine, and threonine metabolism",Phosphoglycerate Dehydrogenase,26227.1,NA,PMID:10713460
PGDI,-0.45033900355000667,0,-18.13680146779865,-47.85587978459466,Eicosanoid metabolism,Prostaglandin-H2 D-Isomerase [Precursor],5730.1 or 27306.1,NA,"PMID:9065498,PMID:9353279"
PGDIr,1.6180548673644342,0,-227.83560724053382,53.786079034966974,Eicosanoid metabolism,Prostaglandin-H2 D-Isomerase [Precursor],5730.1 or 27306.1,NA,"PMID:9065498,PMID:9353279"
PGESr,-0.9779657742707615,0,160.9414488009855,1.7928622720375658,Eicosanoid metabolism,Prostaglandin E Synthase,80142.4 or 80142.2 or 9536.1 or 80142.1 or 9536.2 or 80142.3,NA,PMID:11847219
PGISr,-0.7241360797717216,0,-25.033420321219086,-156.45765905229123,Eicosanoid metabolism,Prostaglandin I2 Synthase,5740.1,NA,"PMID:2120373,PMID:2491846"
PGLer,0.4587093501492888,0,128.18517305421233,345.44271277594567,Pentose phosphate pathway,"6-Phosphogluconolactonase, Endoplasmic Reticulum",9563.1,NA,"PMID:10349511,PMID:12831846,PMID:2156506"
PGSr,-0.4969815004562041,0,5.6176182030704584,1.8876424849988238,Eicosanoid metabolism,Prostaglandin G/H Synthase,5743.1 or 5742.1,NA,"PMID:14511332,PMID:1907252"
PHEMEtm,-0.37140670997159025,0,2.747770457254589,1.2594586707281832,"Transport, mitochondrial",Transport of Heme,NA,R01512,NA
PHEt4,1,2.337553418488449e-12,0,10.634869749833642,"Transport, extracellular",Transport of L-Phenylalanine  via Sodium Symport,(54407.1) or (84889.1) or (11254.1) or (6542.1) or (81539.1) or (6541.1) or (55089.1) or ((340024.1) and (57393.1 or 59272.1)),NA,"PMID:10747860,PMID:10891391,PMID:10930503,PMID:11325958,PMID:11342143,PMID:11414754,PMID:11591158,PMID:11891586,PMID:12049641,PMID:1348489,PMID:14770310,PMID:7534987,PMID:8954799"
PHETA1m,-0.4873735797888892,0,256.78660683128834,88.50204199321941,Phenylalanine metabolism,"Phenylalanine Transaminase, Mitochondrial",6898.1 or 2806.1,NA,NA
PIK4,-0.4682260451461675,0,6.175817451570259,2.2368073918412783,Glycerophospholipid metabolism,Phosphatidylinositol 4-Kinase,5298.1 or 55361.1 or 5297.1,NA,"PMID:12324459,PMID:164238,PMID:8662589"
PIPLC,-0.4409625394395791,0,26.338900373122375,10.218469651730778,Inositol phosphate metabolism,Phosphatidylinositol Phospholipase C,23236.2 or 5336.1 or 23007.1 or 113026.1 or 89869.1 or 84812.1 or 9651.1 or 5335.1 or 51196.1 or 257068.1 or 5332.2 or 5331.1 or 5335.2 or 5334.1 or 5332.1 or 5330.1 or 23236.1 or 5333.1,NA,"PMID:10702670,PMID:10702683,PMID:10760467,PMID:11022047,PMID:11022048,PMID:11118617,PMID:12117804,PMID:12213492,PMID:12416999,PMID:13333955,PMID:15140260,PMID:1644792,PMID:2167438,PMID:7607669,PMID:7612006,PMID:7633416,PMID:7789993,PMID:7835906,PMID:7849701,PMID:7890667,PMID:8530101,PMID:9345909"
PIPLCn,0.44921248464794267,0,7.559467459190043,19.89020141850089,Inositol phosphate metabolism,"Phosphatidylinositol Phospholipase C, Nucleus",23236.2 or 23236.1,NA,"PMID:10760467,PMID:11118617,PMID:12213492"
PIter,0.8466861441772854,0,15.663408443632724,188.6678747216046,"Transport, endoplasmic reticular","Phosphate Transport, Endoplasmic Reticulum",2542.1,NA,PMID:11879177
PItx,-0.5674199162381934,0,-103.54260885780714,-375.17850080299377,"Transport, peroxisomal","Phosphate Transporter, Peroxisome",NA,NA,NA
PLA2_2,0.4374155839314374,0,7.829288993227103,20.004005956318537,Glycerophospholipid metabolism,Phospholipase A2,8398.1 or 5320.1 or 8398.2 or 50487.1 or 5321.1 or 81579.1 or 5322.1 or 64600.1 or 100137049.1 or 123745.1,NA,"PMID:9272153,PMID:9417066"
