Reaction,fc,pval,S1C2,S1K2,subSystem,rxnNames,geneRules,kegg,source
SO4t4_2,1,0,-55.98779090976715,0,"Transport, extracellular",Sulfate Transport via Sodium Symport,26266.1,NA,"PMID:10535998,PMID:15607730"
SPH1Ptr,0.6313058185032756,0,2.1997244724129494,9.73279078173674,"Transport, endoplasmic reticular","Transport of (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",NA,NA,"PMID:15052333,PMID:15585321"
SPHINGStl,-0.4163956593948336,0,-53.501048591305405,-129.84593795039058,"Transport, lysosomal",Sphingosine Intracellular Transport,NA,NA,NA
SPHINGStr,0.46270287812904853,0,-7.809241562555355,-2.8685819097607723,"Transport, endoplasmic reticular",Sphingosine Intracellular Transport,NA,NA,NA
SPHS1Ptr,-0.3786986150829163,0,40.39206891112123,18.202417903086545,"Transport, endoplasmic reticular",Sphingosine-1-Phosphate Transport,NA,NA,"PMID:15052333,PMID:15585321"
SPODMm,-0.9775735476712225,0,294.5411334663391,3.3402108843564986,ROS detoxification,Superoxide Dismutase,6648.1,NA,"PMID:12649272,PMID:9376114"
SPODMn,0.48341354085667876,0,5.001082564354206,14.360952486458887,ROS detoxification,"Superoxide Dismutase, Nuclear",6647.1,NA,"PMID:1332049,PMID:3889846"
SPRMS,0.5971923465007757,0,12.95371218540589,51.36339834055305,Urea cycle,Spermine Synthase,6611.1 or 6723.1,NA,PMID:7546290
SPTix,-0.6213031495730396,0,52.66464802791849,12.30117658271945,"Glycine, serine, alanine, and threonine metabolism","Serine-Pyruvate Aminotransferase (Irreversible), Peroxisomal",189.1,NA,"PMID:10960483,PMID:9783918"
SR5ARr,0.6309413748061141,0,2.2519174247238434,9.951658218797792,Steroid metabolism,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase,6716.1 or 6715.1,NA,PMID:2339109
SRTNACT,0.3990923979388914,0,6.9590713173616034,16.20279680842692,Tryptophan metabolism,Acetyl Coenzyme A:Aralkylamine N-Acetyltransferase,15.1,NA,PMID:8661026
ST3GAL62g,0.38644072128141,0,0.4426047246385666,1.000140059738064,Blood group synthesis,"Type 2 Lactosamine Alpha-2, 3-Sialyltransferase",10402.1,NA,PMID:10206952
SUCCt4_2,-0.3348381429609922,0,-473.9379332206726,-951.092465637207,"Transport, extracellular",Succinate Transport via Sodium Symport,9058.1,NA,"PMID:8946005,PMID:8967342"
SUCCtp,-0.5692766026597162,0,-17.426379656690823,-63.4904210757453,"Transport, peroxisomal","Succinate Transporter, Peroxisome",NA,NA,NA
SUCD1m,1.7916052577875226,0,-640.9892240196228,181.76296183122398,Citric acid cycle,Succinate Dehydrogenase,6389.1 and 6392.1 and 6391.1 and 6390.1,NA,PMID:6945861
SUCRe,-0.5043918190393555,0,28.810465940094197,9.491345563362941,Galactose metabolism,"Sucrose Hydrolyzing Enxyme, Extracellular",6476.1 or 8972.1,NA,"PMID:1560017,PMID:3143729"
TAGAT_Dt,-0.34192157578135457,0,30.85371543688313,15.130663969071465,"Transport, extracellular",D-Tagatose Uptake via Diffusion,NA,NA,NA
TAURt4_2_r,-0.999808595926779,0.0036312479050467222,-6.009905785322189e-6,-0.06279208716899157,"Transport, extracellular",Taurine Transport (Sodium Symport) (2:1),6533.1,NA,PMID:12719981
TAURtcx,0.6980550017840231,0,-67.96853869678378,-12.086039777263487,Taurine and hypotaurine metabolism,Taurine Transport (Sodium Symport) (Cytosol to Peroxisome),6533.1,NA,PMID:8010975
TCHOLAt,1,0,-227.43198620940595,NA,"Transport, extracellular",Taurocholate Transport via Bicarbonate Antiport,28231.1 or 6579.1 or 28234.1 or 10599.1,NA,"PMID:12507753,PMID:9007731,PMID:9334206"
TCHOLAtx,0.6290337914086258,0,8.817985826078301,38.72265599982701,"Transport, peroxisomal",Bile Acid Intracellular Transport,NA,NA,NA
TDCHOLAtx,0.3410056972780051,0,-84.7693935933873,-41.657203646957875,"Transport, peroxisomal",Bile Acid Intracellular Transport,NA,NA,NA
TETPENT3CPT1,-0.42948105188413294,0,-42.68454701154828,-106.94956120699048,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETPENT3CPT2,-0.42948105188413294,0,-42.68454701154828,-106.94956120699048,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETPENT3CRNt,-0.42948105188413294,0,-42.68454701154828,-106.94956120699048,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
TETPENT3t,0.35466101980221615,0,6.450499681938483,13.540543412844139,"Transport, extracellular",Fatty Acid Transport via Diffusion,NA,NA,"PMID:11788354,PMID:12864740"
TETPENT6CPT1,-0.6506862397182932,0,-49.38127612465098,-233.35179505369067,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETPENT6CPT2,-0.6506862397182932,0,-49.38127612465098,-233.35179505369067,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETPENT6CRNt,-0.6506862397182932,0,-49.38127612465098,-233.35179505369067,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
TETTET6CPT1,-0.7159499410023135,0,-40.94586006574631,-247.3544501699209,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TETTET6CPT2,-0.7159499410023135,0,-40.94586006574631,-247.3544501699209,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TETTET6CRNt,-0.7159499410023135,0,-40.94586006574631,-247.3544501699209,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
THBPT4ACAMDASE,-0.44490188930467295,0,338.9057335114479,130.19979679488839,Tetrahydrobiopterin metabolism,Tetrahydrobiopterin-4A-Carbinolamine Dehydratase,5092.1 or 5092.2,NA,PMID:10727395
THFt2,1.2484447460799228,0,-259.23928271170706,28.644972432407737,"Transport, extracellular",Tetrahydrofolate Transport via Anion Antiport,6573.1 or 6573.2,NA,"PMID:11375437,PMID:14770311"
THMDt4,-0.5190587750918585,0,18.08631417424828,5.726212991666794,"Transport, extracellular",Thymidine Transport in via Sodium Symport,9154.1 or 9154.2 or 64078.1,NA,PMID:12856181
THMMPt4,0.7864690207784822,0,-161.25839741782062,-19.27470507902503,"Transport, extracellular",Thiamine Monophosphate Transport in via Anion Antiport,6573.1 or 6573.2,NA,"PMID:10542220,PMID:14770311"
THRASNNaEx,0.6901744411641073,0,8.072362184726618,44.03671632420532,"Transport, extracellular",L-Threonine/L-Asparagine Na-Dependent Exchange (Thr-L In),6510.1,NA,PMID:14530974
THRCYSNaEx,0.7618863364382716,0,3.245355935945576,24.013524444131832,"Transport, extracellular",L-Cysteine/L-Threonine Na-Dependent Exchange (Thr-L In),6509.1 or 6510.1,NA,PMID:14530974
THRGLNNaEx,0.9266237930344057,0,1.5114077170172462,39.68471782612889,"Transport, extracellular",L-Threonine/L-Glutamine Na-Dependent Exchange (Thr-L In),6510.1,NA,PMID:14530974
THYOXt,1,0,-17.30556939477363,NA,"Transport, extracellular",T4 Transport via Bicarbonate Antiport,53919.1 or 6579.1 or 28231.1 or 10599.1,NA,"PMID:12507753,PMID:9007731,PMID:9334206"
THYOXt2,-0.5856748377175787,0,99.84381874165616,26.088454845243174,"Transport, extracellular",T4 Transport via Facilitated Diffusion,6567.1,NA,"PMID:12871948,PMID:7981683"
TMDPP,-1.672550679846906,0,26.88285407276554,-106.82583793499265,Pyrimidine catabolism,Thymidine Phosphorylase,1890.1,NA,"PMID:7028324,PMID:718961,PMID:9693094"
TMNDNCCPT1,0.40813330368551853,0,0.7070594728035848,1.6821929626059486,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
TRIODTHYt,-1,0,18.696589968346057,NA,"Transport, extracellular",T3 Transport via Bicarbonate Antiport,28234.1 or 28231.1 or 10599.1 or 6579.1 or 53919.1,NA,"PMID:12507753,PMID:9007731,PMID:9334206"
TRIODTHYt2,1.324916484125595,0,-9.81194169135131,70.20864158644527,"Transport, extracellular",T3 Transport via Facilitated Diffusion,6567.1,NA,"PMID:12871948,PMID:7981683"
TRIOK,0.4857021775727594,0,28.29662820335729,81.74322407449483,Fructose and mannose metabolism,Triokinase,NA,NA,NA
TSTSTERONEtr,-0.4825098254046051,0,468.35966740484236,163.48729830011428,"Transport, endoplasmic reticular",Testosterone Intracellular Transport,NA,NA,NA
TTDCAtr,-0.4291494503054048,0,8.793252042853519,3.512321794752378,"Transport, extracellular",Tetradecanoate (Transport),11001.1,NA,"PMID:10811962,PMID:11161786"
TTDCPT2,-0.5128028518084398,0,9.093813634892554,2.9286566083669663,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
TYRDOPO,0.42711731639194295,0,6.096739367956173,15.187686021055281,Tyrosine metabolism,Tyrosine:Dopa Oxidase,7299.1,NA,PMID:5294951
UAGALDP,0.4883093790394054,0,19.767247190746758,57.49524846976698,Aminosugar metabolism,UDP-N-Acetylgalactosamine Diphosphorylase,NA,NA,NA
UDPGLCter,0.49334045959645934,0,7.832113387812558,23.0845585121165,"Transport, endoplasmic reticular",UDP-Glc Endoplasmic Reticulum Transport via CMP Antiport,NA,NA,PMID:10369669
UGCG,0.5646695332710725,0,2.456135486787998,8.827869077576159,Sphingolipid metabolism,Ceramide Glucosyltransferase,7357.1,NA,PMID:8643456
UGT1A10r,0.5189697792785464,0,1.5084382588966874,4.76326024950188,Steroid metabolism,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",54576.1,NA,PMID:7945246
UGT1A1r,0.3487529263135678,0,1.6609447051181043,3.4398680961316703,Steroid metabolism,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",54575.1 or 54576.1,NA,"PMID:15117964,PMID:9295054"
UGT1A2r,0.4307866235873663,0,2.2163011123133547,5.5709407346059825,Steroid metabolism,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",54575.1 or 54576.1 or 54578.1 or 54579.1 or 54600.1 or 54658.1 or 54659.1 or 54577.1 or 54657.1,NA,"PMID:15117964,PMID:9295054"
UGT1A5r2,0.4866828425333498,0,3.034415649773106,8.78835553811671,Vitamin A metabolism,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal (13-Cis)",54576.1 or 54575.1 or 54600.1 or 10720.1 or 7367.1 or 7363.1 or 54578.1 or 54657.1 or 54659.1 or 54579.1 or 7365.1 or 7366.1 or 54490.1 or 54577.1 or 54658.1,NA,"PMID:14704335,PMID:1503811"
UGT1A9r,0.6309413748061141,0,2.2519174247238434,9.951658218797792,Steroid metabolism,"UDP-Glucuronosyltransferase 1-10 Precursor, Microsomal",54490.1,NA,PMID:11300766
UMPK2,-2.8759439910042954,0.013808748178329807,3.106557566793263,-6.418551508712769,Nucleotide interconversion,UMP Kinase (CTP),51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK3,0.5773782090423158,0,-89.32641687826961,-23.932935084634646,Nucleotide interconversion,UMP Kinase (UTP),51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK3n,0.9614553182088893,0,1.5816483371994225,80.48665596330157,Nucleotide interconversion,"UMP Kinase (UTP), Nuclear",51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK4n,-0.8128302153322389,0,-0.021527650763839494,-0.20850574700976504,Nucleotide interconversion,"UMP Kinase (GTP), Nuclear",51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK5,0.9814613886332921,0,-12.547951975300908,-0.11739900986850282,Nucleotide interconversion,UMP Kinase (dATP),51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK6,-0.4458699241089679,0,-81.59794751709923,-212.91033155759658,Nucleotide interconversion,UMP Kinase (dCTP),51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK6n,-0.7533831534811906,0,43.54705296954964,6.124980074786089,Nucleotide interconversion,"UMP Kinase (dCTP), Nuclear",51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK7,-0.9610086202363988,0,-0.23985035075098282,-12.062886931446194,Nucleotide interconversion,UMP Kinase (dGTP),51727.1,NA,"PMID:10462544,PMID:11912132"
UMPK7n,1.000007552763954,0,-1.4756703829868696,5.572673993810895e-6,Nucleotide interconversion,"UMP Kinase (dGTP), Nuclear",51727.1,NA,"PMID:10462544,PMID:11912132"
UMPKn,-0.6713247072623001,8.080246323081586e-7,-1.1689035735197366,-5.943913235942015,Nucleotide interconversion,"UMP Kinase, Nuclear",51727.1,NA,"PMID:10462544,PMID:11912132"
URAt,-1.10794873515282,0,44.84107957874469,-875.6257944763183,"Transport, extracellular",Uracil Transport via Faciliated Diffusion,3177.1,NA,"PMID:12006583,PMID:12838422"
UREAt5,-0.4605306953619519,0,561.4366141689301,207.3751827372536,"Transport, extracellular","Urea, Water Symport",6523.1,NA,"PMID:11024018,PMID:11034615,PMID:12748858,PMID:2490366,PMID:8063771"
Uritn,-0.6673785832621565,0,-2.6474192611344085,-13.271094267541821,"Transport, nuclear",Uridine Transport in Nucleus,NA,NA,NA
VALt5m,-0.34873460811475415,0,18.029491378786275,8.705926056653738,"Transport, mitochondrial",Valine Reversible Mitochondrial Transport,NA,NA,PMID:11004451
VALTAm,-0.34873460811475415,0,18.029491378786275,8.705926056653738,"Valine, leucine, and isoleucine metabolism","Valine Transaminase, Mitochondiral",587.1,NA,"PMID:6933702,PMID:9165094"
VALtec,0.9970378976731994,0,-32.02658118433729,-0.047503360229730604,"Transport, extracellular",L-Valine Transport via Diffusion (Extracellular to Cytosol),8501.1 or 124935.1,NA,"PMID:12930836,PMID:14624363,PMID:15659399"
XYLTD_Dr,-1,0,26.652259329156504,NA,Pentose phosphate pathway,Xylitol Dehydrogenase (D-Xyulose-Forming),NA,NA,PMID:6821187
XYLtly,-0.4223175251523903,0,33.13171862487793,13.456638811452082,"Transport, lysosomal",Xylose Efflux from Lysosome,NA,NA,"PMID:1751541,PMID:8993166"
EX_4abutn[e],-0.535135053822021,0,26.41627842513022,7.999297402366771,Exchange/demand reaction,Exchange of 4-Ammoniobutanal,NA,NA,NA
EX_acmana[e],0.5096487792398169,0,4.4178592399296734,13.601303567825726,Exchange/demand reaction,Exchange of N-Acetyl-D-Mannosamine,NA,NA,NA
EX_dha[e],-1,0,582.8883970934927,NA,Exchange/demand reaction,Exchange of Glycerone,NA,NA,NA
EX_HC01440[e],0.5639994962369164,0,54.76008442896036,196.43267317719236,Exchange/demand reaction,Exchange of 3-Keto-Beta-D-Galactose,NA,NA,NA
EX_HC01441[e],-0.8396304721617835,0,-7.985218446581896,-91.60001516011079,Exchange/demand reaction,Exchange of Lactose-6P,NA,NA,NA
EX_HC01446[e],-0.5639994962369164,0,-54.76008442896036,-196.43267317719236,Exchange/demand reaction,Exchange of 3-Ketolactose,NA,NA,NA
EX_HC02160[e],0.6394200254670168,0,39.547123267478774,179.805730804351,Exchange/demand reaction,Exchange of Gm2-Pool,NA,NA,NA
EX_HC02161[e],-0.6394200254670168,0,-39.547123267478774,-179.805730804351,Exchange/demand reaction,Exchange of Gm1-Pool,NA,NA,NA
EX_prpp[e],-0.4833054355032269,0,-27.139743165065582,-77.91165481702052,Exchange/demand reaction,Exchange of 5-O-Phosphonato-Alpha-D-Ribofuranosyl Diphosphate,NA,NA,NA
r0009,-0.39234446054289973,0,85.99217997772247,37.52923647434227,Purine catabolism,Pyrophosphate Phosphohydrolase,64077.1 or 27068.1 or 5464.1,NA,"PMID:10542310,PMID:16300924"
r0021,-0.9996272755404434,0,-0.032472367739677425,-174.21081597613693,Glutathione metabolism,Glutathione:NAD+ Oxidoreductase,2936.1,NA,"PMID:10781871,PMID:12821209,PMID:237878,PMID:31912,PMID:4380255,PMID:8981046,PMID:9621574"
r0024,0.43695776542768566,0,2.013487088601383,5.138683618915163,Arginine and proline metabolism,"N- (Omega)-Hydroxyarginine, NADPH:Oxygen Oxidoreductase (Nitric-Oxide-Forming)",4843.1 or 4842.1 or 4846.1,NA,"PMID:11125020,PMID:7515853"
r0027,0.8141966361828703,0,-250.34563356189727,-25.6394813577652,Methionine and cysteine metabolism,NADPH:Coa-Glutathione Oxidoreductase,10587.1 or 7296.1,NA,PMID:18042542
r0047,0.48577657769945926,0,6.878608566895721,19.87477631830494,Purine catabolism,Adenosine 5-Monophosphate Phosphohydrolase,22978.1 or 84618.1 or 51251.1 or 30833.1 or 4907.1 or 93034.1 or 56953.1 or 100526794.1,NA,PMID:1550832
r0051,-0.4833054355032269,0,-27.139743165065582,-77.91165481702052,Purine catabolism,AMP:Pyrophosphate Phosphoribosyltransferase,3251.1 and 353.1,NA,"PMID:6778226,PMID:692402"
r0074,-1.6625013632554118,0,149.53345278244763,-600.9542681228638,Urea cycle,L-Glutamate 5-Semialdehyde:NAD+ Oxidoreductase,8659.1,NA,"PMID:1286669,PMID:2211729"
r0081,12.814809740633718,0,-12.243413481818234,14.31596712433868,Citric acid cycle,L-Alanine:2-Oxoglutarate Aminotransferase,84706.1 or 2875.1,NA,"PMID:15663181,PMID:2088925,PMID:454616"
r0084,0.6575532461567524,0,6.09069732633518,29.480948530895798,Miscellaneous,Oxalosuccinate:NADP+ Oxidoreductase (Decarboxylating),3417.1 or 3418.1,NA,"PMID:16489927,PMID:9866202"
r0113,0.5096487792398169,0,4.4178592399296734,13.601303567825726,Aminosugar metabolism,UDP-N-Acetyl-D-Glucosamine 2-Epimerase,10020.1,NA,"PMID:10431835,PMID:15748884,PMID:3740419,PMID:4337336,PMID:5063602,PMID:5417402,PMID:9305887,PMID:9305888"
r0153,0.7689263587899355,0,15.546241512393953,119.01035638412833,Glycolysis/gluconeogenesis,CTP:Pyruvate O2-Phosphotransferase,5313.1,NA,"PMID:1009117,PMID:7154942"
r0160,-0.3627912314923906,0,180.12714647413642,84.22316971755122,"Glycine, serine, alanine, and threonine metabolism",L-Serine:Pyruvate Aminotransferase,189.1,NA,"PMID:10347152,PMID:6469715"
r0166,-0.568916761004803,0,124.85790617362484,34.306568675455566,Pyrimidine catabolism,Uridine Triphosphate Pyrophosphohydrolase,3704.1,NA,"PMID:15652174,PMID:16752921,PMID:17095758"
r0178,0.3690820433340629,0,-805.6628022094726,-371.2758716007233,Glutamate metabolism,Succinate-Semialdehyde:NAD+ Oxidoreductase,7915.1,NA,"PMID:3190233,PMID:656447,PMID:7616245,PMID:7814412"
r0186,-0.5027432665745242,0,130.21256171803475,43.08724885420212,Glycerophospholipid metabolism,Ethanolamine-Phosphate Phospho-Lyase (Deaminating),64850.1,NA,PMID:5498429
r0191,-0.8678122102254969,0,70.73585278957337,5.0060792979501185,Fructose and mannose metabolism,UTP:D-Fructose-6-Phosphate 1-Phosphotransferase,5211.1,NA,"PMID:11945275,PMID:4276999"
r0193,-0.9753885571480199,0,-11.367934706924775,-912.4246909667969,Methionine and cysteine metabolism,L-Cysteine L-Homocysteine-Lyase (Deaminating),1491.1,NA,"PMID:10212249,PMID:629532"
r0196,-1,0,0,-238.24951284503936,Miscellaneous,Succinyl Coenzyme A:Glycine C-Succinyl-Transferase (Decarboxylating),211.1 or 212.1,NA,PMID:7592562
r0202,0.41802779715549554,0,-773.3429147914886,-317.38734641041754,Glycolysis/gluconeogenesis,Sn-Glycerol-3-Phosphate:NAD+ 2-Oxidoreductase,2819.1,NA,"PMID:17045662,PMID:7772607"
r0226,-0.7129779808898866,0,97.22037225799374,16.28998612675101,Folate metabolism,"5, 6, 7, 8-Tetrahydrofolate:NADP+ Oxidoreductase",1719.1,NA,"PMID:15153070,PMID:16171773,PMID:1631094,PMID:6882460,PMID:962851"
r0242,-0.7049200884052108,0,608.9280223759174,105.39052723482847,Miscellaneous,Glycerone Phosphate Phosphohydrolase (Alkaline Optimum),249.1,NA,"PMID:1730777,PMID:3042787"
r0245,-0.832138665803536,0,568.4724309310913,52.08368912849128,Glycerophospholipid metabolism,Glycerol:NADP+ Oxidoreductase,231.1 or 10327.1,NA,"PMID:11716357,PMID:6753936,PMID:6815419,PMID:8916913,PMID:9693960"
r0249,1.776970860655085,0,-2.5149942570063173,8.988838732681657,Pentose phosphate pathway,D-Ribose-5-Phosphate Ketol-Isomerase,22934.1,NA,"PMID:14690456,PMID:14988808,PMID:15234337,PMID:2843500"
r0276,-1.9465288894240782,0,2.917958050059341,-9.083555492805736,Purine catabolism,NADH:Guanosine-5-Phosphate Oxidoreductase (Deaminating),51292.1 or 2766.1,NA,"PMID:12009299,PMID:12669231"
r0281,-0.535135053822021,0,26.41627842513022,7.999297402366771,Methionine and cysteine metabolism,Putrescine:Oxygen Oxidoreductase (Deaminating),26.1,NA,"PMID:12072962,PMID:15795708,PMID:17006978,PMID:6403048"
r0309,1.0654376559932788,0,-297.4594536452383,9.424176683863625,Fatty acid oxidation,Trans-Hexadec-2-Enoyl Coenzyme A Reductase,55825.1 or 51102.1,NA,PMID:12654921
r0317,-1.1175872900937105,0,28.236270933244562,-508.4968656070709,Miscellaneous,Citrate Hydro-Lyase,50.1 or 48.1,NA,"PMID:15263083,PMID:16511074"
r0321,-0.47077647670819395,0,6.522843084482466,2.3470881223063627,Cholesterol metabolism,Acetoacetate:Coa Ligase (AMP-Forming),65985.1,NA,PMID:4073493
r0355,0.43438586192265216,0,7.660246900962567,19.42622914435519,Glycolysis/gluconeogenesis,Hexokinase,2645.1 or 3098.1 or 3099.1 or 3101.1,NA,"PMID:16906315,PMID:7061426,PMID:7150652,PMID:8717435"
r0358,0.6059433544357407,0,2.6331630734919047,10.731225539832526,Fructose and mannose metabolism,Hexokinase,3098.1 or 3099.1 or 3101.1,NA,"PMID:16906315,PMID:7061426,PMID:7150652,PMID:8717435"
r0360,-0.6377729392262447,0,19.192223412124548,4.244753658936096,Fructose and mannose metabolism,Hexokinase,3098.1 or 3099.1 or 3101.1,NA,"PMID:16906315,PMID:7061426,PMID:7150652,PMID:8717435"
r0363,0.5730446302571764,0,2.7245359565744995,10.03809053628644,Aminosugar metabolism,Hexokinase,3098.1 or 3099.1 or 3101.1,NA,"PMID:16906315,PMID:7061426,PMID:7150652,PMID:8717435"
r0377,-0.6416717069834809,0,62.43735396007523,13.628224431114644,Pyrimidine catabolism,ATP:Deoxycitidine 5-Phosphotransferase,1633.1,NA,"PMID:12036920,PMID:1657002,PMID:213049,PMID:8399394,PMID:9342341,PMID:9593124"
r0380,0.8396304721613567,0,7.985218446605007,91.60001516011079,Miscellaneous,Lactose 6-Phosphate Galactohydrolase,2720.1,NA,PMID:3109378
r0385,-0.36497579536720587,0,40.37502498117974,18.78356979861714,Miscellaneous,"3-Methyl-2-Oxobutanoate:[Dihydrolipoyllysine-Residue (2-Methylpropanoyl)Transferase] Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-2-Methylpropanoylating)",593.1 and 594.1 and 641649.1,NA,"PMID:11839747,PMID:12387880,PMID:15576032"
r0386,0.7623471241914394,0,6.73825274829366,49.96842690259013,Miscellaneous,"4-Methyl-2-Oxopentanoate:[Dihydrolipoyllysine-Residue (2-Methylpropanoyl)Transferase] Lipoyllysine 2-Oxidoreductase (Decarboxylating, Acceptor-2-Methylpropanoylating)",593.1 and 594.1 and 641649.1,NA,"PMID:11839747,PMID:12387880,PMID:15576032"
r0391,-0.6549929286543318,0,189.28009064700603,39.45815635071248,NAD metabolism,Nicotinate D-Ribonucleotide:Pyrophosphate Phosphoribosyltransferase,93100.1 or 23475.1,NA,PMID:17604275
r0394,-0.6114996746772475,0,677.2810185318947,163.2789011187762,Nucleotide interconversion,Xanthine:NAD+ Oxidoreductase,7498.1,NA,"PMID:2713424,PMID:8248161"
r0403,-1,0,9.56541096790582,NA,Tetrahydrobiopterin metabolism,"L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)",7166.1 or 121278.1,NA,NA
r0407,-0.9678686061186539,0,-2.18232370043993,-133.65515092009753,Miscellaneous,"Sedoheptulose 1, 7-Bisphosphate D-Glyceraldehyde-3-Phosphate-Lyase Carbon Fixation",230.1 or 229.1 or 226.1,NA,"PMID:10214945,PMID:2198022,PMID:4052378,PMID:4084320,PMID:6952783"
r0408,-1.1061599517002634,0,4.146946137161786,-82.27332187008336,Miscellaneous,ATP:Sedoheptulose 7-Phosphate 1-Phosphotransferase,5211.1,NA,"PMID:4084320,PMID:4272358"
r0409,-0.7806567588442677,0,-6.3292697129155044,-51.38182892469205,Miscellaneous,UTP:Sedoheptulose 7-Phosphate 1-Phosphotransferase,5211.1,NA,PMID:11945275
r0424,0.6575532461567524,0,6.09069732633518,29.480948530895798,Miscellaneous,Isocitrate:NADP+ Oxidoreductase (Decarboxylating),3417.1 or 3418.1,NA,"PMID:10521434,PMID:16489927,PMID:9866202"
r0437,-0.99673385580568,0,-0.3392498703283715,-207.39797797057628,Fatty acid oxidation,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,1374.1 and 1376.1,NA,"PMID:1735445,PMID:1988962,PMID:2355017,PMID:6361812,PMID:7892212"
r0438,-0.9121315143322092,0,263.8397325141907,12.124269476889726,Fatty acid oxidation,Palmitoyl Coenzyme A:L-Carnitine O-Palmitoyltransferase,1374.1 and 1376.1,NA,"PMID:1735445,PMID:1988962,PMID:2355017,PMID:6361812,PMID:7892212"
r0450,-0.3759970398037011,0,482.2718404368639,218.7061798438549,Lysine metabolism,L-2-Aminoadipate:2-Oxoglutarate Aminotransferase Lysine Biosynthesis Lysine Degradation,51166.1,NA,PMID:8087205
r0456,0.330004687012764,0,9.135431834214652,18.134704708930656,Nucleotide interconversion,ATP:Deoxyguanosine 5-Phosphotransferase,1716.1,NA,PMID:15748706
r0465,0.41979987213546177,0,1.8888439004480908,4.622164318044019,Miscellaneous,L-Histidine:4-Aminobutanoate Ligase (AMP-Forming),57571.1,NA,"PMID:448355,PMID:487087"
r0466,0.41979987213546177,0,1.8888439004480908,4.622164318044019,Miscellaneous,Alpha-Aminobutyryl Histidine Hydrolase,NA,NA,"PMID:2334521,PMID:4026801"
r0472,0.36120126762392296,0,18.38866582596302,39.18397761859894,Nucleotide interconversion,2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase,50484.1 and 6240.1 and 6241.1,NA,"PMID:6121703,PMID:8074691"
r0474,-0.8489791771085241,0,610.3257886932373,49.8501573092252,Nucleotide interconversion,2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase,50484.1 and 6240.1 and 6241.1,NA,"PMID:6121703,PMID:8074691"
r0475,-0.8747860411533985,0,154.9477357723236,10.348711257970331,Nucleotide interconversion,2-Deoxyadenosine 5-Diphosphate:Oxidized-Thioredoxin 2-Oxidoreductase,50484.1 and 6240.1 and 6241.1,NA,"PMID:6121703,PMID:8074691"
r0480,0.388612662436236,0,-260.0133878656864,-114.48037112036347,Glycerophospholipid metabolism,S-Adenosyl-L-Methionine:Ethanolamine-Phosphate N-Methyltransferase,NA,NA,PMID:2403362
r0483,-0.998055483313062,0,41.13481070393538,0.04003258492862793,Pyrimidine catabolism,(R)-3-Amino-2-Methylpropanoate:2-Oxoglutarate Aminotransferase,18.1,NA,PMID:5773299
r0488,-0.9235723394905093,0,278.6221089822769,11.070254816294554,Cholesterol metabolism,(R)-Mevalonate:NADP+ Oxidoreductase (Coa Acylating),3156.1,NA,"PMID:10698924,PMID:11108725,PMID:12454262,PMID:3745272,PMID:3883347"
r0504,0.43135351537365085,0,3.6169979840457582,9.104431170387315,Purine catabolism,Xanthine:Oxygen Oxidoreductase,7498.1,NA,"PMID:16087479,PMID:1643670,PMID:16756494,PMID:18600557,PMID:8343533"
