GES1_ARID1A_KO,GES1_ARID1A_KO_Volasertib,GES1_WT_Volasertib,GES_W1,OVCAR3_ARID1A_KO,OVCAR3_WT
581.091289441571,610.31073312799,561.998967383097,552.333801828467,507.881474007473,600.657094835466
